"STATION","NAME","DATE","AWND","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","HN01","HN02","HTDD","HX01","HX02","LN01","LN02","LX01","LX02","MN01","MN02","MX01","MX02","PRCP","PSUN","SNOW","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WDFG","WDMV","WSF2","WSF5","WSFG"
"USC00205603","MORENCI, MI US","2017",,,,"       126","        82","       18","         7",,,,,,,"4","3.8","1.74",,,,,,,,,,,,,,,,"40.58",,"17.6",,,,,,,,,,,
"USC00208443","VASSAR, MI US","2017",,"453","453","       140","        67",,,"         7","       132","        42","       137","         8","-14",,,"1.51","94","5817",,,"5817",,,,,,,,,,,"31.77",,,"48.0","58.8","37.2",,,,,,,,
"USW00014853","DETROIT WILLOW RUN AIRPORT, MI US","2017","9.2","888","888","       118","        62",,,"         4","       107","        34","       164","        26","-7",,,"1.67","97","5237",,,"5237",,,,,,,,,,,"27.47",,,"52.2","62.5","42.0",,"       250","       260",,,"52.1","63.1",
"USC00201492","CHEBOYGAN, MI US","2017",,"263","263","       191","        82","       91","        36","         6","       157","        68","        96","         3","-13","15","14.0","1.66","91","7015",,,"7015",,,,,,,,,,,"37.43",,"79.6","44.7","53.0","36.5",,,,,,,,
"US1MIBN0004","NILES 2.7 W, MI US","2017",,,,"       164","        99",,,,,,,,,,,"3.21",,,,,,,,,,,,,,,,"47.16",,,,,,,,,,,,,
"USW00014858","HANCOCK HOUGHTON CO AIRPORT, MI US","2017","10.3","129","129","       186","        82",,,"         9","       174","        78","        77","         1","-16",,,"1.51","92","8017",,,"8017",,,,,,,,,,,"36.81",,,"41.7","49.8","33.6",,"       270","       280",,,"47.0","61.1",
"US1MINW0008","WHITE CLOUD 7.5 ENE, MI US","2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42.46",,,,,,,,,,,,,
"USC00205050","MANCHESTER, MI US","2017",,"585","585","       143","        76","       30","         8","         5","       126","        40","       155","         7","-13","8","4.8","1.38","94","5760",,,"5760",,,,,,,,,,,"34.39",,"28.5","49.8","60.1","39.6",,,,,,,,
"US1MICL0005","HARRISON 5.2 ESE, MI US","2017",,,,"       153","        82",,,,,,,,,,,"3.37",,,,,,,,,,,,,,,,"37.14",,,,,,,,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2017","6.5","503","503","       149","        74",,,"         2","       135","        55","       128","         5","-4",,,"3.02","95","6181",,,"6181",,,,,,,,,,,"32.67",,,"48.0","56.6","39.4",,"       260","       260",,,"40.0","55.9",
"US1MIIH0032","WILLIAMSTON 4.0 ESE, MI US","2017",,,,"       150","        81",,,,,,,,,,,"1.91",,,,,,,,,,,,,,,,"38.26",,,,,,,,,,,,,
"US1MIIH0034","MASON 5.8 ENE, MI US","2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40.52",,,,,,,,,,,,,
"USC00201818","CORUNNA 2 NE, MI US","2017",,"502","502","       145","        75","       29","         9","         6","       127","        47","       148","         8","-12","9","7.5","1.90","95","6016",,,"6016",,,,,,,,,,,"32.12",,"29.6","48.7","59.3","38.1",,,,,,,,
"USW00094871","BENTON HARBOR, MI US","2017","7.8","649","649","       145","        77",,,"         1","       103","        28","       143","        12","-2",,,"4.58","93","5328",,,"5328",,,,,,,,,,,"42.43",,,"51.3","60.1","42.6",,"       250","       250",,,"42.9","55.9",
"USC00205065","MANISTEE 3 SE, MI US","2017",,"416","416","       157","        93",,,"         0","       117","        50","       124","         4","2",,,"2.12","90","6033",,,"6033",,,,,,,,,,,"42.93",,,"48.4","56.3","40.4",,,,,,,,
"USC00206398","PAULDING, MI US","2017",,,,"       185","        88","      128","        39",,,"        91","        90","         0",,"21","8.1","2.47","88","8781",,,"8781",,,,,,,,,,,"40.50",,"119.4",,"50.3",,,,,,,,,
"US1MIMR0009","CARLETON 2.5 S, MI US","2017",,,,"       123","        72",,,,,,,,,,,"2.60",,,,,,,,,,,,,,,,"39.91",,,,,,,,,,,,,
"USC00206158","OLD MISSION 3 SSW, MI US","2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00207364","SAULT STE MARIE, MI US","2017",,"193","193","       200","       101","      133","        42","        27","       168","        77","        92","         3","-23","25","6.0","2.82","91","7904",,,"7904",,,,,,,,,,,"43.64",,"135.8","42.1","51.3","32.9",,,,,,,,
"USC00204090","IRON MTN KINGSFORD WWTP, MI US","2017",,"307","307","       148","        92",,,"        21","       179","        71","       113","         1","-18",,,"1.96","90","7697",,,"7697",,,,,,,,,,,"39.34",,,"43.2","53.3","33.1",,,,,,,,
"USC00203529","HALE LOUD DAM, MI US","2017",,,,"       143","        81","       66","        10",,,,,,,"4","3.6","3.50",,"6688",,,"6688",,,,,,,,,,,"36.80",,"22.2",,,,,,,,,,,
"USC00203528","HALE 5 SSW NUMBER 2, MI US","2017",,"237","237",,,,,"        19","       176","        58","       123","         3","-16",,,,"92","7155",,,"7155",,,,,,,,,,,,,,"44.6","55.7","33.5",,,,,,,,
"USC00200495","BARAGA 5 W, MI US","2017",,"239","239","       157","        92",,,"        20","       184","        78","       113","         4","-13",,,"1.89","93","7815",,,"7815",,,,,,,,,,,"42.05",,,"42.8","53.1","32.4",,,,,,,,
"USW00014826","FLINT FCWOS, MI US","2017","8.7","543","543","       151","        77","       47","        14","         5","       123","        46","       145","         9","-18","9","7.9","1.37","94","5879",,,"5879",,,,,,,,,,,"35.75",,"43.1","49.2","59.0","39.4",,"       270","       260",,,"44.1","61.1",
"USC00200497","BARAGA 7 NW, MI US","2017",,,,,,,,,,,,,,,,,,"7947",,,"7947",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014828","GLADWIN, MI US","2017",,,,"       138","        81","       70","        12",,,,,,,"9","5.0","3.75",,"6429",,,"6429",,,,,,,,,,,"39.57",,"36.6",,,,,,,,,,,
"USC00201468","CHARLEVOIX, MI US","2017",,"347","347","       169","       105","       85","        32","         1","       130","        60","       103","         2","-2","20","8.0","2.56","91","6560",,,"6560",,,,,,,,,,,"41.62",,"95.2","46.7","53.7","39.7",,,,,,,,
"USC00205822","NEWPORT 4 SSE, MI US","2017",,"676","676","       142","        82","       27","         6","         4","       123","        41","       149","         5","-8","5","4.4","1.94","96","5680",,,"5680",,,,,,,,,,,"38.06",,"27.7","50.4","59.8","41.0",,,,,,,,
"USC00208417","VANDERBILT 11 ENE, MI US","2017",,"196","196",,,,,"        20","       190","        70","       115","         3","-19",,,,"91","7699",,,"7699",,,,,,,,,,,,,,"42.6","53.4","31.7",,,,,,,,
"USC00208779","WEST BLOOMFIELD, MI US","2017",,,,,,"       33","        12",,,,,,,"9","5.0",,,,,,,,,,,,,,,,,,,"34.0",,,,,,,,,,,
"USC00203096","GAYLORD, MI US","2017",,"200","200","       201","       117","      128","        45","        22","       183","        76","       104","         0","-25","19","5.9","2.16","89","7679",,,"7679",,,,,,,,,,,"43.73",,"134.1","42.7","52.0","33.4",,,,,,,,
"US1MIWY0043","DEARBORN HEIGHTS 1.8 NW, MI US","2017",,,,"       152","        84",,,,,,,,,,,"1.95",,,,,,,,,,,,,,,,"34.44",,,,,,,,,,,,,
"US1MISC0003","PORT HURON 1.6 W, MI US","2017",,,,"       163","        75","       23",,,,,,,,"7",,"1.34",,,,,,,,,,,,,,,,"33.31",,,,,,,,,,,,,
"USC00203099","GAYLORD 9 SSW, MI US","2017",,"290","290","       193","        99","      109","        47","         8","       158","        74","       111","         3","-10","19","11.6","2.69","91","7204",,,"7204",,,,,,,,,,,"47.23",,"160.6","44.5","53.0","36.0",,,,,,,,
"USW00014833","JACKSON REYNOLDS FIELD, MI US","2017","8.5","630","630","       129","        75",,,"         4","       112","        40","       147","         8","-11",,,"3.29","93","5614",,,"5614",,,,,,,,,,,"37.22",,,"50.4","60.0","40.9",,"       250","       240",,,"42.9","62.0",
"US1MICT0002","HASLETT 1.2 N, MI US","2017",,,,"       145","        78","       38","        15",,,,,,,"9","7.0","2.74",,,,,,,,,,,,,,,,"39.74",,"43.3",,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2017","8.7","749","749","       142","        79","       30","        11","         4","       114","        44","       151","        14","-9","8","5.7","2.89","95","5649",,,"5649",,,,,,,,,,,"39.84",,"31.9","50.4","59.9","40.9",,"       260","       250",,,"51.0","65.1",
"USW00094899","COPPER HARBOR, MI US","2017",,,,"       174","        82",,,,,,,,,,,"1.54",,"7573",,,"7573",,,,,,,,,,,"34.27",,,,,,,,,,,,,
"USC00202328","DURAND WWTP, MI US","2017",,"642","642","       151","        77","       26","         8","         5","       129","        47","       150","         9","-16","10","4.8","2.49","94","5731",,,"5731",,,,,,,,,,,"36.11",,"26.4","49.1","59.3","38.9",,,,,,,,
"USW00094893","IRON MOUNTAIN FORD AIRPORT, MI US","2017","6.9","238","238","       102","        45",,,"        20","       182","        69","       114","         1","-21",,,"1.99","90","7778",,,"7778",,,,,,,,,,,"22.25",,,"42.8","53.5","32.0",,"       350","       350",,,"45.0","57.9",
"USW00014838","MARQUETTE, MI US","2017",,"176","176","       178","        92",,,"         6","       158","        78","        63","         0","-11",,,"1.58","89","7587",,,"7587",,,,,,,,,,,"37.37",,,"42.9","49.6","36.2",,,,,,,,
"USC00201476","CHARLOTTE, MI US","2017",,"527","527","       150","        80",,,"         7","       132","        45","       136","         7","-13",,,"2.84","93","6010",,,"6010",,,,,,,,,,,"43.02",,,"48.7","58.5","38.9",,,,,,,,
"USC00203530","HALFWAY LAKE, MI US","2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00200146","ALMA, MI US","2017",,,,"       124","        63","       27","         5",,,,,,,"7","6.0","3.91",,,,,,,,,,,,,,,,"36.49",,"19.0",,,,,,,,,,,
"USC00203413","GREEN GARDEN NUMBER 2, MI US","2017",,,,"       194","        88","       98","        33",,,,,,,"11","7.3","1.79",,,,,,,,,,,,,,,,"39.78",,"88.0",,,,,,,,,,,
"USC00206007","NORTHPORT 2 W, MI US","2017",,"255","255","       174","        92","       92","        31","         0","       143","        62","        98","         1","3","13","8.0","2.10","92","6687",,,"6687",,,,,,,,,,,"34.67",,"81.5","46.1","53.2","38.9",,,,,,,,
"USR0000MSEN","SENEY MICHIGAN, MI US","2017",,"177","177",,,,,"        17","       167","        70","        97","         0","-14",,,,"87","7348",,,"7348",,,,,,,,,,,,,,"43.1","52.3","33.9",,,,,,,,
"USC00204502","LAKE CITY EXPERIMENTAL FARM, MI US","2017",,"279","279","       172","        88","       84","        18","        14","       165","        60","       124","         5","-17","12","5.3","2.75","93","7157",,,"7157",,,,,,,,,,,"38.86",,"49.8","44.7","55.4","34.1",,,,,"22524.7",,,
"USC00206012","NW MICHIGAN RESEARCH FARM, MI US","2017",,"447","447","       161","        83","       84","        41","         0","       120","        60","       108","         4","3","26","11.0","2.47","92","6362",,,"6362",,,,,,,,,,,"33.57",,"119.6","47.5","54.4","40.5",,,,,"29511.4",,,
"USC00207222","SAGINAW NUMBER 3, MI US","2017",,"669","669","       152","        82","       32","        10","         4","       127","        48","       142","         9","-5","7","5.2","2.13","95","5811",,,"5811",,,,,,,,,,,"39.19",,"26.1","49.4","58.6","40.3",,,,,,,,
"USW00014840","MUSKEGON CO AIRPORT, MI US","2017","9.4","594","594","       153","        83","       47","        27","         2","       114","        41","       143","         4","-6","18","14.7","2.80","92","5558",,,"5558",,,,,,,,,,,"36.58",,"76.8","50.3","58.7","41.9",,"       220","       180",,,"38.9","53.9",
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2017","7.4","208","208","       153","        82",,,"        16","       168","        66","       121","         4","-21",,,"1.57","92","7233",,,"7233",,,,,,,,,,,"34.82",,,"44.1","54.5","33.7",,"       270","       240",,,"40.0","61.1",
"USC00207225","SAGINAW 5 W, MI US","2017",,,,"       130","        69",,"         8",,,,,,,,"6.1","2.47",,,,,,,,,,,,,,,,"36.19",,"28.7",,,,,,,,,,,
"USC00203661","HASTINGS, MI US","2017",,"532","532","       162","        90","       43","        22","         5","       134","        45","       147","         9","-13","9","4.5","3.57","96","5952",,,"5952",,,,,,,,,,,"45.65",,"52.3","49.0","59.1","38.9",,,,,,,,
"USW00014845","SAGINAW MBS INTERNATIONAL AIRPORT, MI US","2017","9.6","644","644","       143","        69","       37","        11","         3","       122","        50","       142","         8","-6","7","6.1","3.00","95","5929",,,"5929",,,,,,,,,,,"37.78",,"31.1","49.5","58.3","40.7",,"       270","       270",,,"49.0","68.0",
"USC00201361","CASS CITY 1 SSW, MI US","2017",,"346","346","       155","        77",,"         7","         6","       156","        52","       128","         4","-14",,"3.0","2.50","92","6443",,,"6443",,,,,,,,,,,"35.81",,"18.8","46.6","56.8","36.5",,,,,,,,
"USC00202691","FARMINGTON, MI US","2017",,"561","561","       140","        83","       27","         9","         4","       132","        50","       141","         9","-6","8","5.3","2.15","92","6051",,,"6051",,,,,,,,,,,"37.02",,"31.4","49.0","58.6","39.3",,,,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2017","7.2","202","202","       191","        98","      131","        43","        14","       142","        70","        94","         1","-16","25","6.2","2.83","90","7297",,,"7297",,,,,,,,,,,"43.06",,"135.7","44.0","52.1","35.9",,"       270","       200",,,"35.1","53.9",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2017","7.6","480","480","       124","        73",,,"         9","       129","        42","       148","         9","-20",,,"1.54","93","5952",,,"5952",,,,,,,,,,,"30.44",,,"49.1","60.2","38.0",,"       220","        30",,,"47.0","63.1",
"US1MIJC0014","RIVES JUNCTION 4.0 NW, MI US","2017",,,,"       150","        80",,,,,,,,,,,"2.46",,,,,,,,,,,,,,,,"39.18",,,,,,,,,,,,,
"USC00200758","BEULAH 7 SSW, MI US","2017",,"405","405","       170","       101","       85","        30","         1","       135","        55","       117","         3","0","14","9.5","1.81","91","6414",,,"6414",,,,,,,,,,,"42.64",,"85.7","47.2","55.5","38.9",,,,,,,,
"US1MIET0001","LANSING 3.8 WNW, MI US","2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41.84",,,,,,,,,,,,,
"USW00004847","ADRIAN LENAWEE CO AIRPORT, MI US","2017","8.1","648","648","       124","        69",,,"         5","       116","        43","       154","        11","-10",,,"1.55","95","5613",,,"5613",,,,,,,,,,,"29.59",,,"50.5","60.2","40.8",,"       290","       270",,,"38.9","59.9",
"USC00200197","AMASA 1 W, MI US","2017",,"190","190","       139","        83","      136","        32","        39","       194","        85","       104","         1","-33","21","10.0","1.92","90","8534",,,"8534",,,,,,,,,,,"38.62",,"82.2","40.2","51.7","28.7",,,,,,,,
"USC00202015","DEARBORN, MI US","2017",,"746","746","       149","        86",,,"         4","       106","        41","       155","        13","-7",,,"1.83","92","5467",,,"5467",,,,,,,,,,,"38.85",,,"51.2","60.7","41.8",,,,,,,,
"USC00202375","EAST GRAND RAPIDS, MI US","2017",,"537","537","       164","        91","       46","        20","         3","       131","        49","       139","         7","-6","10","6.7","2.69","94","5993",,,"5993",,,,,,,,,,,"42.93",,"58.3","48.9","58.5","39.3",,,,,,,,
"US1MICX0004","CHARLEVOIX 4.3 SSE, MI US","2017",,,,"       166","        84",,,,,,,,,,,"2.32",,,,,,,,,,,,,,,,"39.62",,,,,,,,,,,,,
"USC00207820","STANDISH 4 NE, MI US","2017",,"393","393","       139","        81","       60","         9","         7","       131","        57","       125","         0","-13","5","4.5","2.94","89","6465",,,"6465",,,,,,,,,,,"34.64",,"33.9","47.0","55.9","38.0",,,,,,,,
"USC00205406","MICHIGAMME 3 WNW, MI US","2017",,,,"       185","        95",,,,,,,,,,,"1.26",,,,,,,,,,,,,,,,"36.84",,,,,,,,,,,,,
"US1MIIN0001","SARANAC 2.6 NE, MI US","2017",,,,"       162","        79","       43","        12",,,,,,,"10","6.6","3.06",,,,,,,,,,,,,,,,"41.58",,"46.7",,,,,,,,,,,
"USC00202016","DEARBORN NUMBER 2, MI US","2017",,,,"       114","        77","       27","         8","         1","       100",,,,"-1","6","4.0","1.96",,,,,,,,,,,,,,,,"36.59",,"27.9",,,"43.2",,,,,,,,
"USC00207277","ST JAMES 4 SSW BEAVER ISLAND, MI US","2017",,,,"       113","        90","       91","        23",,,,,,,"17","13.3","2.94",,"6880",,,"6880",,,,,,,,,,,"35.17",,"84.8",,,,,,,,,,,
"USC00202381","EAST JORDAN, MI US","2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00205097","MAPLE CITY 1 E, MI US","2017",,,,,,"       91","        43",,,,,,,"20","8.5",,,,,,,,,,,,,,,,,,,"144.4",,,,,,,,,,,
"USC00206982","RICHMOND 4 NNW, MI US","2017",,"603","603","       132","        80","       31","         8","         4","       116","        44","       139","         8","-6","9","6.3","1.76","92",,,,,,,,,,,,,,,"34.18",,"29.5","49.5","58.4","40.7",,,,,,,,
"USC00206184","ONAWAY 4 N, MI US","2017",,"293","293","       191","        95","      104","        32","         9","       163","        66","       119","         4","-16","14","9.8","1.94","92","6959",,,"6959",,,,,,,,,,,"40.24",,"81.6","45.3","54.8","35.7",,,,,,,,
"USC00204320","KENT CITY 2 SW, MI US","2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00202382","EAST JORDAN 2 NW, MI US","2017",,"270","270","       178","       109","      105","        40","         5","       170","        68","       105","         2","-18","22","10.8","2.72","90","7072",,,"7072",,,,,,,,,,,"48.31",,"148.3","44.4","53.2","35.6",,,,,,,,
"USC00205892","NILES, MI US","2017",,"666","666","       138","        91","       35","        20","         4","       112","        29","       166","         8","-2","11","6.0","3.07","92","5143",,,"5143",,,,,,,,,,,"47.25",,"60.0","51.9","61.8","42.0",,,,,,,,
"USC00207275","ST. IGNACE, MI US","2017",,"159","159","       151","        90","       90","        31","         7","       173","        74","        84","         0","-7","13","12.0","2.75","86","7523",,,"7523",,,,,,,,,,,"40.30",,"82.4","43.2","50.8","35.7",,,,,,,,
"USR0000MMIO","MIO MICHIGAN, MI US","2017",,"294","294",,,,,"        19","       171","        63","       122","         4","-19",,,,"93","7237",,,"7237",,,,,,,,,,,,,,"44.6","55.3","33.9",,,,,,,,
"USW00004839","HOLLAND TULIP CITY AIRPORT, MI US","2017","8.5","593","593","       155","        80",,,"         2","       107","        35","       146","         9","-11",,,"2.29","94","5511",,,"5511",,,,,,,,,,,"40.27",,,"50.5","59.1","41.9",,"       250","       220",,,"42.9","57.0",
"USC00203477","GROSSE POINTE FARMS, MI US","2017",,"623","623","       126","        75","       27","         9","         3","       107","        47","       130","         2","0","8","5.0","2.71","92","5415",,,"5415",,,,,,,,,,,"35.47",,"28.1","50.6","58.7","42.4",,,,,,,,
"USR0000MBRR","BEAR MICHIGAN, MI US","2017",,"348","348",,,,,"         0","       118","        58","       104","         0","3",,,,"89","6209",,,"6209",,,,,,,,,,,,,,"47.2","54.3","40.1",,,,,,,,
"USC00205533","MIO WWTP, MI US","2017",,"375","375","       164","        75","       97","        19","        17","       170","        52","       128","         5","-16","9","4.0","4.26","93","7023",,,"7023",,,,,,,,,,,"40.64",,"40.3","45.6","56.7","34.6",,,,,,,,
"USC00200089","ALBERTA FORD FOR CENTER, MI US","2017",,"188","188",,,"      139","        54","        29","       180","        90","        90","         1","-19","28","9.6",,"90","8100",,,"8100",,,,,,,,,,,"44.07",,"168.3","41.1","50.1","32.1",,,,,,,,
"USC00201178","CADILLAC 9 AND 10 NEWS, MI US","2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00201299","CARO WWTP, MI US","2017",,"505","505","       149","        75",,,"         4","       130","        48","       132","         8","-10",,,"2.23","92","6064",,,"6064",,,,,,,,,,,"33.66",,,"48.3","57.9","38.7",,,,,,,,
"USC00206507","PETOSKEY, MI US","2017",,"286","286","       183","       101",,"        38","         2","       142","        62","        92","         1","-10",,"11.0","2.35","91","6804",,,"6804",,,,,,,,,,,"43.27",,"154.6","45.5","52.5","38.4",,,,,,,,
"USC00208249","TRAVERSE CITY MUNSON, MI US","2017",,"380","380","       188","       102","       86","        27","         0","       141","        62","       115","         5","1","18","11.6","2.63","91","6653",,,"6653",,,,,,,,,,,"43.21",,"94.4","46.4","55.0","37.9",,,,,,,,
"USC00208800","WEST BRANCH 3 SE, MI US","2017",,"315","315","       164","        91","       78","        17","        11","       158","        63","       128","         5","-13","8","4.0","4.17","93","6931",,,"6931",,,,,,,,,,,"42.54",,"37.6","45.5","55.7","35.3",,,,,,,,
"USC00206510","PETOSKEY NCMC, MI US","2017",,"327","327","       190","       100","       97","        40","         6","       165","        69","       104","         5","-21","20","13.8","2.41","92","7207",,,"7207",,,,,,,,,,,"44.56",,"138.5","44.8","52.9","36.6",,,,,,,,
"US1MIGR0001","BRECKENRIDGE 0.2 ESE, MI US","2017",,,,"       152","        67","       37","         9",,,,,,,"9","8.9","3.31",,,,,,,,,,,,,,,,"35.65",,"31.3",,,,,,,,,,,
"USC00200094","ALBION, MI US","2017",,,,,,"       35",,,,,,,,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00205662","CENTRAL MICHIGAN UNIVERSITY, MI US","2017",,"674","674","       112","        78",,,"         5","       135","        54","       148","        16","-5",,,"7.62","97","6114",,,"6114",,,,,,,,,,,"48.08",,,"49.0","58.4","39.7",,,,,,,,
"US1MICS0005","NILES 3.5 E, MI US","2017",,,,"       154","        86",,,,,,,,,,,"3.04",,,,,,,,,,,,,,,,"46.72",,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017","9.6","697","697","       158","        86","       41","        20","         5","       112","        43","       147","        11","-12","10","7.0","2.81","96","5684",,,"5684",,,,,,,,,,,"39.44",,"55.9","50.3","59.5","41.2",,"       250","       240",,,"51.0","64.0",
"USC00204655","LAPEER WWTP, MI US","2017",,"562","562","       157","        80","       29","         7","         5","       132","        50","       145","         8","-15","8","6.8","2.29","93","6071",,,"6071",,,,,,,,,,,"36.26",,"27.4","48.8","58.6","39.0",,,,,,,,
"USC00204659","LAPEER 2 W, MI US","2017",,"588","588","       178","        85","       45","        17","         4","       122","        40","       143","         7","-16","11","8.2","2.69","96","5696",,,"5696",,,,,,,,,,,"38.85",,"47.9","49.6","59.3","40.0",,,,,,,,
"USC00205195","MARSHALL, MI US","2017",,,,"       162","        82",,,,,,,,,,,"3.54",,,,,,,,,,,,,,,,"43.00",,,,,,,,,,,,,
"USC00205073","MANISTIQUE WWTP, MI US","2017",,"104","104","       161","        85","       96","        31","        15","       167","        71","        64","         0","-11","11","4.0","2.66","84","7503",,,"7503",,,,,,,,,,,"35.43",,"53.3","42.5","49.9","35.1",,,,,,,,
"USC00206840","RAPID RIVER 4 SSE, MI US","2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00201150","BURTON 4 N, MI US","2017",,"489","489","       172","        86","       35","         8","         6","       139","        42","       142","         9","-15","9","6.9","2.33","92","6117",,,"6117",,,,,,,,,,,"40.91",,"33.9","48.4","59.0","37.9",,,,,,,,
"USR0000MBAL","BALDWIN MICHIGAN, MI US","2017",,"326","326",,,,,"        13","       141","        50","       135","         5","-19",,,,"93","6348",,,"6348",,,,,,,,,,,,,,"46.2","57.3","35.1",,,,,,,,
"USW00054854","GAYLORD 9 SSW, MI US","2017",,"234","234","       178","       102",,,"         8","       159","        72","       103","         0","-8",,,"2.60","90","7332",,,"7332",,,,,,,,,,,"46.61",,,"44.0","52.3","35.6",,,,,,,,
"USW00004854","GAYLORD OTSEGO CO AIRPORT, MI US","2017","7.4","292","292","       179","        78",,,"        11","       152","        67","       114","         1","-21",,,"2.28","90","6891",,,"6891",,,,,,,,,,,"33.80",,,"44.9","53.9","35.9",,"       260","       210",,,"38.0","52.1",
"USW00094850","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","2017",,"137","137","       193","       103","      144","        50","        20","       192","        92","        79","         0","-18","22","9.0","2.27","88","8437",,,"8437",,,,,,,,,,,"42.73",,"160.9","40.4","49.2","31.7",,,"       225",,,,"70.9",
"US1MIMD0005","MIDLAND 1.8 ENE, MI US","2017",,,,"       146","        75",,,,,,,,,,,"4.43",,,,,,,,,,,,,,,,"35.17",,,,,,,,,,,,,
"USC00200864","BLOOMINGDALE, MI US","2017",,"501","501","       148","        97",,,"         4","       148","        39","       151","         9","-12",,,"3.61","96","5944",,,"5944",,,,,,,,,,,"53.82",,,"48.7","60.0","37.4",,,,,,,,
"USC00204425","K.I. SAWYER WWTP, MI US","2017",,"206","206","       196","        93","      120","        17","        23","       175","        79","        85","         0","-13","18","5.0","1.72","87","7872",,,"7872",,,,,,,,,,,"40.73",,"60.6","42.5","51.4","33.5",,,,,,,,
"USC00207812","STAMBAUGH 2 SSE, MI US","2017",,"107","107","       166","        83",,,"        48","       212","        88","        95","         0","-29",,,"3.42","86","8959",,,"8959",,,,,,,,,,,"39.33",,,"38.9","50.7","27.2",,,,,,,,
