"STATION","NAME","DATE","AWND","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","HN01","HN02","HTDD","HX01","HX02","LN01","LN02","LX01","LX02","MN01","MN02","MX01","MX02","PRCP","PSUN","SNOW","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WDFG","WDMV","WSF2","WSF5","WSFG"
"USC00207407","SCOTTVILLE 2 SE, MI US","2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIMK0001","LAKE CITY 5.0 SSW, MI US","2016",,,,"       188","        73",,,,,,,,,,,"1.67",,,,,,,,,,,,,,,,"34.97",,,,,,,,,,,,,
"USC00204257","KALKASKA, MI US","2016",,"432","432","       154","        91","      117","        49","         7","       166","        67","       125","         6","-10","22","16.7","1.12","92","7432",,,"7432",,,,,,,,,,,"32.39",,"206.3","45.6","55.5","35.7",,,,,,,,
"US1MIMB0009","NEW BALTIMORE 0.4 SSE, MI US","2016",,,,"       139","        73",,,,,,,,,,,"1.98",,,,,,,,,,,,,,,,"35.48",,,,,,,,,,,,,
"US1MIMB0007","SHELBY 0.4 SSE, MI US","2016",,,,"       134","        67",,,,,,,,,,,"2.18",,,,,,,,,,,,,,,,"34.44",,,,,,,,,,,,,
"USC00205591","MORAN, MI US","2016",,"279","279","       154","        84","      128","        34","        14","       173","        57","       122","         0","-19","12","5.8","2.21","88","7832",,,"7832",,,,,,,,,,,"35.86",,"96.2","44.3","54.4","34.3",,,,,,,,
"USC00206680","PORT HURON, MI US","2016",,,,"       121","        79","       46","        16",,,,,,,"8","7.0","2.21",,,,,,,,,,,,,,,,"36.56",,"43.6",,,,,,,,,,,
"USC00203295","GRAND HAVEN WASTEWATER PLANT, MI US","2016",,,,"       124","        84","       57","        24",,,"        42","       139","         0",,"9","4.5","2.65","89","5828",,,"5828",,,,,,,,,,,"40.22",,"59.3",,"58.3",,,,,,,,,
"USC00207891","STEVENSVILLE 1 SE, MI US","2016",,,,"       155","        89","       56","        25",,,,,,,"9","8.1","4.80",,,,,,,,,,,,,,,,"47.94",,"69.1",,,,,,,,,,,
"USC00208184","THREE RIVERS, MI US","2016",,"759","759","       147","        76","       59","        24","         5","       127","        41","       155","        11","-9","8","6.5","5.04","92","5875",,,"5875",,,,,,,,,,,"42.90",,"52.9","50.4","60.3","40.5",,,,,,,,
"USC00207096","ROGERS CITY HOEFT SP, MI US","2016",,,,,,,,,,,,,,,,,,"7147",,,"7147",,,,,,,,,,,,,,,,,,,,,,,,
"US1MIKN0008","GRAND RAPIDS 3.1 NNE, MI US","2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"54.22",,,,,,,,,,,,,
"US1MIWS0031","DEXTER 2.2 SE, MI US","2016",,,,"       147","        75",,,,,,,,,,,"1.82",,,,,,,,,,,,,,,,"35.15",,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","2016",,"800","800","       157","        76","       57","        18","         4","       142","        42","       154","        18","-4","9","8.5","2.19","94","5919",,,"5919",,,,,,,,,,,"38.00",,"59.7","50.3","61.4","39.3",,,,,,,,
"USC00203858","HOLLAND, MI US","2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00200342","ATLANTA, MI US","2016",,"353","353",,,"      114",,"        17","       188","        71","       133","        10","-22","17",,,"94","7841",,,"7841",,,,,,,,,,,,,,"44.3","56.5","32.2",,,,,,,,
"USC00201675","COLDWATER ST SCHOOL, MI US","2016",,"765","765","       138","        85","       49","        22","         3","       120","        44","       152","         4","-5","9","7.0","2.63","91","5750",,,"5750",,,,,,,,,,,"39.22",,"46.4","50.8","60.2","41.3",,,,,,,,
"USC00204944","LOWELL, MI US","2016",,,,"       123","        79",,,,,,,,,,,"2.08",,,,,,,,,,,,,,,,"41.85",,,,,,,,,,,,,
"USC00201435","CLARKSBURG, MI US","2016",,"162","162","       175","        79","      133","        45","        36","       206","        83","       105","         5","-31","20","6.5","1.40","91","8894",,,"8894",,,,,,,,,,,"32.64",,"116.1","40.5","52.6","28.5",,,,,,,,
"USC00202094","DETOUR VILLAGE, MI US","2016",,"319","319","       129","        84","      111","        38","        11","       144","        75","        90","         0","-16","18","7.0","1.94","86","7705",,,"7705",,,,,,,,,,,"31.31",,"98.3","44.5","51.7","37.4",,,,,,,,
"US1MIHG0006","CALUMET 5.8 ENE, MI US","2016",,,,"       185","       109",,,,,,,,,,,"2.20",,,,,,,,,,,,,,,,"45.52",,,,,,,,,,,,,
"US1MIKN0014","GRANDVILLE 1.3 WSW, MI US","2016",,,,"       168","       102","       81","        30",,,,,,,"12","10.3","2.27",,,,,,,,,,,,,,,,"49.35",,"114.1",,,,,,,,,,,
"USC00203188","GLENNIE 2 SE, MI US","2016",,"337","337","        90","        69","      106","        16","        20","       179","        65","       122","         7","-19","13","8.5","1.85","94","7705",,,"7705",,,,,,,,,,,"29.63",,"57.8","44.5","55.8","33.2",,,,,,,,
"US1MIKN0011","LOWELL 1.4 ESE, MI US","2016",,,,"       150","        82",,,,,,,,,,,"2.02",,,,,,,,,,,,,,,,"42.64",,,,,,,,,,,,,
