"STATION","NAME","DATE","AWND","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","HN01","HN02","HTDD","HX01","HX02","LN01","LN02","LX01","LX02","MN01","MN02","MX01","MX02","PRCP","PSUN","SNOW","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WDFG","WDMV","WSF2","WSF5","WSFG"
"US1MIAP0001","ALPENA 1.6 SSW, MI US","2020",,,,"       134","        76",,"        16",,,,,,,,"6.0","2.45",,,,,,,,,,,,,,,,"31.96",,"46.5",,,,,,,,,,,
"US1MIBN0002","STEVENSVILLE 1.7 SSE, MI US","2020",,,,"       139","        75",,,,,,,,,,,"2.22",,,,,,,,,,,,,,,,"37.74",,,,,,,,,,,,,
"USC00208202","TIPTON 2 WNW, MI US","2020",,,,,,,,"         2","       148",,,,"-3",,,,,,,,,,,,,,,,,,,,,,,,"37.2",,,,,,,,
"USW00014853","DETROIT WILLOW RUN AIRPORT, MI US","2020","8.9","1040","1040","       108","        53",,,"         0","       112","        15","       145","        32","2",,,"2.32","98","5501",,,"5501",,,,,,,,,,,"28.52",,,"53.0","63.0","43.0",,"       260","       260",,,"44.1","72.0",
"USC00201492","CHEBOYGAN, MI US","2020",,"321","321","       156","        82","       90","        20","         8","       183","        52","        96","         1","-3","12","5.0","2.48","91","7827",,,"7827",,,,,,,,,,,"36.62",,"53.3","44.8","53.0","36.7",,,,,,,,
"USC00208682","WATERSMEET 12 WSW, MI US","2020",,,,"       122","        68","      141","        31",,,,,,,"30","8.7","2.75",,,,,,,,,,,,,,,,"38.71",,"79.6",,,,,,,,,,,
"US1MIBN0005","BUCHANAN 1.3 WNW, MI US","2020",,,,"       112","        71",,,,,,,,,,,"3.10",,,,,,,,,,,,,,,,"36.38",,,,,,,,,,,,,
"US1MIBN0004","NILES 2.7 W, MI US","2020",,,,"       148","        84",,,,,,,,,,,"2.40",,,,,,,,,,,,,,,,"39.37",,,,,,,,,,,,,
"US1MIBN0003","BUCHANAN 1.4 ESE, MI US","2020",,,,"       137","        80",,,,,,,,,,,"2.45",,,,,,,,,,,,,,,,"37.85",,,,,,,,,,,,,
"USW00014858","HANCOCK HOUGHTON CO AIRPORT, MI US","2020","10.1","369","369","       128","        60",,,"         3","       188","        81","        94","         5","-5",,,"1.76","93","8608",,,"8608",,,,,,,,,,,"28.43",,,"42.9","51.0","34.9",,"       270","       290",,,"46.1","66.0",
"US1MINW0007","WHITE CLOUD 2.9 NW, MI US","2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38.38",,,,,,,,,,,,,
"US1MINW0008","WHITE CLOUD 7.5 ENE, MI US","2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34.37",,,,,,,,,,,,,
"US1MIOK0035","WATERFORD 2.1 NW, MI US","2020",,,,"       134","        70",,,,,,,,,,,"1.37",,,,,,,,,,,,,,,,"28.33",,,,,,,,,,,,,
"USC00205050","MANCHESTER, MI US","2020",,"732","732","       138","        72","       51","         9","         0","       147","        25","       136","        18","1","7","4.2","2.25","95","6306",,,"6306",,,,,,,,,,,"34.63",,"24.3","49.8","60.2","39.5",,,,,,,,
"US1MICL0005","HARRISON 5.2 ESE, MI US","2020",,,,"       145","        72",,,,,,,,,,,"1.85",,,,,,,,,,,,,,,,"34.44",,,,,,,,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020","7.2","689","689","       136","        66",,,"         0","       150","        38","       125","        20","2",,,"3.07","95","6916",,,"6916",,,,,,,,,,,"34.08",,,"48.5","57.2","39.9",,"       310","       310",,,"40.0","57.0",
"US1MIIH0032","WILLIAMSTON 4.0 ESE, MI US","2020",,,,"       130","        74",,,,,,,,,,,"2.13",,,,,,,,,,,,,,,,"34.17",,,,,,,,,,,,,
"US1MIIH0034","MASON 5.8 ENE, MI US","2020",,,,"       125","        72",,"        17",,,,,,,,"4.1","2.08",,,,,,,,,,,,,,,,"34.64",,"41.8",,,,,,,,,,,
"USW00094871","BENTON HARBOR, MI US","2020","7.6","780","780","       133","        74",,,"         0","       117","        19","       141","        18","5",,,"1.67","95","5930",,,"5930",,,,,,,,,,,"34.31",,,"51.3","60.1","42.5",,"       270","       260",,,"46.1","67.1",
"USC00205065","MANISTEE 3 SE, MI US","2020",,"506","506","       126","        74",,,"         0","       156","        40","       118","         3","8",,,"1.91","91","6962",,,"6962",,,,,,,,,,,"31.35",,,"47.4","55.5","39.4",,,,,,,,
"USC00206398","PAULDING, MI US","2020",,"378","378","       153","        69","      162","        32","        22","       208","        88","        97","         7","-22","32","9.2","2.71","93","9167",,,"9167",,,,,,,,,,,"38.98",,"95.2","41.2","51.9","30.6",,,,,,,,
"US1MIMR0009","CARLETON 2.5 S, MI US","2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37.44",,,,,,,,,,,,,
"USC00206158","OLD MISSION 3 SSW, MI US","2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00207364","SAULT STE MARIE, MI US","2020",,"285","285","       168","        90","      128","        36","        10","       200","        73","        94","         5","-13","30","8.8","2.00","91","8854",,,"8854",,,,,,,,,,,"42.44",,"113.7","42.2","51.2","33.1",,,,,,,,
"US1MIMR0004","MONROE 3.0 S, MI US","2020",,,,"       137","        70",,,,,,,,,,,"1.51",,,,,,,,,,,,,,,,"26.87",,,,,,,,,,,,,
"USC00204090","IRON MTN KINGSFORD WWTP, MI US","2020",,"477","477","       100","        72","      108","        19","        14","       196","        63","       109","         7","-12","25","8.0","2.32","92","8395",,,"8395",,,,,,,,,,,"36.99",,"50.8","43.7","53.9","33.6",,,,,,,,
"USC00203529","HALE LOUD DAM, MI US","2020",,"538","538","       118","        79","       79","        17","         7","       166","        50","       115","        11","-12","12","6.5","2.56","95","7503",,,"7503",,,,,,,,,,,"33.77",,"46.9","46.2","56.2","36.1",,,,,,,,
"USC00203528","HALE 5 SSW NUMBER 2, MI US","2020",,"406","406",,,,,"        10","       192","        48","       116","        12","-14",,,,"95","8000",,,"8000",,,,,,,,,,,,,,"44.6","55.8","33.3",,,,,,,,
"US1MIIH0045","LANSING 1.0 ENE, MI US","2020",,,,"       143","        78",,,,,,,,,,,"2.31",,,,,,,,,,,,,,,,"37.13",,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","2020","8.5","756","756","       132","        62","       57","        14","         1","       135","        24","       138","        19","-4","5","7.1","2.57","97","6065",,,"6065",,,,,,,,,,,"33.94",,"43.2","50.7","60.4","41.1",,"       270","       250",,,"38.0","53.9",
"USC00200497","BARAGA 7 NW, MI US","2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014828","GLADWIN, MI US","2020",,"604","604","       111","        73","       86","        15","         3","       180","        38","       122","        20","-6","10","6.0","2.53","97","7354",,,"7354",,,,,,,,,,,"34.18",,"43.3","46.9","57.6","36.3",,,,,,,,
"USC00202437","EATON RAPIDS, MI US","2020",,,,"       136","        78","       35","        13",,,,,,,"6","4.0","3.84",,,,,,,,,,,,,,,,"40.98",,"27.3",,,,,,,,,,,
"US1MIWY0047","BELLEVILLE 2.8 ESE, MI US","2020",,,,"       128","        73",,,,,,,,,,,"3.25",,,,,,,,,,,,,,,,"39.06",,,,,,,,,,,,,
"USC00201468","CHARLEVOIX, MI US","2020",,"475","475","       135","        91","       89","        15","         0","       144","        44","        95","         2","6","18","8.0","2.17","92","7332",,,"7332",,,,,,,,,,,"38.51",,"48.0","46.7","53.2","40.2",,,,,,,,
"USC00205822","NEWPORT 4 SSE, MI US","2020",,"773","773","       133","        72","       33","        10","         0","       125","        24","       126","         5","6","6","6.4","1.52","95","6081",,,"6081",,,,,,,,,,,"31.57",,"31.4","50.4","58.6","42.1",,,,,,,,
"USC00208417","VANDERBILT 11 ENE, MI US","2020",,"263","263",,,,,"        10","       222","        67","       109","        12","-13",,,,"93","8582",,,"8582",,,,,,,,,,,,,,"42.8","54.0","31.5",,,,,,,,
"USC00203096","GAYLORD, MI US","2020",,"304","304","       160","        96","      120","        34","         8","       201","        84","        99","         1","-10","21","6.6","4.49","92","8697",,,"8697",,,,,,,,,,,"43.72",,"98.7","42.6","51.7","33.5",,,,,,,,
"US1MIWY0043","DEARBORN HEIGHTS 1.8 NW, MI US","2020",,,,"       151","        73",,,,,,,,,,,"2.01",,,,,,,,,,,,,,,,"36.40",,,,,,,,,,,,,
"US1MISC0003","PORT HURON 1.6 W, MI US","2020",,,,"       148","        83",,,,,,,,,,,"3.08",,,,,,,,,,,,,,,,"35.96",,,,,,,,,,,,,
"USC00203099","GAYLORD 9 SSW, MI US","2020",,"401","401","       176","        86","      118","        34","         1","       185","        76","       100","         3","-1","22","8.6","2.11","91","7985",,,"7985",,,,,,,,,,,"44.61",,"113.5","44.8","53.1","36.5",,,,,,,,
"USW00014833","JACKSON REYNOLDS FIELD, MI US","2020","7.6","622","622","       127","        66",,,"         0","       141","        26","       134","        11","1",,,"2.25","93","6305",,,"6305",,,,,,,,,,,"32.96",,,"49.7","59.4","40.0",,"       210","       220",,,"44.1","63.1",
"US1MICT0002","HASLETT 1.2 N, MI US","2020",,,,"       133","        82","       51","        15",,,,,,,"6","5.5","1.80",,,,,,,,,,,,,,,,"36.23",,"36.1",,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2020","8.5","801","801","       140","        71","       41","        11","         1","       140","        30","       133","        15","-1","6","6.8","2.38","95","6420",,,"6420",,,,,,,,,,,"36.23",,"38.0","49.9","59.1","40.7",,"       240","       320",,,"40.0","57.9",
"USW00094898","PORT HOPE, MI US","2020","8.7","554","554","       152","        67",,,"         0","       121","        33","       116","         4","8",,,"3.76","92",,,,,,,,,,,,,,,"29.17",,,"48.8","55.3","42.2",,"        30","       240",,,"40.0","70.9",
"US1MIOK0013","PLEASANT RIDGE 0.5 WNW, MI US","2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32.28",,,,,,,,,,,,,
"USW00094899","COPPER HARBOR, MI US","2020","9.4","269","269","       134","        59",,,"         1","       169","        67","        81","         0","-2",,,"1.65","89","7943",,,"7943",,,,,,,,,,,"23.92",,,"44.0","50.6","37.5",,"        10","        20",,,"49.0","69.1",
"USC00202328","DURAND WWTP, MI US","2020",,,,"       140","        74","       30","         6",,,,,,,"4","3.5","2.87",,,,,,,,,,,,,,,,"36.50",,"16.0",,,,,,,,,,,
"US1MIMN0006","WELLSTON 3.9 WNW, MI US","2020",,,,"       106","        77",,,,,,,,,,,"1.43",,,,,,,,,,,,,,,,"33.09",,,,,,,,,,,,,
"USW00094893","IRON MOUNTAIN FORD AIRPORT, MI US","2020","6.9","418","418","        88","        38",,,"        16","       203","        71","       106","         8","-16",,,"1.60","93","8552",,,"8552",,,,,,,,,,,"18.68",,,"43.2","53.7","32.6",,"       310","       340",,,"38.9","57.9",
"USW00014838","MARQUETTE, MI US","2020",,"346","346","       150","        80","      106","        26","         1","       178","        74","        85","         1","-1","14","9.8","2.80","92","8155",,,"8155",,,,,,,,,,,"38.68",,"63.8","43.9","50.5","37.3",,,,,,,,
"USC00201476","CHARLOTTE, MI US","2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203530","HALFWAY LAKE, MI US","2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203413","GREEN GARDEN NUMBER 2, MI US","2020",,,,"       169","        86","      135","        30",,,,,,,"25","18.1","2.19",,,,,,,,,,,,,,,,"43.43",,"107.8",,,,,,,,,,,
"USC00206007","NORTHPORT 2 W, MI US","2020",,"361","361","       140","        81","       98","        21","         0","       156","        51","       101","         0","8","12","5.7","2.36","87","7354",,,"7354",,,,,,,,,,,"35.61",,"61.8","46.4","53.2","39.5",,,,,,,,
"USR0000MSEN","SENEY MICHIGAN, MI US","2020",,"303","303",,,,,"         9","       195","        57","        92","         1","-12",,,,"90","8492",,,"8492",,,,,,,,,,,,,,"43.2","52.6","33.7",,,,,,,,
"USC00204502","LAKE CITY EXPERIMENTAL FARM, MI US","2020",,"411","411","       149","        79","       86","        13","         6","       200","        55","       119","         9","-5","14","6.8","2.13","94","8025",,,"8025",,,,,,,,,,,"34.59",,"61.9","44.5","55.6","33.4",,,,,"22380.5",,,
"US1MIWY0052","LIVONIA 2.0 NE, MI US","2020",,,,"       134","        73",,,,,,,,,,,"1.94",,,,,,,,,,,,,,,,"33.84",,,,,,,,,,,,,
"USC00206012","NW MICHIGAN RESEARCH FARM, MI US","2020",,"611","611","       137","        76","       88","        27","         0","       144","        55","       112","         1","9","12","6.0","3.13","91","7143",,,"7143",,,,,,,,,,,"37.82",,"77.0","47.5","54.2","40.9",,,,,,,,
"USC00207222","SAGINAW NUMBER 3, MI US","2020",,"835","835","       121","        77","       34","        10","         0","       151","        33","       126","        21","4","5","3.3","1.83","95","6500",,,"6500",,,,,,,,,,,"33.91",,"20.9","49.5","58.8","40.3",,,,,,,,
"USW00014840","MUSKEGON CO AIRPORT, MI US","2020","9.4","810","810","       140","        65","       48","        17","         0","       122","        21","       133","        15","9","8","4.1","3.35","97","6230",,,"6230",,,,,,,,,,,"36.36",,"39.4","50.8","59.0","42.5",,"       210","       220",,,"47.0","70.0",
"USC00206013","NWSFO GRAND RAPIDS, MI US","2020",,"766","766","       150","        77","       41","        15","         0","       146","        31","       129","        11","4","8","6.3","2.05","93","6461",,,"6461",,,,,,,,,,,"39.28",,"37.8","49.7","58.4","41.1",,,,,,,,
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2020","7.4","344","344","       148","        76",,,"         7","       194","        51","       115","        10","-14",,,"2.52","93","8136",,,"8136",,,,,,,,,,,"33.77",,,"44.5","55.0","34.0",,"       330","       240",,,"38.0","55.0",
"US1MISC0014","PORT HURON 2.8 WSW, MI US","2020",,,,"        91","        71",,,,,,,,,,,"2.50",,,,,,,,,,,,,,,,"28.63",,,,,,,,,,,,,
"USC00203661","HASTINGS, MI US","2020",,"643","643","       144","        79","       48","        18","         0","       159","        31","       130","        13","2","9","6.1","2.46","92","6666",,,"6666",,,,,,,,,,,"41.19",,"41.9","48.7","58.5","38.9",,,,,,,,
"USW00014845","SAGINAW MBS INTERNATIONAL AIRPORT, MI US","2020","9.6","833","833","       120","        54","       45","        12","         1","       139","        30","       129","        15","-3","5","5.0","3.12","95","6457",,,"6457",,,,,,,,,,,"30.73",,"27.6","50.0","58.8","41.2",,"       250","       260",,,"46.1","69.1",
"USC00201361","CASS CITY 1 SSW, MI US","2020",,"527","527","       127","        82","       45","        15","         2","       171","        37","       126","         7","-8","6","3.0","1.68","92","6997",,,"6997",,,,,,,,,,,"31.63",,"31.4","47.7","57.7","37.6",,,,,,,,
"USC00202691","FARMINGTON, MI US","2020",,"696","696","       122","        72","       36","        12","         0","       158","        35","       131","        16","1","5","4.6","1.96","94","6613",,,"6613",,,,,,,,,,,"34.70",,"28.3","48.9","58.8","39.0",,,,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020","7.2","353","353","       166","        92","      128","        35","         4","       169","        60","        96","         4","-9","30","7.2","2.44","90","8094",,,"8094",,,,,,,,,,,"41.55",,"112.8","44.5","52.6","36.3",,"       200","       280",,,"35.1","53.9",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2020",,,,"       100","        46",,,,,,,,,,,"2.12",,"6413",,,"6413",,,,,,,,,,,"27.52",,,,,,,"       260","       270",,,"44.1","61.1",
"USC00201845","COVINGTON 1 NNW, MI US","2020",,,,"       120","        62","      171","        47",,,,,,,"28","8.5","1.91",,"9162",,,"9162",,,,,,,,,,,"26.79",,"118.4",,,,,,,,,,,
"USC00200758","BEULAH 7 SSW, MI US","2020",,"580","580","       143","        74","       83","        14","         0","       158","        41","       117","         3","9","9","4.7","3.35","91","7126",,,"7126",,,,,,,,,,,"34.76",,"47.4","47.4","55.5","39.2",,,,,,,,
"US1MIET0001","LANSING 3.8 WNW, MI US","2020",,,,"       123","        74",,,,,,,,,,,"1.98",,,,,,,,,,,,,,,,"38.69",,,,,,,,,,,,,
"USW00004847","ADRIAN LENAWEE CO AIRPORT, MI US","2020","7.6","766","766","       114","        55",,,"         0","       141","        29","       136","        18","5",,,"2.20","95","6172",,,"6172",,,,,,,,,,,"25.43",,,"50.4","59.9","40.9",,"       290","       270",,,"36.0","59.1",
"US1MIMB0065","CHESTERFIELD 2.4 E, MI US","2020",,,,"       132","        66",,,,,,,,,,,"1.67",,,,,,,,,,,,,,,,"29.31",,,,,,,,,,,,,
"USC00200197","AMASA 1 W, MI US","2020",,,,"       114","        75","      143","        24",,,,,,,"26","10.0","2.11",,"9058",,,"9058",,,,,,,,,,,"36.57",,"77.0",,,,,,,,,,,
"USC00202375","EAST GRAND RAPIDS, MI US","2020",,"664","664","       140","        74","       44","        19","         0","       153","        30","       129","        13","5","8","5.1","2.43","92","6698",,,"6698",,,,,,,,,,,"38.19",,"43.8","48.8","58.3","39.2",,,,,,,,
"USC00203585","HARBOR BEACH 1 SSE, MI US","2020",,"480","480","       135","        82","       78","        17","         0","       151","        36","       113","         4","4","6","3.2","2.63","92",,,,,,,,,,,,,,,"35.23",,"38.3","47.6","55.0","40.3",,,,,,,,
"US1MICX0004","CHARLEVOIX 4.3 SSE, MI US","2020",,,,"       160","        90",,,,,,,,,,,"2.10",,,,,,,,,,,,,,,,"38.92",,,,,,,,,,,,,
"USC00207820","STANDISH 4 NE, MI US","2020",,"567","567","       121","        63","       63","        15","         3","       163","        41","       120","         8","-10","9","5.0","4.48","95","7108",,,"7108",,,,,,,,,,,"33.17",,"35.9","47.3","56.5","38.1",,,,,,,,
"USC00205406","MICHIGAMME 3 WNW, MI US","2020",,,,"       151","        75","      164","        36",,,,,,,"22","7.5","1.89",,,,,,,,,,,,,,,,"35.59",,"105.3",,,,,,,,,,,
"US1MIIN0001","SARANAC 2.6 NE, MI US","2020",,,,"       131","        68","       47","        15",,,,,,,"9","5.8","2.15",,,,,,,,,,,,,,,,"34.18",,"42.2",,,,,,,,,,,
"USC00207277","ST JAMES 4 SSW BEAVER ISLAND, MI US","2020",,"335","335","       103","        74","       90","        15","         2","       166","        48","        86","         0","-5","17","7.0","2.11","87","7635",,,"7635",,,,,,,,,,,"35.84",,"47.7","45.4","52.6","38.2",,,,,,,,
"USC00208245","TRAVERSE CITY 4.7ESE, MI US","2020",,,,"       185","        85","       95","        25",,,,,,,"16","7.3","3.87",,,,,,,,,,,,,,,,"42.24",,"85.5",,,,,,,,,,,
"USC00202381","EAST JORDAN, MI US","2020",,,,,,"       88","        23",,,,,,,"14","5.9",,,,,,,,,,,,,,,,,,,"68.3",,,,,,,,,,,
"USC00205097","MAPLE CITY 1 E, MI US","2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00206982","RICHMOND 4 NNW, MI US","2020",,"770","770","       118","        77","       38","        19","         1","       148","        27","       127","        21","-1","6","6.3","1.52","98","6457",,,"6457",,,,,,,,,,,"27.96",,"45.6","49.5","58.6","40.4",,,,,,,,
"USC00206184","ONAWAY 4 N, MI US","2020",,"354","354","       153","        85","       93","        23","         5","       179","        52","       119","         2","-8","14","9.0","2.27","90","7685",,,"7685",,,,,,,,,,,"38.13",,"72.8","45.5","55.2","35.8",,,,,,,,
"USC00204320","KENT CITY 2 SW, MI US","2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00202382","EAST JORDAN 2 NW, MI US","2020",,"391","391","       140","        94","      111","        32","         2","       187","        68","       105","         6","-3","20","5.5","2.00","92","8133",,,"8133",,,,,,,,,,,"38.33",,"73.3","44.2","53.0","35.4",,,,,,,,
"USC00205892","NILES, MI US","2020",,"875","875","       109","        75","       23","        11","         0","       119","        16","       152","        18","7","11","11.0","2.95","93","5586",,,"5586",,,,,,,,,,,"38.18",,"32.0","52.3","61.9","42.8",,,,,,,,
"USC00207275","ST. IGNACE, MI US","2020",,"252","252","       135","        83","       97","        25","         3","       193","        63","        85","         0","-2","13","7.0","2.09","87","8276",,,"8276",,,,,,,,,,,"36.42",,"64.5","43.5","51.1","35.9",,,,,,,,
"USR0000MMIO","MIO MICHIGAN, MI US","2020",,"434","434",,,,,"         7","       194","        52","       123","        13","-13",,,,"96","7711",,,"7711",,,,,,,,,,,,,,"45.0","56.2","33.9",,,,,,,,
"USW00004839","HOLLAND TULIP CITY AIRPORT, MI US","2020","8.5","749","749","       130","        62",,,"         0","       119","        23","       130","        11","4",,,"2.13","93","6104",,,"6104",,,,,,,,,,,"33.53",,,"50.6","59.0","42.3",,"       250","       250",,,"48.1","72.9",
"US1MIMQ0019","ISHPEMING 7.2 SW, MI US","2020",,,,"       150","        79","      152","        39",,,,,,,"31","11.3","1.97",,,,,,,,,,,,,,,,"38.67",,"124.1",,,,,,,,,,,
"US1MIMQ0018","MARQUETTE 0.7 SSW, MI US","2020",,,,"       144","        77",,,,,,,,,,,"1.81",,,,,,,,,,,,,,,,"37.78",,,,,,,,,,,,,
"USC00203477","GROSSE POINTE FARMS, MI US","2020",,,,"       116","        85","       38","        12",,,,,,,"5","3.0","2.70",,,,,,,,,,,,,,,,"38.91",,"22.3",,,,,,,,,,,
"USR0000MBRR","BEAR MICHIGAN, MI US","2020",,"410","410",,,,,"         0","       154","        41","       113","         2","9",,,,"90","6976",,,"6976",,,,,,,,,,,,,,"46.8","54.9","38.7",,,,,,,,
"USC00205533","MIO WWTP, MI US","2020",,"525","525","       139","        79","      110","        19","         8","       184","        45","       121","        17","-10","14","4.5","1.67","97","7687",,,"7687",,,,,,,,,,,"32.80",,"49.6","46.0","56.6","35.3",,,,,,,,
"USC00201178","CADILLAC 9 AND 10 NEWS, MI US","2020",,"446","446",,,"       92","        25","         2","       183","        61","       108","         1","-3","17","7.5",,"90","7613",,,"7613",,,,,,,,,,,"42.47",,"68.5","45.5","54.7","36.3",,,,,,,,
"USC00201299","CARO WWTP, MI US","2020",,"716","716","       135","        83","       36","        13","         2","       158","        37","       129","        20","-4","5","4.5","1.38","95","6604",,,"6604",,,,,,,,,,,"32.58",,"29.4","48.7","58.4","39.0",,,,,,,,
"USC00206507","PETOSKEY, MI US","2020",,"329","329","       149","        88",,"        21","         0","       156","        56","        80","         1","2",,"7.0","2.96","90","7633",,,"7633",,,,,,,,,,,"41.48",,"64.3","45.3","52.1","38.6",,,,,,,,
"USC00208249","TRAVERSE CITY MUNSON, MI US","2020",,"497","497","       132","        90","       88","        24","         0","       180","        48","       113","         5","7","13","8.0","3.75","93","7495",,,"7495",,,,,,,,,,,"48.05",,"59.9","46.2","55.0","37.3",,,,,,,,
"USC00208800","WEST BRANCH 3 SE, MI US","2020",,"520","520","       123","        76","       86","        12","         5","       179","        49","       118","        13","-11","10","5.0","3.71","95","7632",,,"7632",,,,,,,,,,,"35.96",,"43.6","45.9","56.4","35.5",,,,,,,,
"US1MIAN0020","HOLLAND 5.3 WSW, MI US","2020",,,,"       138","        72",,,,,,,,,,,"2.58",,,,,,,,,,,,,,,,"38.69",,,,,,,,,,,,,
"US1MIWY0033","LIVONIA 2.3 NNW, MI US","2020",,,,"       154","        78",,,,,,,,,,,"2.41",,,,,,,,,,,,,,,,"34.83",,,,,,,,,,,,,
"USC00206510","PETOSKEY NCMC, MI US","2020",,"356","356","       161","        89","       90","        26","         5","       181","        70","       100","         3","-5","13","6.8","2.84","90","8117",,,"8117",,,,,,,,,,,"41.96",,"80.9","44.2","52.2","36.2",,,,,,,,
"USC00200094","ALBION, MI US","2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00205662","CENTRAL MICHIGAN UNIVERSITY, MI US","2020",,"866","866","        97","        64",,,"         0","       146","        33","       130","        30","1",,,"2.65","97","6701",,,"6701",,,,,,,,,,,"31.07",,,"49.6","59.1","40.1",,,,,,,,
"US1MIOK0063","FENTON 2.7 SSE, MI US","2020",,,,"       137","        76",,,,,,,,,,,"1.55",,,,,,,,,,,,,,,,"32.20",,,,,,,,,,,,,
"US1MIHR0010","BAY PORT 3.2 SSW, MI US","2020",,,,"       147","        73",,"        10",,,,,,,,"3.9","3.15",,,,,,,,,,,,,,,,"34.42",,"23.2",,,,,,,,,,,
"USC00207280","SAINT JOHNS, MI US","2020",,,,"       113","        64",,,,,,,,,,,"2.34",,,,,,,,,,,,,,,,"32.11",,,,,,,,,,,,,
"US1MICS0005","NILES 3.5 E, MI US","2020",,,,"       140","        78",,,,,,,,,,,"1.56",,,,,,,,,,,,,,,,"39.23",,,,,,,,,,,,,
"USC00206839","RAPID RIVER 1 SW, MI US","2020",,,,"        92","        65","       81","        18",,,,,,,"20","6.0","2.02",,,,,,,,,,,,,,,,"33.04",,"52.6",,,,,,,,,,,
