"STATION","NAME","DATE","AWND","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","HN01","HN02","HTDD","HX01","HX02","LN01","LN02","LX01","LX02","MN01","MN02","MX01","MX02","PRCP","PSUN","SNOW","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WDFG","WDMV","WSF2","WSF5","WSFG"
"USC00206398","PAULDING, MI US","2019",,"160","160","       179","        83","      166","        42","        46","       210","       107","        91","         0","-29","41","9.8","1.47","89","9874",,,"9874",,,,,,,,,,,"39.98",,"166.5","37.3","48.3","26.3",,,,,,,,
"USC00206158","OLD MISSION 3 SSW, MI US","2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35.77",,,,,,,,,,,,,
"USC00207364","SAULT STE MARIE, MI US","2019",,"163","163","       201","        98","      167","        40","        40","       186","        98","        87","         0","-25","41","11.8","3.16","88","9594",,,"9594",,,,,,,,,,,"46.61",,"157.7","38.6","48.1","29.0",,,,,,,,
"US1MIMR0004","MONROE 3.0 S, MI US","2019",,,,"       137","        80",,,,,,,,,,,"1.78",,,,,,,,,,,,,,,,"37.67",,,,,,,,,,,,,
"USC00204090","IRON MTN KINGSFORD WWTP, MI US","2019",,"331","331","       120","        87","      141","        27","        43","       183","        91","       108","         2","-22","32","9.0","1.48","93","9185",,,"9185",,,,,,,,,,,"39.32",,"99.8","40.6","51.0","30.3",,,,,,,,
"USC00203529","HALE LOUD DAM, MI US","2019",,"332","332","       134","        82","       99","        20","        23","       174","        69","       114","         1","-32","20","12.0","2.00","92","8053",,,"8053",,,,,,,,,,,"39.43",,"60.9","43.0","52.9","33.0",,,,,,,,
"USC00203528","HALE 5 SSW NUMBER 2, MI US","2019",,"180","180",,,,,"        25","       192","        73","       120","         1","-27",,,,"92",,,,,,,,,,,,,,,,,,"41.4","53.0","29.8",,,,,,,,
"USW00014826","FLINT FCWOS, MI US","2019","8.7","691","691","       155","        87","       68","        15","        11","       133","        51","       135","         9","-14","9","8.6","1.94","94","7044",,,"7044",,,,,,,,,,,"37.43",,"54.4","48.2","57.7","38.8",,"       270","       270",,,"40.0","55.0",
"USC00200497","BARAGA 7 NW, MI US","2019",,"179","179",,,"      153","        35","        47","       205","       102","        94","         2","-26","34","17.6",,"92","9837",,,"9837",,,,,,,,,,,,,"149.9","38.0","49.6","26.5",,,,,,,,
"USW00014828","GLADWIN, MI US","2019",,"316","316","       143","        98","       96","        20","        21","       172","        63","       120","         3","-18","14","10.0","1.52","92","7966",,,"7966",,,,,,,,,,,"40.75",,"73.4","43.9","54.2","33.7",,,,,,,,
"USC00202437","EATON RAPIDS, MI US","2019",,,,"       151","        89","       39",,"        10","       139",,,,"-16","8",,"2.25",,"6780",,,"6780",,,,,,,,,,,"41.23",,,,,"38.7",,,,,,,,
"USC00201468","CHARLEVOIX, MI US","2019",,"294","294","       167","        99","      134","        38","        12","       149","        66","        90","         1","-7","37","8.0","1.33","91","8082",,,"8082",,,,,,,,,,,"40.70",,"102.2","43.6","50.6","36.5",,,,,,,,
"USC00205822","NEWPORT 4 SSE, MI US","2019",,"782","782","       143","        92","       35","         7","         7","       126","        47","       134","         5","-12","7","5.2","1.64","95",,,,,,,,,,,,,,,"40.39",,"27.4","49.0","57.6","40.4",,,,,,,,
"USC00208417","VANDERBILT 11 ENE, MI US","2019",,"149","149",,,"      157",,"        38","       203","        85","       107","         2","-27","29",,,"92","9132",,,"9132",,,,,,,,,,,,,,"39.6","51.1","28.1",,,,,,,,
"USC00203096","GAYLORD, MI US","2019",,"153","153","       191","       111","      154","        51","        35","       194","       100","        95","         1","-25","24","8.3","1.52","90","9346",,,"9346",,,,,,,,,,,"47.31",,"151.5","39.4","48.8","29.9",,,,,,,,
"US1MIWY0043","DEARBORN HEIGHTS 1.8 NW, MI US","2019",,,,"       159","        84",,,,,,,,,,,"1.73",,,,,,,,,,,,,,,,"38.24",,,,,,,,,,,,,
"US1MISC0003","PORT HURON 1.6 W, MI US","2019",,,,"       152","        85",,,,,,,,,,,"3.19",,,,,,,,,,,,,,,,"37.68",,,,,,,,,,,,,
"USC00203099","GAYLORD 9 SSW, MI US","2019",,"223","223","       190","       109","      151","        49","        13","       172","        91","       100","         1","-8","28","8.1","1.93","91","8538",,,"8538",,,,,,,,,,,"46.11",,"183.5","42.0","50.2","33.9",,,,,,,,
"USW00014833","JACKSON REYNOLDS FIELD, MI US","2019","7.8","643","643","       142","        79",,,"         7","       141","        44","       135","         9","-16",,,"1.33","95","6753",,,"6753",,,,,,,,,,,"36.41",,,"48.4","57.7","39.1",,"       230","       220",,,"38.9","55.9",
"US1MICT0002","HASLETT 1.2 N, MI US","2019",,,,"       162","        89","       62","        15",,,,,,,"9","6.2","2.49",,,,,,,,,,,,,,,,"42.03",,"47.6",,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2019","8.7","652","652","       159","        82",,,"         8","       143","        53","       130","         8","-14",,,"1.92","93","6947",,,"6947",,,,,,,,,,,"40.72",,,"48.0","56.9","39.1",,"       260","       250",,,"40.9","57.0",
"USW00094898","PORT HOPE, MI US","2019",,,,"       151","        81",,,,,,,,,,,"1.11",,,,,,,,,,,,,,,,"29.22",,,,,,,,,,,,,
"USW00094899","COPPER HARBOR, MI US","2019","8.9","154","154","       167","        75",,,"        13","       165","        87","        66","         0","-8",,,"2.32","84","9105",,,"9105",,,,,,,,,,,"36.17",,,"40.8","47.5","34.0",,"       350","       340",,,"51.0","67.1",
"USC00202328","DURAND WWTP, MI US","2019",,,,"       154","        89","       51","         7",,,"        47","       126","         7",,"7","4.5","1.99","95",,,,,,,,,,,,,,,"39.94",,"25.6",,"57.5",,,,,,,,,
"USW00094893","IRON MOUNTAIN FORD AIRPORT, MI US","2019","6.5","285","285","        87","        48",,,"        41","       190","        89","       108","         3","-23",,,"1.23","94","9231",,,"9231",,,,,,,,,,,"18.16",,,"40.3","51.0","29.7",,"       310","       300",,,"40.0","57.0",
"USW00014838","MARQUETTE, MI US","2019",,"252","252","       163","        84",,"        33","        21","       163","        96","        70","         1","-14",,"14.1","2.01","91","9015",,,"9015",,,,,,,,,,,"38.37",,"135.8","41.0","47.6","34.3",,,,,,,,
"USC00201476","CHARLOTTE, MI US","2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203530","HALFWAY LAKE, MI US","2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00200146","ALMA, MI US","2019",,,,"       146","        85","       55","        12",,,,,,,"7","6.0","2.80",,,,,,,,,,,,,,,,"45.18",,"38.9",,,,,,,,,,,
"USC00203413","GREEN GARDEN NUMBER 2, MI US","2019",,,,"       177","        88","      162","        43",,,,,,,"33","19.0","1.61",,,,,,,,,,,,,,,,"39.92",,"164.3",,,,,,,,,,,
"USC00206007","NORTHPORT 2 W, MI US","2019",,"237","237","       163","        95","      133","        44","         3","       153","        70","        85","         0","-3","23","22.0","1.75","87","7998",,,"7998",,,,,,,,,,,"40.66",,"133.0","43.7","50.7","36.7",,,,,,,,
"USR0000MSEN","SENEY MICHIGAN, MI US","2019",,"185","185",,,,,"        33","       184","        90","        95","         1","-28",,,,"90","8806",,,"8806",,,,,,,,,,,,,,"40.3","50.1","30.5",,,,,,,,
"USC00204502","LAKE CITY EXPERIMENTAL FARM, MI US","2019",,"241","241","       182","        98","      127","        25","        23","       186","        77","       115","         2","-24","12","6.2","1.84","92","8626",,,"8626",,,,,,,,,,,"40.38",,"82.3","41.8","52.6","31.0",,,,,"22517.2",,,
"USC00206012","NW MICHIGAN RESEARCH FARM, MI US","2019",,"395","395","       164","        92","      123","        44","         6","       145","        76","       102","         1","-3","20","15.0","1.89","90","7642",,,"7642",,,,,,,,,,,"39.27",,"139.8","44.8","51.6","38.1",,,,,,,,
"USC00207222","SAGINAW NUMBER 3, MI US","2019",,"608","608","       163","        85","       50","        10","        12","       141","        54","       128","         7","-12","8","5.5","2.62","94","7005",,,"7005",,,,,,,,,,,"45.15",,"31.8","46.9","56.0","37.9",,,,,,,,
"USW00014840","MUSKEGON CO AIRPORT, MI US","2019","9.4","630","630","       164","        88",,,"         3","       127","        47","       129","         1","-12",,,"2.36","90","6733",,,"6733",,,,,,,,,,,"48.01",,,"48.3","56.3","40.2",,"       280","       300",,,"42.9","65.1",
"USC00206013","NWSFO GRAND RAPIDS, MI US","2019",,"601","601","       181","       109","       68","        25","         6","       141","        60","       119","         3","-12","13","5.5","2.63","91","6959",,,"6959",,,,,,,,,,,"53.41",,"84.9","47.6","55.8","39.5",,,,,,,,
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2019","7.4","190","190","       173","        86",,,"        34","       180","        73","       104","         2","-29",,,"1.41","90","8846",,,"8846",,,,,,,,,,,"34.11",,,"40.9","51.8","30.1",,"       280","       270",,,"38.9","59.1",
"USC00203661","HASTINGS, MI US","2019",,"548","548","       171","       101","       65","        28","         8","       149","        54","       126","         5","-16","17","9.0","2.80","92","7191",,,"7191",,,,,,,,,,,"50.46",,"74.0","46.9","56.3","37.5",,,,,,,,
"USW00014845","SAGINAW MBS INTERNATIONAL AIRPORT, MI US","2019","9.8","595","595","       133","        83","       57",,"         8","       135","        56","       124","         6","-12","9",,"2.32","94","7092",,,"7092",,,,,,,,,,,"34.43",,,"47.3","55.7","38.9",,"       260","       260",,,"46.1","61.1",
"USC00201361","CASS CITY 1 SSW, MI US","2019",,"334","334","       149","        82",,"        11","        18","       164","        56","       118","         2","-18",,"8.0","2.72","92","7560",,,"7560",,,,,,,,,,,"38.40",,"40.4","44.7","54.6","34.9",,,,,,,,
"USC00202691","FARMINGTON, MI US","2019",,"573","573","       140","        88","       40","        13","         9","       146","        56","       127","         3","-16","8","8.6","2.67","95","7178",,,"7178",,,,,,,,,,,"39.17",,"38.0","47.1","56.6","37.6",,,,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019","6.9","211","211","       189","        97","      167","        46","        23","       170","        87","        93","         0","-24","41","12.3","3.00","88","8924",,,"8924",,,,,,,,,,,"46.18",,"158.2","41.0","49.5","32.5",,"       290","       290",,,"35.1","59.9",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2019","7.6","537","537","       123","        59",,,"        13","       152","        43","       134","         8","-20",,,"1.30","94","6964",,,"6964",,,,,,,,,,,"28.21",,,"47.7","58.1","37.2",,"       320","       330",,,"45.0","72.9",
"USC00201845","COVINGTON 1 NNW, MI US","2019",,"213","213","       170","        90","      171","        51","        41","       183","       105","        87","         0","-25","48","14.0","1.74","88","9928",,,"9928",,,,,,,,,,,"38.68",,"174.0","38.5","47.8","29.2",,,,,,,,
"USC00200758","BEULAH 7 SSW, MI US","2019",,"351","351","       174","       100","      112","        30","         6","       157","        63","       113","         1","-9","16","9.3","2.30","91","7790",,,"7790",,,,,,,,,,,"42.67",,"101.9","44.6","53.1","36.2",,,,,,,,
"USW00004847","ADRIAN LENAWEE CO AIRPORT, MI US","2019","7.8","689","689","       134","        77",,,"         8","       136","        45","       137","         7","-19",,,"1.39","95","6659",,,"6659",,,,,,,,,,,"39.07",,,"48.8","57.8","39.8",,"       270","       270",,,"36.9","55.0",
"USC00200197","AMASA 1 W, MI US","2019",,"238","238","       155","        72","      140","        30","        52","       190","        92","       104","         4","-40","32","11.5","1.56","93","10259",,,"10259",,,,,,,,,,,"37.60",,"112.7","37.6","50.0","25.3",,,,,,,,
"USC00202015","DEARBORN, MI US","2019",,"751","751","       128","        80","       36","         9","         7","       124","        43","       132","         6","-15","8","6.7","2.14","94","6239",,,"6239",,,,,,,,,,,"38.11",,"29.6","49.5","58.3","40.6",,,,,,,,
"USC00202375","EAST GRAND RAPIDS, MI US","2019",,"537","537","       184","       105","       73","        29","         9","       152","        59","       122","         4","-10","16","6.8","2.16","91","7237",,,"7237",,,,,,,,,,,"52.94",,"87.4","46.7","55.7","37.6",,,,,,,,
"USC00203585","HARBOR BEACH 1 SSE, MI US","2019",,,,"       143","        90","       71","        13",,,,,,,"13","4.8","1.22",,,,,,,,,,,,,,,,"36.78",,"35.0",,,,,,,,,,,
"USC00207820","STANDISH 4 NE, MI US","2019",,"358","358","       128","        79","       74","        19","        15","       148","        63","       106","         1","-19","11","7.0","2.02","93","7618",,,"7618",,,,,,,,,,,"34.89",,"63.0","44.4","53.1","35.6",,,,,,,,
"USC00205406","MICHIGAMME 3 WNW, MI US","2019",,,,"       157","        75","      166","        43",,,,,,,"41","10.7","1.58",,,,,,,,,,,,,,,,"35.65",,"139.2",,,,,,,,,,,
"US1MIIN0001","SARANAC 2.6 NE, MI US","2019",,,,"       178","        96","       74","        26",,,,,,,"13","6.4","2.08",,,,,,,,,,,,,,,,"49.85",,"74.3",,,,,,,,,,,
"USC00202016","DEARBORN NUMBER 2, MI US","2019",,,,"       123","        73",,"         7",,,,,,,,"7.8","2.47",,"6079",,,"6079",,,,,,,,,,,"34.16",,"22.4",,,,,,,,,,,
"USC00207277","ST JAMES 4 SSW BEAVER ISLAND, MI US","2019",,"196","196","       112","        89","      132","        29","        21","       155","        75","        86","         0","-20","29","9.0","2.22","84",,,,,,,,,,,,,,,"44.68",,"100.2","42.3","49.7","34.8",,,,,,,,
"USC00208245","TRAVERSE CITY 4.7ESE, MI US","2019",,,,"       213","       106","      130","        44",,,,,,,"21","8.1","1.97",,,,,,,,,,,,,,,,"46.78",,"139.2",,,,,,,,,,,
"USC00205097","MAPLE CITY 1 E, MI US","2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00206982","RICHMOND 4 NNW, MI US","2019",,"629","629","       127","        76","       45","         8","         9","       138","        52","       126","         7","-16","9","9.2","1.92","94","6946",,,"6946",,,,,,,,,,,"32.94",,"35.1","47.7","56.4","39.0",,,,,,,,
"USC00206184","ONAWAY 4 N, MI US","2019",,,,"       171","        88","      132","        36",,,,,,,"23","6.8","1.67",,,,,,,,,,,,,,,,"38.31",,"95.8",,,,,,,,,,,
"USC00204320","KENT CITY 2 SW, MI US","2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00202382","EAST JORDAN 2 NW, MI US","2019",,"242","242","       181","       109","      147","        52","        20","       185","        88","       100","         1","-17","29","8.5","1.42","91","8822",,,"8822",,,,,,,,,,,"44.12",,"157.0","41.2","50.4","32.0",,,,,,,,
"USC00205892","NILES, MI US","2019",,"810","810","       151","       107","       38","        15","         4","       115","        34","       153","         6","-19","12","7.5","1.81","92","5989",,,"5989",,,,,,,,,,,"49.78",,"45.4","51.0","60.3","41.7",,,,,,,,
"USC00207275","ST. IGNACE, MI US","2019",,"135","135","       158","        95","      137","        41","        24","       180","        87","        89","         0","-21","27","8.0","1.44","84","9081",,,"9081",,,,,,,,,,,"39.39",,"118.4","40.4","48.4","32.4",,,,,,,,
"USR0000MMIO","MIO MICHIGAN, MI US","2019",,"230","230",,,,,"        34","       186","        74","       116","         1","-29",,,,"92","8508",,,"8508",,,,,,,,,,,,,,"41.7","53.1","30.4",,,,,,,,
"USW00004839","HOLLAND TULIP CITY AIRPORT, MI US","2019","8.7","679","679","       151","        87",,,"         3","       125","        45","       130","         5","-13",,,"2.48","92","6620",,,"6620",,,,,,,,,,,"42.84",,,"48.7","56.7","40.8",,"       250","       270",,,"42.9","61.1",
"US1MIMQ0019","ISHPEMING 7.2 SW, MI US","2019",,,,"       175","        87","      167","        42",,,,,,,"55","18.0","2.14",,,,,,,,,,,,,,,,"43.87",,"181.7",,,,,,,,,,,
"US1MIMQ0018","MARQUETTE 0.7 SSW, MI US","2019",,,,"       159","        85",,,,,,,,,,,"1.96",,,,,,,,,,,,,,,,"42.15",,,,,,,,,,,,,
"USC00203477","GROSSE POINTE FARMS, MI US","2019",,,,"       126","        92","       39","        11",,,"        49","       123","         8",,"9","9.5","2.13","96",,,,,,,,,,,,,,,"37.22",,"28.9",,"56.5",,,,,,,,,
"USR0000MBRR","BEAR MICHIGAN, MI US","2019",,"255","255",,,,,"         7","       156","        67","       103","         0","-4",,,,"89","7764",,,"7764",,,,,,,,,,,,,,"44.3","52.5","36.1",,,,,,,,
"USC00205533","MIO WWTP, MI US","2019",,"298","298","       163","        91","      145","        34","        27","       183","        68","       115","         2","-25","20","7.5","1.60","91","8326",,,"8326",,,,,,,,,,,"38.86",,"85.7","42.8","53.7","31.9",,,,,,,,
"USC00200089","ALBERTA FORD FOR CENTER, MI US","2019",,"233","233",,,"      158","        52","        43","       172","        99","        85","         0","-33","45","31.0",,"89",,,,,,,,,,,,,,,"40.11",,"203.0","38.4","48.1","28.6",,,,,,,,
"USC00201178","CADILLAC 9 AND 10 NEWS, MI US","2019",,"242","242","       130","        98","      126","        40","        15","       175","        81","       105","         0","-14","25","11.3","1.86","86","8302",,,"8302",,,,,,,,,,,"45.65",,"114.6","42.9","52.1","33.6",,,,,,,,
"USC00201299","CARO WWTP, MI US","2019",,"490","490","       159","        88","       50","        14","        14","       153","        58","       123","         5","-16","8","7.0","2.55","95","7421",,,"7421",,,,,,,,,,,"41.34",,"43.0","46.2","55.7","36.7",,,,,,,,
"USC00206507","PETOSKEY, MI US","2019",,"217","217","       169","        98",,"        47","        16","       155","        71","        80","         0","-13",,"10.0","1.16","89","8230",,,"8230",,,,,,,,,,,"40.87",,"145.1","42.3","49.6","34.9",,,,,,,,
"USC00208249","TRAVERSE CITY MUNSON, MI US","2019",,"318","318","       168","       109","      122","        44","        11","       181","        71","       114","         3","-8","24","11.0","1.81","91","8021",,,"8021",,,,,,,,,,,"47.70",,"134.8","43.3","52.5","34.2",,,,,,,,
"USC00208800","WEST BRANCH 3 SE, MI US","2019",,"282","282","       162","        98","      106","        25","        21","       179","        79","       116","         1","-23","21","11.0","1.76","92","8359",,,"8359",,,,,,,,,,,"45.97",,"88.6","42.8","53.0","32.5",,,,,,,,
"USC00206510","PETOSKEY NCMC, MI US","2019",,"250","250","       192","       107","      128","        45","        25","       172","        84","        89","         1","-19","24","8.2","1.51","91","8719",,,"8719",,,,,,,,,,,"43.31",,"159.3","41.5","50.0","32.9",,,,,,,,
"USC00200094","ALBION, MI US","2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00205662","CENTRAL MICHIGAN UNIVERSITY, MI US","2019",,"502","502","       129","        94",,,"        10","       151","        60","       118","         4","-10",,,"3.50","91","7305",,,"7305",,,,,,,,,,,"45.71",,,"46.7","55.6","37.7",,,,,,,,
"USC00207280","SAINT JOHNS, MI US","2019",,,,"       144","        82",,,,,,,,,,,"2.30",,,,,,,,,,,,,,,,"41.90",,,,,,,,,,,,,
"US1MICS0005","NILES 3.5 E, MI US","2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"47.85",,,,,,,,,,,,,
"USC00206839","RAPID RIVER 1 SW, MI US","2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIMD0010","MIDLAND 1.5 NNE, MI US","2019",,,,"       151","        93",,,,,,,,,,,"2.84",,,,,,,,,,,,,,,,"45.64",,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2019","9.4","716","716","       177","       103","       68","        25","         6","       135","        50","       130","         7","-10","14","5.5","2.56","92","6766",,,"6766",,,,,,,,,,,"51.42",,"84.9","48.5","56.9","40.1",,"       340","       330",,,"44.1","69.1",
"USC00204655","LAPEER WWTP, MI US","2019",,"578","578","       147","        86","       47","         9","        13","       141","        53","       120","         7","-12","10","8.0","2.23","94","7158",,,"7158",,,,,,,,,,,"35.64",,"38.0","47.2","56.8","37.6",,,,,,,,
"USC00202598","ENGADINE MDOT, MI US","2019",,"162","162",,,,,"        40","       196","        87","        90","         2","-28",,,,"93","9267",,,"9267",,,,,,,,,,,"43.87",,,"39.5","50.1","29.0",,,,,,,,
"USC00204659","LAPEER 2 W, MI US","2019",,"567","567","       170","        93","       72","        22","        12","       137","        50","       127","         3","-14","10","8.1","2.03","92","6913",,,"6913",,,,,,,,,,,"41.98",,"65.0","47.6","56.8","38.5",,,,,,,,
"US1MIWY0125","CANTON 2.7 N, MI US","2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35.49",,,,,,,,,,,,,
"USC00205073","MANISTIQUE WWTP, MI US","2019",,"90","90","       133","        84","      147","        35","        32","       181","        96","        61","         0","-19","41","16.0","2.09","85","9175",,,"9175",,,,,,,,,,,"49.83",,"130.7","39.8","47.2","32.4",,,,,,,,
"USC00206840","RAPID RIVER 4 SSE, MI US","2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000MBAL","BALDWIN MICHIGAN, MI US","2019",,,,,,,,,,"        60","       116","         4",,,,,"93",,,,,,,,,,,,,,,,,,,"54.6",,,,,,,,,
"USW00054854","GAYLORD 9 SSW, MI US","2019",,"177","177","       221","       156",,,"        17","       173","        93","        92","         0","-14",,,"2.02","87","8779",,,"8779",,,,,,,,,,,"52.32",,,"41.1","49.5","32.8",,,,,,,,
"USW00004854","GAYLORD OTSEGO CO AIRPORT, MI US","2019","7.4","189","189","       165","        80",,,"        30","       185","        94","        98","         1","-25",,,"1.93","90","8973",,,"8973",,,,,,,,,,,"34.99",,,"40.5","49.6","31.4",,"       240","       240",,,"36.9","55.0",
"USW00094850","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","2019",,"182","182","       175","        85","      169","        50","        37","       205","       110","        80","         0","-26","53","16.5","3.02","88","10089",,,"10089",,,,,,,,,,,"49.78",,"227.5","37.9","46.9","28.8",,,,,,,,
"US1MIMD0008","MIDLAND 2.9 SW, MI US","2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45.94",,,,,,,,,,,,,
