"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","HN01","HN02","HTDD","HX01","HX02","LN01","LN02","LX01","LX02","MN01","MN02","MX01","MX02","PRCP","SNOW","TAVG","TMAX","TMIN","WDF2","WDF5","WDFG","WDMV","WSF2","WSF5","WSFG"
"USC00208202","TIPTON 2 WNW, MI US","42.0283","-84.1108","295.7","2012",,,,"       129","        68",,,,,"        20","       151","        38",,,,"2.25","101",,,,,,,,,,,,,,,"27.38",,,"62.9",,,,,,,,
"USW00014853","DETROIT WILLOW RUN AIRPORT, MI US","42.23666","-83.52638","215.7","2012","8.3","1195","1195","       144","        62",,,"         0","       108","        13","       170","        49","3",,,"1.19","105","4837",,,"4837",,,,,,,,,,,"25.07",,"54.5","65.6","43.4","       240","       330",,,"40.9","178.1",
"USC00201250","CARLETON 2 W, MI US","42.0636","-83.4358","191.1","2012",,"856","856","       118","        67","       25","         7","         0","       119","        17","       161","        27","2","6","4.2","1.20","100",,,,,,,,,,,,,,,"27.50","23.7","52.6","63.2","42.0",,,,,,,
"USC00201492","CHEBOYGAN, MI US","45.65225","-84.47239","177.4","2012",,"438","438","       142","        71","       76","        26","         2","       159","        40","       113","         6","-5","17","11.0","2.46","93","6831",,,"6831",,,,,,,,,,,"31.50","65.8","47.0","56.1","37.8",,,,,,,
"USC00207350","SANDUSKY, MI US","43.4194","-82.8191","235.9","2012",,"589","589","        99","        78",,,"         0","       133","        33","       126","        14","3",,,"2.00","97","5936",,,"5936",,,,,,,,,,,"26.73",,"49.6","58.9","40.4",,,,,,,
"US1MIBN0004","NILES 2.7 W, MI US","41.83705","-86.30048","219.2","2012",,,,"       132","        82",,,,,,,,,,,"1.26",,,,,,,,,,,,,,,,"32.06",,,,,,,,,,,
"US1MIBN0003","BUCHANAN 1.4 ESE, MI US","41.818287","-86.342251","231.3","2012",,,,"       136","        80",,,,,,,,,,,"1.30",,,,,,,,,,,,,,,,"29.92",,,,,,,,,,,
"USW00014858","HANCOCK HOUGHTON CO AIRPORT, MI US","47.16594","-88.48076","323.9","2012","9.4","252","252","       126","        55",,,"         4","       166","        77","       102","         2","-10",,,"1.65","91","7619",,,"7619",,,,,,,,,,,"22.69",,"44.0","52.5","35.4","       280","       280",,,"44.1","51.9",
"US1MINW0007","WHITE CLOUD 2.9 NW, MI US","43.591","-85.798","294.7","2012",,,,"       147","        79",,,,,,,,,,,"1.88",,,,,,,,,,,,,,,,"40.15",,,,,,,,,,,
"US1MINW0008","WHITE CLOUD 7.5 ENE, MI US","43.606302","-85.641918","298.1","2012",,,,"       124","        75",,,,,,,,,,,"2.30",,,,,,,,,,,,,,,,"39.32",,,,,,,,,,,
"USC00208680","WATERSMEET, MI US","46.2778","-89.1742","484.6","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00205050","MANCHESTER, MI US","42.1508","-84.0236","294.1","2012",,"791","791","       140","        69",,,"         1","       133","        20","       149","        34","0",,,"1.42","103","5570",,,"5570",,,,,,,,,,,"25.40",,"51.3","62.4","40.1",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","44.73895","-85.5679","185.2","2012","6.0","781","781","       125","        65",,,"         0","       133","        33","       137","        25","0",,,"1.68","98","5986",,,"5986",,,,,,,,,,,"30.46",,"50.1","59.4","40.8","       310","       320",,,"44.1","53.0",
"US1MIBR0003","MIDDLEVILLE 4.3 SSE, MI US","42.653203","-85.440492","238.4","2012",,,,"       131","        76",,,,,,,,,,,"1.93",,,,,,,,,,,,,,,,"34.92",,,,,,,,,,,
"USC00201818","CORUNNA 2 NE, MI US","42.9986","-84.0744","232.3","2012",,"770","770","       127","        66",,,"         1","       141","        24","       149","        26","0",,,"3.89","101",,,,,,,,,,,,,,,"29.15",,"50.9","61.7","40.1",,,,,,,
"USW00094871","BENTON HARBOR, MI US","42.12894","-86.41518","195.4","2012",,"921","921","       126","        82",,,"         0","       103","        18","       137","        29","5",,,"1.42","100","5237",,,"5237",,,,,,,,,,,"33.37",,"52.4","61.6","43.3",,,,,,,
"USC00200842","BLISSFIELD 1 NNE, MI US","41.84","-83.8608","210.3","2012",,,,"       130","        83",,,"         1","       129",,,,"0",,,"1.14",,,,,,,,,,,,,,,,"29.20",,,,"40.1",,,,,,,
"USC00201017","BROOKLYN 2 ENE, MI US","42.1128","-84.2097","304.8","2012",,,,"       136","        68",,,,,,,,,,,"1.30",,,,,,,,,,,,,,,,"23.65",,,,,,,,,,,
"USC00205065","MANISTEE 3 SE, MI US","44.2113","-86.2938","204.2","2012",,"761","761",,,,,"         1","       121","        28","       139","        12","0",,,,"93","5631",,,"5631",,,,,,,,,,,,,"50.9","60.0","41.8",,,,,,,
"USC00206158","OLD MISSION 3 SSW, MI US","44.9215","-85.5161","199.9","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00200050","AHMEEK 1 SW, MI US","47.292","-88.4209","331.6","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00207364","SAULT STE MARIE, MI US","46.4866","-84.4089","192.0","2012",,"295","295","       151","        83","      116","        29","        13","       173","        66","       109","         3","-14","20","12.0","2.03","91","7610",,,"7610",,,,,,,,,,,"30.43","119.0","44.0","53.9","34.2",,,,,,,
"US1MIMR0004","MONROE 3.0 S, MI US","41.872635","-83.380939","182.3","2012",,,,"       132","        73",,,,,,,,,,,"2.20",,,,,,,,,,,,,,,,"29.34",,,,,,,,,,,
"USC00204090","IRON MTN KINGSFORD WWTP, MI US","45.7858","-88.0841","326.4","2012",,"506","506","       120","        65","      101","        14","        10","       176","        57","       129","        15","-10","20","11.0","1.14","95","7230",,,"7230",,,,,,,,,,,"23.74","51.3","46.0","56.9","35.1",,,,,,,
"USC00203529","HALE LOUD DAM, MI US","44.4633","-83.7216","221.9","2012",,"455","455","       102","        50",,"         9","         1","       151","        29","       129","        16","-9",,"5.6","1.41","95",,,,,,,,,,,,,,,"22.12","24.8","47.7","59.7","35.7",,,,,,,
"USC00203769","HESPERIA 4 WNW, MI US","43.5908","-86.1056","237.7","2012",,"657","657","       118","        79","       75","        16","         2","       160","        25","       142","        24","0","10","5.4","1.82","101","6199",,,"6199",,,,,,,,,,,"35.17","52.3","49.3","61.1","37.5",,,,,,,
"USC00203528","HALE 5 SSW NUMBER 2, MI US","44.3122","-83.8377","248.7","2012",,"418","418",,,,,"         6","       171","        45","       130","        17","-13",,,,"97",,,,,,,,,,,,,,,,,"46.6","58.7","34.6",,,,,,,
"USC00200495","BARAGA 5 W, MI US","46.7953","-88.6014","236.5","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","42.96684","-83.74996","234.8","2012","8.1","833","833","       127","        71","       39","         9","         0","       133","        24","       155","        29","1","6","5.3","3.23","101","5520",,,"5520",,,,,,,,,,,"30.87","36.3","51.6","62.2","41.1","       310","        90",,,"40.9","59.1",
"USC00200497","BARAGA 7 NW, MI US","46.8208","-88.6064","198.7","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014828","GLADWIN, MI US","43.9758","-84.4908","236.2","2012",,"548","548","       122","        66","       67","        15","         3","       167","        34","       138","        18","-8","8","8.0","3.25","97","6364",,,"6364",,,,,,,,,,,"33.17","47.7","48.4","59.9","36.9",,,,,,,
"USC00200135","ALLENDALE 3 ESE, MI US","42.9583","-85.8958","213.4","2012",,"785","785","       123","        64",,,"         0","       120","        28","       136","        17","5",,,"1.09","100","5724","74",,"5724","77",,"34",,"34",,"52",,"53",,"26.54",,"51.0","60.0","42.0",,,,,,,
"USC00201468","CHARLEVOIX, MI US","45.3172","-85.2672","180.7","2012",,"616","616","       128","        67","       60","        17","         0","       124","        33","       116","         9","3","10","12.0","2.26","93","6367",,,"6367",,,,,,,,,,,"33.66","61.0","48.9","56.2","41.6",,,,,,,
"USC00205822","NEWPORT 4 SSE, MI US","41.9497","-83.28","176.2","2012",,"963","963","       123","        68",,,"         0","       104","        13","       154","        32","5",,,"1.23","103","5077",,,"5077",,,,,,,,,,,"22.99",,"53.0","63.0","43.1",,,,,,,
"USC00208417","VANDERBILT 11 ENE, MI US","45.1702","-84.4397","275.8","2012",,,,,,,,,,,,,,,,,,"7217",,,"7217",,,,,,,,,,,,,,,,,,,,,,
"USC00208779","WEST BLOOMFIELD, MI US","42.5413","-83.343","271.3","2012",,,,"       141","        75",,,,,,,,,,,"1.63",,,,,,,,,,,,,,,,"28.01",,,,,,,,,,,
"USC00203096","GAYLORD, MI US","45.0332","-84.7113","401.7","2012",,"513","513",,,"      101","        34","         7","       172","        67","       114","         8","-9","30","15.0",,"92","7243",,,"7243",,,,,,,,,,,,"122.8","46.0","55.3","36.8",,,,,,,
"US1MISC0003","PORT HURON 1.6 W, MI US","42.996173","-82.464307","186.2","2012",,,,"       137","        65","       25","        11",,,,,,,"11","11.1","1.39",,,,,,,,,,,,,,,,"27.61","34.1",,,,,,,,,,
"USC00203099","GAYLORD 9 SSW, MI US","44.90715","-84.71891","447.4","2012",,"508","508","       156","        84","       99","        28","         0","       161","        59","       121","        10","1","27","13.8","1.54","92","6959",,,"6959",,,,,,,,,,,"35.49","112.4","46.8","55.9","37.6",,,,,,,
"USW00014833","JACKSON REYNOLDS FIELD, MI US","42.26373","-84.45644","295.9","2012","6.7","848","848","       128","        65",,,"         1","       128","        25","       147","        31","-1",,,"1.71","101","5602",,,"5602",,,,,,,,,,,"25.19",,"51.5","62.1","41.0","       240","       230",,,"38.9","55.0",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2012","8.1","912","912","       123","        65","       32","         9","         0","       126","        29","       145","        27","1","5","6.5","2.37","103","5637",,,"5637",,,,,,,,,,,"28.44","32.0","51.6","61.6","41.7","       350","       350",,,"40.0","57.9",
"USW00094898","PORT HOPE, MI US","44.021772","-82.792932","180.0","2012","6.7","634","634","       138","        60",,,"         0","       110","        28","       119","         8","8",,,"1.97","96",,,,,,,,,,,,,,,"23.33",,"50.3","57.5","43.0","        10","        10",,,"38.0","55.0",
"USW00094899","COPPER HARBOR, MI US","47.467386","-87.875032","185.0","2012","9.2",,,"       153","        59",,,,,,,,,,,"2.01",,"7024",,,"7024",,,,,,,,,,,"25.29",,,,,"        30","        60",,,"40.9","52.1",
"USC00202328","DURAND WWTP, MI US","42.9269","-83.9894","234.7","2012",,"837","837","       135","        67",,,"         0","       128","        25","       147","        26","1",,,"1.49","101","5555",,,"5555",,,,,,,,,,,"27.90",,"50.9","61.4","40.5",,,,,,,
"USW00094893","IRON MOUNTAIN FORD AIRPORT, MI US","45.81339","-88.11292","343.2","2012","6.7","443","443","        77","        30",,,"        11","       173","        56","       130","        17","-13",,,"1.03","95","7309",,,"7309",,,,,,,,,,,"10.68",,"45.6","57.3","33.8","       360","       350",,,"36.9","51.0",
"USW00014838","MARQUETTE, MI US","46.5458","-87.3795","186.8","2012",,"481","481","       140","        64",,,"         2","       129","        55","       109","         6","-2",,,"1.80","92","6867",,,"6867",,,,,,,,,,,"28.59",,"47.2","54.2","40.1",,,,,,,
"USC00201476","CHARLOTTE, MI US","42.5499","-84.825","274.9","2012",,"769","769","       137","        73",,,"         1","       144","        32","       140","        23","-2",,,"1.28","102","5912",,,"5912",,,,,,,,,,,"29.07",,"50.3","60.9","39.8",,,,,,,
"USC00200146","ALMA, MI US","43.38686","-84.64818","221.9","2012",,"670","670","       139","        78",,,"         0","       147","        28","       138","        21","1",,,"2.04","98","5972",,,"5972",,,,,,,,,,,"33.44",,"50.0","60.4","39.6",,,,,,,
"USC00202445","EAU CLAIRE 4 NE, MI US","42.0153","-86.243","256.0","2012",,"1268","1268","       131","        78","       35","        19","         0","        97","        19","       165","        47","5","10","8.0","1.15","103","4740",,,"4740",,,,,,,,,,,"32.48","60.2","55.2","65.0","45.3",,,,,,,
"USC00203413","GREEN GARDEN NUMBER 2, MI US","46.4533","-87.3038","205.7","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00206007","NORTHPORT 2 W, MI US","45.1322","-85.6472","227.4","2012",,"521","521","       135","        79","       82","        19","         0","       130","        33","       111","         3","9","24","17.0","3.06","90","6335",,,"6335",,,,,,,,,,,"35.43","68.8","48.6","56.3","40.9",,,,,,,
"USR0000MSEN","SENEY MICHIGAN, MI US","46.2403","-85.9428","221.3","2012",,"348","348",,,,,"         6","       171","        52","       117","         4","-9",,,,"93",,,,,,,,,,,,,,,,,"45.8","55.9","35.8",,,,,,,
"USC00204502","LAKE CITY EXPERIMENTAL FARM, MI US","44.3088","-85.205","374.9","2012",,"515","515","       127","        76","       89","        28","         4","       167","        40","       132","        16","-8","19","10.0","3.99","98","6748",,,"6748",,,,,,,,,,,"38.83","96.7","47.0","58.6","35.5",,,,,,,
"USC00206012","NW MICHIGAN RESEARCH FARM, MI US","44.883","-85.6752","249.9","2012",,"759","759","       122","        64","       81","        28","         0","       118","        40","       123","        15","8","21","18.0","2.10","95","6027",,,"6027",,,,,,,,,,,"31.76","84.5","50.0","57.8","42.3",,,,"29952.0",,,
"USC00207222","SAGINAW NUMBER 3, MI US","43.4122","-83.9561","182.9","2012",,"757","757","       111","        70",,,"         0","       127","        26","       129","        22","3",,,"3.03","99","5554",,,"5554",,,,,,,,,,,"30.99",,"51.0","60.8","41.2",,,,,,,
"USW00014840","MUSKEGON CO AIRPORT, MI US","43.17111","-86.23685","190.3","2012","8.9","898","898","       130","        72","       37","        19","         0","       103","        20","       141","        14","9","16","14.9","1.33","99","5287",,,"5287",,,,,,,,,,,"31.62","61.9","52.5","61.3","43.7","       240","       330",,,"36.0","55.9",
"US1MIJC0011","JACKSON 3.2 W, MI US","42.240611","-84.466918","304.2","2012",,,,"       142","        76",,,,,,,,,,,"1.12",,,,,,,,,,,,,,,,"29.63",,,,,,,,,,,
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","45.5644","-84.79291","215.3","2012","6.9","333","333","       132","        65",,,"        11","       178","        45","       123","         9","-18",,,"1.65","93","7157",,,"7157",,,,,,,,,,,"25.48",,"45.7","57.2","34.2","       300","       310",,,"46.1","62.0",
"USC00207225","SAGINAW 5 W, MI US","43.4172","-84.0641","179.8","2012",,,,,,,,,,,,,,,,,,"5616",,,"5616",,,,,,,,,,,,,,,,,,,,,,
"USC00205168","MARLETTE, MI US","43.3308","-83.0663","249.9","2012",,"568","568","       120","        70",,,"         0","       147","        40","       129","        12","2",,,"2.35","97","6008",,,"6008",,,,,,,,,,,"27.96",,"49.1","59.1","39.1",,,,,,,
"USC00203661","HASTINGS, MI US","42.64208","-85.28819","250.2","2012",,"799","799","       140","        75","       38","        17","         1","       145","        22","       145","        28","-1","7","5.0","3.00","102","5765",,,"5765",,,,,,,,,,,"35.85","45.9","50.7","61.6","39.8",,,,,,,
"USC00204078","IONIA 2 SSW, MI US","42.953","-85.0777","245.4","2012",,"764","764","       117","        75","       42","        10","         1","       141","        31","       137","        16","0","6","4.0","2.39","99","5972",,,"5972",,,,,,,,,,,"34.28","32.6","50.3","60.0","40.5",,,,,,,
"USW00014845","SAGINAW MBS INTERNATIONAL AIRPORT, MI US","43.52808","-84.08133","201.7","2012","8.9","835","835","       125","        66","       42","        15","         0","       125","        25","       143","        22","2","5","6.3","6.93","100","5647",,,"5647",,,,,,,,,,,"34.09","42.6","51.4","60.8","42.0","       220","       330",,,"47.0","55.0",
"USC00201361","CASS CITY 1 SSW, MI US","43.5861","-83.1805","212.8","2012",,,,,,,,,,,,,,,,,,"6253",,,"6253",,,,,,,,,,,,,,,,,,,,,,
"USC00202691","FARMINGTON, MI US","42.4669","-83.3625","219.5","2012",,"814","814","       125","        70",,,"         0","       135","        25","       147","        23","1",,,"1.73","100","5661",,,"5661",,,,,,,,,,,"25.00",,"51.2","61.8","40.7",,,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","46.47998","-84.35809","219.8","2012","7.4","383","383","       159","        83","      116","        36","         6","       150","        62","       108","         2","-9","20","10.3","1.81","91","7195",,,"7195",,,,,,,,,,,"29.43","119.3","45.6","54.4","36.8","       310","       310",,,"34.9","49.0",
"USC00207580","SKANEE, MI US","46.879","-88.2184","192.0","2012",,,,"       116","        68","       93","        19",,,,,,,"17","6.8","1.36",,,,,,,,,,,,,,,,"25.24","46.1",,,,,,,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","42.22393","-83.73983","250.6","2012","6.9","711","711",,,,,"         1","       131","        19","       152","        36","-2",,,,"102","5588",,,"5588",,,,,,,,,,,,,"51.0","62.9","39.0","       190","        30",,,"68.0","183.0",
"US1MIJC0014","RIVES JUNCTION 4.0 NW, MI US","42.41127","-84.5276","286.2","2012",,,,"       133","        67",,,,,,,,,,,"1.72",,,,,,,,,,,,,,,,"27.33",,,,,,,,,,,
"USC00200758","BEULAH 7 SSW, MI US","44.5316","-86.1311","235.6","2012",,"699","699","       130","        70","       70","        21","         0","       138","        35","       132","        13","2","13","12.5","2.44","95","6039",,,"6039",,,,,,,,,,,"36.93","77.9","49.8","58.9","40.7",,,,,,,
"USW00004847","ADRIAN LENAWEE CO AIRPORT, MI US","41.86784","-84.07946","244.1","2012","7.4","955","955","       130","        63",,,"         0","       116","        22","       153","        34","0",,,"0.84","103","5344",,,"5344",,,,,,,,,,,"21.59",,"52.4","62.7","42.2","        10","       260",,,"36.9","51.0",
"USC00202375","EAST GRAND RAPIDS, MI US","42.9378","-85.6131","227.4","2012",,,,"       124","        82","       37","        14",,,,,,,"8","6.6","1.58",,,,,,,,,,,,,,,,"34.12","60.0",,,,,,,,,,
"USC00203585","HARBOR BEACH 1 SSE, MI US","43.8322","-82.6427","181.4","2012",,"483","483","       132","        75","       53","        12","         0","       132","        34","       113","         4","3","7","6.5","1.51","95","6326",,,"6326",,,,,,,,,,,"28.81","38.6","48.5","56.6","40.5",,,,,,,
"US1MICX0004","CHARLEVOIX 4.3 SSE, MI US","45.2572","-85.2165","235.3","2012",,,,"       140","        65",,,,,,,,,,,"2.38",,,,,,,,,,,,,,,,"35.48",,,,,,,,,,,
"USC00207820","STANDISH 4 NE, MI US","44.0126","-83.8977","187.5","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00205406","MICHIGAMME 3 WNW, MI US","46.5453","-88.18","521.2","2012",,,,"       157","        76",,,,,,,,,,,"1.57",,,,,,,,,,,,,,,,"26.17",,,,,,,,,,,
"US1MIIN0001","SARANAC 2.6 NE, MI US","42.957642","-85.173759","203.3","2012",,,,"       129","        79","       36","        15",,,,,,,"6","4.9","1.96",,,,,,,,,,,,,,,,"33.91","40.9",,,,,,,,,,
"USC00202016","DEARBORN NUMBER 2, MI US","42.3469","-83.1736","184.4","2012",,"1066","1066","       126","        65",,,"         0","       109","        15","       157","        29","5",,,"1.49","100","4988",,,"4988",,,,,,,,,,,"25.40",,"53.5","63.5","43.5",,,,,,,
"USC00207277","ST JAMES 4 SSW BEAVER ISLAND, MI US","45.6911","-85.5463","204.8","2012",,"465","465","       100","        70","       87","        21","         2","       140","        41","       119","         1","-3","22","12.5","1.75","90","6560",,,"6560",,,,,,,,,,,"28.37","62.2","48.0","55.8","40.1",,,,,,,
"USC00202381","EAST JORDAN, MI US","45.15179","-85.1324","178.9","2012",,"593","593","       130","        81","       87","        27","         0","       145","        24","       143","        34","5","15","18.5","2.00","95","5962",,,"5962",,,,,,,,,,,"35.97","88.0","49.9","61.3","38.5",,,,,,,
"USC00205097","MAPLE CITY 1 E, MI US","44.855","-85.8352","243.5","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00206982","RICHMOND 4 NNW, MI US","42.8783","-82.7958","233.2","2012",,"957","957","       126","        75",,"         8","         3","       137","        31","       155","        35","0",,"7.7","1.56","102","5465",,,"5465",,,,,,,,,,,"29.73","27.4","51.7","62.4","41.0",,,,,,,
"USC00206184","ONAWAY 4 N, MI US","45.4108","-84.2233","227.1","2012",,"588","588","       141","        69","       95","        27","         5","       164","        43","       133","        21","-11","23","11.7","1.81","94","6533",,,"6533",,,,,,,,,,,"31.11","86.2","47.8","58.6","37.1",,,,,,,
"USC00204320","KENT CITY 2 SW, MI US","43.1994","-85.7717","256.0","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00202382","EAST JORDAN 2 NW, MI US","45.1863","-85.1477","196.9","2012",,"540","540","       124","        81","       99","        22","         5","       156","        44","       122","        12","-8","21","11.1","2.36","93",,,,,,,,,,,,,,,"38.72","81.7","47.7","57.1","38.4",,,,,,,
"USC00205892","NILES, MI US","41.8405","-86.2658","198.1","2012",,"956","956","       128","        87","       30","        15","         0","       116","        18","       149","        31","4","9","8.5","1.33","102","5206",,,"5206",,,,,,,,,,,"31.30","47.7","52.9","62.9","42.8",,,,,,,
"USC00207275","ST. IGNACE, MI US","45.8608","-84.7196","201.5","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000MMIO","MIO MICHIGAN, MI US","44.6761","-84.1283","320.0","2012",,,,,,,,,,,,,,,,,,"6977",,,"6977",,,,,,,,,,,,,,,,,,,,,,
"USC00206060","NUNICA 4 W, MI US","43.0975","-86.0894","192.0","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004839","HOLLAND TULIP CITY AIRPORT, MI US","42.74634","-86.09677","206.5","2012","7.8","1044","1044","       137","        75",,,"         0","        94","        15","       148","        33","8",,,"2.11","102","5015",,,"5015",,,,,,,,,,,"33.41",,"53.7","63.1","44.4","       220","       210",,,"40.9","59.1",
"USC00203477","GROSSE POINTE FARMS, MI US","42.4077","-82.8891","186.8","2012",,"840","840","       119","        75",,,"         0","       106","        20","       128","        16","6",,,"1.73","100","5141",,,"5141",,,,,,,,,,,"29.03",,"51.9","60.4","43.4",,,,,,,
"USR0000MBRR","BEAR MICHIGAN, MI US","44.8019","-86.0508","289.9","2012",,"678","678",,,,,"         0","       131","        34","       127","        11","8",,,,"93","5833",,,"5833",,,,,,,,,,,,,"49.9","58.1","41.8",,,,,,,
"USC00205533","MIO WWTP, MI US","44.6466","-84.1158","316.1","2012",,"541","541","       137","        67","       94","        18","         7","       176","        35","       130","        19","-8","16","8.8","1.32","96","6851",,,"6851",,,,,,,,,,,"28.47","60.3","47.1","58.8","35.4",,,,,,,
"USC00200089","ALBERTA FORD FOR CENTER, MI US","46.6448","-88.4812","399.3","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00201178","CADILLAC 9 AND 10 NEWS, MI US","44.21138","-85.40865","415.4","2012",,"497","497",,,,,"         5","       169","        46","       127","        10","-8",,,,"94","6928",,,"6928",,,,,,,,,,,,,"46.9","57.7","36.1",,,,,,,
"USC00201299","CARO WWTP, MI US","43.4838","-83.3919","210.3","2012",,"757","757","       121","        81",,,"         1","       137","        33","       138","        21","0",,,"1.95","99","5763",,,"5763",,,,,,,,,,,"30.79",,"50.3","60.4","40.2",,,,,,,
"USC00206507","PETOSKEY, MI US","45.3725","-84.9766","182.6","2012",,"486","486","       143","        73",,"        33","         2","       133","        36","       111","         5","-2",,"9.0","2.33","91","6466",,,"6466",,,,,,,,,,,"38.22","71.1","47.8","55.4","40.3",,,,,,,
"USC00208249","TRAVERSE CITY MUNSON, MI US","44.7607","-85.6443","193.5","2012",,"694","694","       133","        69","       78","        18","         0","       139","        37","       121","        15","3","10","6.8","1.92","94","6263",,,"6263",,,,,,,,,,,"37.15","69.4","49.0","57.7","40.4",,,,,,,
"USC00208800","WEST BRANCH 3 SE, MI US","44.2541","-84.2011","269.7","2012",,"520","520","       124","        71",,"        17","         5","       165","        47","       132","        11","-10",,"5.6","1.48","95","6736",,,"6736",,,,,,,,,,,"32.21","51.3","47.3","58.3","36.3",,,,,,,
"USC00208920","WHITEFISH POINT, MI US","46.7475","-84.9857","189.6","2012",,,,,,,,,,,,,,,,,,"7575",,,"7575",,,,,,,,,,,,,,,,,,,,,,
"USC00206510","PETOSKEY NCMC, MI US","45.3613","-84.9512","228.0","2012",,"497","497","       154","        79","       75","        25","         6","       159","        50","       117","        10","-10","15","13.2","1.62","92","6936",,,"6936",,,,,,,,,,,"39.19","95.4","46.8","55.5","38.0",,,,,,,
"USC00200094","ALBION, MI US","42.24941","-84.7732","285.0","2012",,"653","653","       115","        71",,,"         0","       144","        24","       141","        19","1",,,"1.90","102","5869",,,"5869",,,,,,,,,,,"34.80",,"49.9","60.9","38.9",,,,,,,
