"STATION","NAME","DATE","AWND","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","HN01","HN02","HTDD","HX01","HX02","LN01","LN02","LX01","LX02","MN01","MN02","MX01","MX02","PRCP","PSUN","SNOW","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WDFG","WDMV","WSF2","WSF5","WSFG"
"USC00200495","BARAGA 5 W, MI US","2018",,,,,,,,,,,,,,,,,,"8820",,,"8820",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014826","FLINT FCWOS, MI US","2018","8.5","763","763","       153","        77","       76","        24","        10","       156","        50","       139","        14","-14","14","10.0","1.90","94","6954",,,"6954",,,,,,,,,,,"36.52",,"76.5","47.9","57.1","38.7",,"       290","       280",,,"44.1","57.9",
"USC00200497","BARAGA 7 NW, MI US","2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014828","GLADWIN, MI US","2018",,"571","571","       125","        75","       86","        15","         9","       181","        58","       137","         9","-15","12","5.0","2.70","94",,,,,,,,,,,,,,,"39.62",,"46.3","45.6","55.7","35.5",,,,,,,,
"USC00202437","EATON RAPIDS, MI US","2018",,"785","785","       161","        81","       54","        18","         4","       158","        46","       140","        12","-13","13","5.0","2.12","93",,,,,,,,,,,,,,,"42.72",,"44.3","48.2","57.1","39.4",,,,,,,,
"USC00201468","CHARLEVOIX, MI US","2018",,"499","499","       140","        80","      128","        25","         5","       162","        72","       111","         7","-7","25","11.3","1.98","96","7603",,,"7603",,,,,,,,,,,"36.68",,"85.1","45.1","52.1","38.2",,,,,,,,
"USC00205822","NEWPORT 4 SSE, MI US","2018",,,,,,,,,,,,,,,,,,"6612",,,"6612",,,,,,,,,,,,,,,,,,,,,,,,
"USC00208417","VANDERBILT 11 ENE, MI US","2018",,"371","371",,,,,"        23","       202","        89","       127","        13","-29",,,,"99","8708",,,"8708",,,,,,,,,,,,,,"41.9","53.5","30.4",,,,,,,,
"USC00203096","GAYLORD, MI US","2018",,"380","380","       163","        86","      167","        38","        20","       195","       105","       117","         6","-28","23","10.9","1.74","96","8886",,,"8886",,,,,,,,,,,"34.88",,"105.8","41.5","50.8","32.3",,,,,,,,
"US1MIWY0043","DEARBORN HEIGHTS 1.8 NW, MI US","2018",,,,"       172","        83",,,,,,,,,,,"3.05",,,,,,,,,,,,,,,,"46.21",,,,,,,,,,,,,
"US1MISC0003","PORT HURON 1.6 W, MI US","2018",,,,"       150","        92",,,,,,,,,,,"2.08",,,,,,,,,,,,,,,,"35.69",,,,,,,,,,,,,
"USC00203099","GAYLORD 9 SSW, MI US","2018",,"568","568","       174","        84","      126","        33","        10","       184","        95","       123","         9","-17","18","10.5","1.72","98","8307",,,"8307",,,,,,,,,,,"37.85",,"123.9","43.7","52.4","34.9",,,,,,,,
"USW00014833","JACKSON REYNOLDS FIELD, MI US","2018","7.6","908","908","       137","        69",,,"         4","       153","        42","       142","        19","-11",,,"3.04","95","6544",,,"6544",,,,,,,,,,,"35.76",,,"49.3","58.2","40.4",,"       220","       250",,,"38.0","55.9",
"US1MICT0002","HASLETT 1.2 N, MI US","2018",,,,"       148","        79","       66","        22",,,,,,,"13","5.0","2.29",,,,,,,,,,,,,,,,"35.20",,"63.4",,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018","8.5","892","892","       149","        77","       51","        15","         4","       154","        44","       137","        17","-8","11","6.6","2.43","95","6669",,,"6669",,,,,,,,,,,"37.82",,"48.9","48.9","57.8","40.1",,"       250","       230",,,"44.1","63.1",
"USW00094898","PORT HOPE, MI US","2018",,"610","610","       158","        74",,,"         2","       149","        57","       104","         7","-7",,,"1.50","95","7059",,,"7059",,,,,,,,,,,"31.59",,,"46.8","53.3","40.4",,"        50","       240",,,"35.1","48.1",
"USW00094899","COPPER HARBOR, MI US","2018","8.9","189","189","       143","        57",,,"         4","       178","        99","        78","         0","-3",,,"2.38","87",,,,,,,,,,,,,,,"28.57",,,"41.3","48.3","34.2",,"        60","        60",,,"42.9","57.0",
"USC00202328","DURAND WWTP, MI US","2018",,,,"       154","        77","       58","        14","        10","       155","        50","       135","        20","-17","13","6.5","2.13","95","6862",,,"6862",,,,,,,,,,,"35.06",,"44.0","47.5","57.4","37.6",,,,,,,,
"USW00094893","IRON MOUNTAIN FORD AIRPORT, MI US","2018","6.7","452","452","        59","        38",,,"        22","       190","        92","       122","        12","-17",,,"2.60","97","8668",,,"8668",,,,,,,,,,,"19.08",,,"42.0","52.7","31.2",,"       350","       310",,,"36.9","52.1",
"USW00014838","MARQUETTE, MI US","2018",,"271","271","       142","        75","      150","        31","         7","       178","       104","        79","         1","-2","18","11.9","3.41","91","8786",,,"8786",,,,,,,,,,,"35.18",,"95.5","41.3","48.2","34.3",,,,,,,,
"USC00201476","CHARLOTTE, MI US","2018",,"702","702","       146","        86",,,"         8","       162","        57","       127","        10","-11",,,"2.13","92","6845",,,"6845",,,,,,,,,,,"37.66",,,"47.6","56.3","38.7",,,,,,,,
"USC00203530","HALFWAY LAKE, MI US","2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00200146","ALMA, MI US","2018",,,,"       132","        78","       49","        14",,,,,,,"9","3.1","2.06",,,,,,,,,,,,,,,,"38.48",,"32.8",,,,,,,,,,,
"USC00203413","GREEN GARDEN NUMBER 2, MI US","2018",,,,"       154","        77","      164","        36",,,,,,,"18","13.5","3.74",,,,,,,,,,,,,,,,"38.45",,"120.0",,,,,,,,,,,
"USC00206007","NORTHPORT 2 W, MI US","2018",,"428","428","       152","        78","      158","        31","         0","       168","        70","       113","         2","1","14","12.0","2.22","91","7564",,,"7564",,,,,,,,,,,"33.69",,"105.0","45.1","52.2","38.0",,,,,,,,
"USR0000MSEN","SENEY MICHIGAN, MI US","2018",,"344","344",,,,,"        19","       195","        83","       113","         1","-17",,,,"91","8613",,,"8613",,,,,,,,,,,,,,"42.0","52.2","31.8",,,,,,,,
"USC00204502","LAKE CITY EXPERIMENTAL FARM, MI US","2018",,"497","497","       157","        68","       97","        19","        11","       191","        74","       132","        12","-23","10","5.3","1.59","96","8136",,,"8136",,,,,,,,,,,"29.20",,"55.7","43.9","54.5","33.3",,,,,"22711.7",,,
"USC00206012","NW MICHIGAN RESEARCH FARM, MI US","2018",,"701","701","       151","        79",,,"         0","       161","        80","       121","         8","1",,,"1.49","96","7333",,,"7333",,,,,,,,,,,"32.58",,,"46.4","53.3","39.5",,,,,,,,
"USC00207222","SAGINAW NUMBER 3, MI US","2018",,"882","882","       147","        75","       52","        17","         7","       159","        51","       132","        16","-7","9","3.1","1.68","95","6827",,,"6827",,,,,,,,,,,"33.19",,"36.2","47.9","56.7","39.2",,,,,,,,
"USW00014840","MUSKEGON CO AIRPORT, MI US","2018","9.2","880","880","       153","        87","       67","        24","         1","       146","        33","       140","        10","-3","17","5.6","2.25","96","6464",,,"6464",,,,,,,,,,,"42.28",,"69.3","49.5","57.5","41.5",,"       300","        90",,,"36.0","53.0",
"USC00206013","NWSFO GRAND RAPIDS, MI US","2018",,,,"       163","        85","       54","        21",,,"        47","       140","        11",,"10","4.8","2.91","93",,,,,,,,,,,,,,,"45.04",,"62.0",,"56.7",,,,,,,,,
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2018","7.4","437","437","       131","        63",,,"        21","       186","        82","       123","         8","-35",,,"3.71","97","8503",,,"8503",,,,,,,,,,,"28.94",,,"42.9","53.5","32.2",,"       320",,,,"38.0",,
"USC00203661","HASTINGS, MI US","2018",,"747","747","       168","        83","       53","        27","         5","       164","        48","       139","        17","-12","12","7.0","2.25","93","6884",,,"6884",,,,,,,,,,,"45.67",,"66.3","47.9","57.2","38.7",,,,,,,,
"USW00014845","SAGINAW MBS INTERNATIONAL AIRPORT, MI US","2018","9.4","860","860","       133","        73","       53","        13","         5","       152","        45","       134","        11","-7","10","4.3","1.50","94","6829",,,"6829",,,,,,,,,,,"31.33",,"42.5","48.4","56.6","40.2",,"       220","       220",,,"52.1","63.1",
"USC00201361","CASS CITY 1 SSW, MI US","2018",,,,"       152","        81",,"        17",,,,,,,,"8.5","1.35",,,,,,,,,,,,,,,,"31.20",,"51.8",,,,,,,,,,,
"USC00202691","FARMINGTON, MI US","2018",,"783","783","       144","        86","       42","        15","         6","       166","        48","       138","        17","-7","9","5.2","2.49","94","6973",,,"6973",,,,,,,,,,,"41.80",,"36.7","47.8","56.9","38.7",,,,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018","6.9","446","446","       155","        76","      169","        40","        13","       174","        87","       112","         7","-17","22","7.7","3.20","94","8392",,,"8392",,,,,,,,,,,"30.94",,"115.6","42.9","51.8","34.1",,"       310","       330",,,"36.9","63.1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2018","7.4","717","717",,,,,"        10","       165","        36","       146","        14","-17",,,,"93","6760",,,"6760",,,,,,,,,,,,,,"48.2","58.5","38.0",,"       210","       210",,,"42.9","59.9",
"USC00201845","COVINGTON 1 NNW, MI US","2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00200758","BEULAH 7 SSW, MI US","2018",,"636","636","       157","        79","      115","        23","         3","       167","        65","       134","         7","-1","22","7.1","1.92","94","7348",,,"7348",,,,,,,,,,,"40.58",,"83.8","46.3","54.7","37.8",,,,,,,,
"USW00004847","ADRIAN LENAWEE CO AIRPORT, MI US","2018","7.6","911","911","       134","        72",,,"         8","       154","        42","       148","        14","-8",,,"2.70","95","6472",,,"6472",,,,,,,,,,,"38.95",,,"49.4","58.3","40.5",,"       320","       360",,,"38.0","55.0",
"USC00200197","AMASA 1 W, MI US","2018",,"111","111","       124","        62","      164","        27","        51","       225","       118","       105","         3","-35","19","5.4","2.10","90","9808",,,"9808",,,,,,,,,,,"26.42",,"75.6","36.2","48.8","23.6",,,,,,,,
"USC00202015","DEARBORN, MI US","2018",,"984","984","       142","        88",,,"         5","       149","        28","       142","        15","-6",,,"3.20","94","6354",,,"6354",,,,,,,,,,,"43.96",,,"49.9","58.6","41.2",,,,,,,,
"USC00202375","EAST GRAND RAPIDS, MI US","2018",,"785","785","       163","        78","       61","        24","         3","       166","        53","       137","        15","-5","10","5.0","2.07","94","6869",,,"6869",,,,,,,,,,,"43.87",,"69.0","48.1","57.1","39.1",,,,,,,,
"USC00203585","HARBOR BEACH 1 SSE, MI US","2018",,,,"       145","        85","       78","        18",,,,,,,"10","4.5","5.00",,"7538",,,"7538",,,,,,,,,,,"42.62",,"51.4",,,,,,,,,,,
"USC00207820","STANDISH 4 NE, MI US","2018",,"562","562","       132","        72",,,"        11","       172","        59","       122","         7","-13",,,"1.30","94","7411",,,"7411",,,,,,,,,,,"31.68",,,"45.8","54.3","37.3",,,,,,,,
"USC00205406","MICHIGAMME 3 WNW, MI US","2018",,,,"       150","        76","      169","        38",,,,,,,"21","9.0","2.03",,,,,,,,,,,,,,,,"33.86",,"119.6",,,,,,,,,,,
"US1MIIN0001","SARANAC 2.6 NE, MI US","2018",,,,"       157","        77","       60","        20",,,,,,,"11","6.9","2.53",,,,,,,,,,,,,,,,"41.12",,"68.4",,,,,,,,,,,
"USC00202016","DEARBORN NUMBER 2, MI US","2018",,"968","968","       128","        81","       35","        10","         2","       138","        26","       136","        17","-3","10","7.8","2.44","94",,,,,,,,,,,,,,,"42.31",,"26.8","50.3","58.5","42.1",,,,,,,,
"USC00207277","ST JAMES 4 SSW BEAVER ISLAND, MI US","2018",,,,"        91","        69","      151","        26",,,,,,,"14","8.5","2.28",,,,,,,,,,,,,,,,"32.09",,"78.5",,,,,,,,,,,
"USC00208245","TRAVERSE CITY 4.7ESE, MI US","2018",,,,"       174","        85",,,,,,,,,,,"1.51",,,,,,,,,,,,,,,,"34.65",,,,,,,,,,,,,
"USC00205097","MAPLE CITY 1 E, MI US","2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00206982","RICHMOND 4 NNW, MI US","2018",,"837","837","       141","        85","       58","        21","         8","       156","        48","       135","        14","-9","14","5.7","2.15","95","6875",,,"6875",,,,,,,,,,,"35.26",,"50.1","48.1","56.5","39.8",,,,,,,,
"USC00206184","ONAWAY 4 N, MI US","2018",,"561","561","       131","        71","      145","        26","        15","       186","        71","       128","        16","-14","21","12.0","2.17","96","8030",,,"8030",,,,,,,,,,,"29.90",,"103.3","44.4","54.5","34.2",,,,,,,,
"USC00204320","KENT CITY 2 SW, MI US","2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00202382","EAST JORDAN 2 NW, MI US","2018",,"493","493","       148","        82","      161","        35","        11","       189","        98","       123","         8","-21","21","10.8","1.77","95","8412",,,"8412",,,,,,,,,,,"38.04",,"117.0","43.1","52.0","34.3",,,,,,,,
"USC00205892","NILES, MI US","2018",,,,"       154","       101","       41","        21",,,"        30","       153","        16",,"15","6.0","2.93","93",,,,,,,,,,,,,,,"53.18",,"59.8",,"59.6",,,,,,,,,
"USC00207275","ST. IGNACE, MI US","2018",,"305","305","       119","        83","      113","        28","        11","       181","        95","        97","         0","-14","12","9.0","2.04","88","8461",,,"8461",,,,,,,,,,,"32.10",,"83.5","42.0","50.0","33.9",,,,,,,,
"USR0000MMIO","MIO MICHIGAN, MI US","2018",,"490","490",,,,,"        18","       186","        74","       129","        13","-19",,,,"98","8114",,,"8114",,,,,,,,,,,,,,"43.8","54.5","33.2",,,,,,,,
"USW00004839","HOLLAND TULIP CITY AIRPORT, MI US","2018","8.3","863","863","       136","        74",,,"         2","       142","        36","       138","        11","-4",,,"2.68","95","6377",,,"6377",,,,,,,,,,,"37.64",,,"49.7","57.7","41.8",,"       240","       240",,,"40.9","57.9",
"USC00203477","GROSSE POINTE FARMS, MI US","2018",,"745","745","       121","        87","       41","        10","         3","       142","        36","       126","        14","-4","14","6.0","2.67","95","6297",,,"6297",,,,,,,,,,,"40.45",,"28.6","48.6","56.6","40.5",,,,,,,,
"USR0000MBRR","BEAR MICHIGAN, MI US","2018",,"492","492",,,,,"         2","       167","        66","       121","         4","-1",,,,"92","7244",,,"7244",,,,,,,,,,,,,,"45.7","53.7","37.7",,,,,,,,
"USC00205533","MIO WWTP, MI US","2018",,"578","578","       141","        78","      115","        16","        15","       189","        73","       134","        14","-18","12","6.0","1.40","98","7948",,,"7948",,,,,,,,,,,"32.11",,"53.2","44.6","55.2","34.1",,,,,,,,
"USC00200089","ALBERTA FORD FOR CENTER, MI US","2018",,,,,,,,,,,,,,,,,,"9056",,,"9056",,,,,,,,,,,,,,,,,,,,,,,,
"USC00201178","CADILLAC 9 AND 10 NEWS, MI US","2018",,"478","478","       127","        74","       99","        25","         7","       183","        92","       128","         3","-12","11","5.0","1.67","92","7967",,,"7967",,,,,,,,,,,"33.08",,"56.1","44.0","52.9","35.1",,,,,,,,
"USC00201299","CARO WWTP, MI US","2018",,"688","688","       158","        84",,,"        10","       170","        60","       129","        16","-15",,,"1.56","94","6887",,,"6887",,,,,,,,,,,"31.08",,,"46.8","56.1","37.6",,,,,,,,
"USC00206507","PETOSKEY, MI US","2018",,"420","420","       156","        80",,"        37","         7","       170","        79","       105","         6","-17",,"11.0","3.21","95","7792",,,"7792",,,,,,,,,,,"36.14",,"116.6","44.0","51.2","36.8",,,,,,,,
"USC00208249","TRAVERSE CITY MUNSON, MI US","2018",,"560","560","       158","        86","      114","        32","         4","       175","        71","       128","        11","-3","20","6.6","1.50","96","7551",,,"7551",,,,,,,,,,,"35.56",,"89.8","45.3","54.3","36.4",,,,,,,,
"USC00208800","WEST BRANCH 3 SE, MI US","2018",,"486","486","       140","        87","       82","        16","        15","       187","        74","       124","         9","-19","8","6.0","1.63","95","7985",,,"7985",,,,,,,,,,,"38.38",,"42.4","44.3","54.4","34.3",,,,,,,,
"USC00206510","PETOSKEY NCMC, MI US","2018",,"484","484","       162","        82","      107","        33","        15","       185","        93","       116","         8","-24","18","10.3","2.93","96","8302",,,"8302",,,,,,,,,,,"35.15",,"111.4","43.3","51.8","34.8",,,,,,,,
"US1MIGR0001","BRECKENRIDGE 0.2 ESE, MI US","2018",,,,"       166","        74","       56","        18",,,,,,,"11","4.9","2.02",,,,,,,,,,,,,,,,"34.30",,"47.8",,,,,,,,,,,
"USC00200094","ALBION, MI US","2018",,,,,,,,,,,,,,,,,,"6959",,,"6959",,,,,,,,,,,,,,,,,,,,,,,,
"USC00205662","CENTRAL MICHIGAN UNIVERSITY, MI US","2018",,"868","868","       122","        80",,,"         3","       160","        59","       132","        25","-5",,,"2.50","98","7000",,,"7000",,,,,,,,,,,"36.87",,,"47.8","56.8","38.8",,,,,,,,
"US1MIET0005","GRAND LEDGE 0.3 NNE, MI US","2018",,,,"       147","        77","       53","        19",,,,,,,"11","4.7","1.64",,,,,,,,,,,,,,,,"34.84",,"48.7",,,,,,,,,,,
"US1MICS0005","NILES 3.5 E, MI US","2018",,,,"       164","        92",,,,,,,,,,,"2.80",,,,,,,,,,,,,,,,"50.58",,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2018","9.2","973","973","       157","        83","       62","        21","         3","       147","        43","       140","        19","-11","10","4.8","3.25","94","6504",,,"6504",,,,,,,,,,,"44.48",,"62.0","49.7","58.0","41.3",,"       240","       250",,,"47.0","55.9",
"USC00204655","LAPEER WWTP, MI US","2018",,"818","818","       154","        70","       61","        21","         6","       161","        54","       139","        19","-14","11","5.3","1.72","94","6952",,,"6952",,,,,,,,,,,"27.32",,"53.5","47.9","57.3","38.5",,,,,,,,
"USC00202598","ENGADINE MDOT, MI US","2018",,"258","258",,,,,"        23","       198","        85","       108","         0","-18",,,,"89",,,,,,,,,,,,,,,,,,"40.9","51.5","30.4",,,,,,,,
"USC00204659","LAPEER 2 W, MI US","2018",,,,,,"       94","        27",,,,,,,"20","5.3",,,,,,,,,,,,,,,,,,,"84.1",,,,,,,,,,,
"US1MIKN0081","ROCKFORD 0.9 NNE, MI US","2018",,,,"       133","        75",,,,,,,,,,,"3.50",,,,,,,,,,,,,,,,"40.57",,,,,,,,,,,,,
"US1MIWY0125","CANTON 2.7 N, MI US","2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42.13",,,,,,,,,,,,,
"USC00205195","MARSHALL, MI US","2018",,,,"       152","        83",,,,,,,,,,,"1.98",,,,,,,,,,,,,,,,"38.11",,,,,,,,,,,,,
"USC00205073","MANISTIQUE WWTP, MI US","2018",,"139","139","       118","        69","      146","        27","        17","       187","        90","        77","         0","-9","22","11.0","1.42","85","8807",,,"8807",,,,,,,,,,,"31.29",,"74.0","41.1","48.5","33.7",,,,,,,,
"USC00206840","RAPID RIVER 4 SSE, MI US","2018",,"336","336","       130","        70","      151","        26","        28","       186","        83","       103","         1","-21","18","9.6","1.41","90",,,,,,,,,,,,,,,"31.51",,"88.7","41.4","51.2","31.6",,,,,,,,
"USR0000MRAC","RACO MICHIGAN, MI US","2018",,,,,,,,"        29","       196","        89","       109","         2","-21",,,,"91",,,,,,,,,,,,,,,,,,"40.1","50.6","29.7",,,,,,,,
"USR0000MBAL","BALDWIN MICHIGAN, MI US","2018",,"566","566",,,,,"        12","       181","        58","       138","        13","-21",,,,"95","7503",,,"7503",,,,,,,,,,,,,,"45.4","56.2","34.5",,,,,,,,
"USW00054854","GAYLORD 9 SSW, MI US","2018",,"462","462","       273","       117",,,"         6","       185","       101","       118","         3","-17",,,"1.74","93","8368",,,"8368",,,,,,,,,,,"47.19",,,"43.2","51.4","34.9",,,,,,,,
