"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","HN01","HN02","HTDD","HX01","HX02","LN01","LN02","LX01","LX02","MN01","MN02","MX01","MX02","PRCP","SNOW","TAVG","TMAX","TMIN","WDF2","WDF5","WDFG","WDMV","WSF2","WSF5","WSFG"
"USW00014853","DETROIT WILLOW RUN AIRPORT, MI US","42.23666","-83.52638","215.7","2007","9.2","706","706","       144","        64",,,"         4","       140","        59","       151","        14","-8",,,"1.49","95","6441",,,"6441",,,,,,,,,,,"28.70",,"48.9","59.0","38.8","       230","       220",,,"40.0","52.1",
"USC00201492","CHEBOYGAN, MI US","45.65225","-84.47239","177.4","2007",,"401","401","       143","        74","      104","        27","        10","       151","        74","       120","         7","-10","14","7.0","0.98","95","7562",,,"7562",,,,,,,,,,,"25.95","73.5","44.9","54.4","35.4",,,,,,,
"USC00207350","SANDUSKY, MI US","43.4194","-82.8191","235.9","2007",,,,"        90","        70",,"        13",,,"        73","       137","        12",,,"3.0","1.59","98",,,,,,,,,,,,,,,"24.57","28.7",,"56.5",,,,,,,,
"USW00014858","HANCOCK HOUGHTON CO AIRPORT, MI US","47.16594","-88.48076","323.9","2007","10.3","282","282","       133","        52",,,"        16","       162","       101","        96","         4","-12",,,"3.58","92","8596",,,"8596",,,,,,,,,,,"29.17",,"41.9","50.6","33.1","       340","       340",,,"47.0","59.9",
"USC00205050","MANCHESTER, MI US","42.1508","-84.0236","294.1","2007",,,,"       129","        66",,"        13",,,,,,,,"8.0","1.35",,,,,,,,,,,,,,,,"29.86","42.0",,,,,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","44.73895","-85.5679","185.2","2007","6.5","622","622","       152","        54",,,"         2","       147","        71","       139","        14","-2",,,"0.79","96","7108",,,"7108",,,,,,,,,,,"18.31",,"47.1","56.4","37.7","       310","       310",,,"36.0","48.1",
"USC00201818","CORUNNA 2 NE, MI US","42.9986","-84.0744","232.3","2007",,"581","581","       131","        67",,,"         8","       148","        61","       146","        12","-6",,,"2.02","95","6847",,,"6847",,,,,,,,,,,"35.80",,"47.6","57.3","37.8",,,,,,,
"USR0000MELK","ELKHORN MICHIGAN, MI US","45.9536","-86.4053","219.5","2007",,"314","314",,,,,"        25","       169","        83","       116","         5","-14",,,,"94","8214",,,"8214",,,,,,,,,,,,,"43.3","53.6","33.0",,,,,,,
"USW00094871","BENTON HARBOR, MI US","42.12894","-86.41518","195.4","2007","7.8","662","662","       152","        80",,,"         0","       133","        49","       158","         9","2",,,"2.74","94","6099",,,"6099",,,,,,,,,,,"39.85",,"49.9","59.1","40.6","       260","       240",,,"40.9","67.1",
"USC00200166","ALPENA 10 NW, MI US","45.1627","-83.5905","225.6","2007",,"391","391","       133","        72","      118","        31","        17","       162","        85","       132","        12","-15","18","7.1","1.86","96","7823",,,"7823",,,,,,,,,,,"25.97","100.2","44.1","54.9","33.4",,,,,,,
"USC00200842","BLISSFIELD 1 NNE, MI US","41.84","-83.8608","210.3","2007",,"659","659","       135","        68","       44","         6","        12","       138","        58","       156","        13","-14","10","9.0","1.45","94","6370",,,"6370",,,,,,,,,,,"37.76","22.3","48.6","58.8","38.3",,,,,,,
"USC00205065","MANISTEE 3 SE, MI US","44.2113","-86.2938","204.2","2007",,"626","626",,,,,"         2","       133","        67","       145","         4","-1",,,,"91","6451",,,"6451",,,,,,,,,,,,,"48.7","57.4","40.0",,,,,,,
"USC00206158","OLD MISSION 3 SSW, MI US","44.9215","-85.5161","199.9","2007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00207364","SAULT STE MARIE, MI US","46.4866","-84.4089","192.0","2007",,"308","308","       186","        88","      129","        46","        38","       174","        90","       112","         7","-23","22","6.0","2.29","97","8717",,,"8717",,,,,,,,,,,"32.70","129.3","41.7","52.2","31.2",,,,,,,
"USC00204090","IRON MTN KINGSFORD WWTP, MI US","45.7858","-88.0841","326.4","2007",,,,,,,,,,,,,,,,,,"8215",,,"8215",,,,,,,,,,,,,,,,,,,,,,
"USC00203529","HALE LOUD DAM, MI US","44.4633","-83.7216","221.9","2007",,"472","472","        85","        65",,"        14","        20","       168","        82","       140","         9","-17",,"8.0","1.50","94",,,,,,,,,,,,,,,"26.51","58.1","44.9","56.3","33.5",,,,,,,
"USC00203769","HESPERIA 4 WNW, MI US","43.5908","-86.1056","237.7","2007",,"553","553","       114","        71","      109","        28","        14","       157","        58","       146","        15","-18","18","5.1","1.62","96","6922",,,"6922",,,,,,,,,,,"25.98","83.9","47.2","58.8","35.7",,,,,,,
"USW00014826","FLINT FCWOS, MI US","42.96684","-83.74996","234.8","2007","8.9","701","701","       137","        67","       79","        20","         8","       142","        62","       150","        14","-7","6","6.6","2.18","95","6659",,,"6659",,,,,,,,,,,"30.96","57.0","48.5","58.4","38.6","       270","       290",,,"36.9","47.0",
"USW00014828","GLADWIN, MI US","43.9758","-84.4908","236.2","2007",,"551","551","       107","        64",,"        23","        14","       155","        73","       148","        13","-13",,"6.0","1.45","96","6995",,,"6995",,,,,,,,,,,"28.63","65.9","46.5","57.8","35.2",,,,,,,
"USC00201343","CASEVILLE, MI US","43.9416","-83.2669","181.4","2007",,"548","548",,,,,"         7","       125","        65","       135","         8","-3",,,,"94","6370",,,"6370",,,,,,,,,,,,,"47.5","57.0","38.0",,,,,,,
"USC00201225","CANTON, MI US","42.32","-83.4561","205.4","2007",,"1125","1125","       132","        82","       58","        10","         4","       134","        38","       175","        48","-5","9","8.7","2.30","98","5580",,,"5580",,,,,,,,,,,"41.06","31.6","52.2","63.4","41.0",,,,,,,
"USC00201468","CHARLEVOIX, MI US","45.3172","-85.2672","180.7","2007",,"474","474","       156","        69",,"        40","         3","       129","        72","       117","         4","-2",,"6.5","1.16","93","7082",,,"7082",,,,,,,,,,,"27.09","114.5","46.7","54.1","39.3",,,,,,,
"USC00205822","NEWPORT 4 SSE, MI US","41.9497","-83.28","176.2","2007",,"806","806","       122","        66","       45","         7","         5","       120","        49","       149","         9","-3","9","8.6","1.43","94","6203",,,"6203",,,,,,,,,,,"34.66","32.2","50.3","59.0","41.7",,,,,,,
"USC00208417","VANDERBILT 11 ENE, MI US","45.1702","-84.4397","275.8","2007",,"322","322",,,,,"        30","       194","        81","       132","        11","-21",,,,"94","8472",,,"8472",,,,,,,,,,,,,"42.5","55.0","30.1",,,,,,,
"USC00208779","WEST BLOOMFIELD, MI US","42.5413","-83.343","271.3","2007",,,,"       140","        72","       70","        13",,,,,,,"9","4.0","1.99",,,,,,,,,,,,,,,,"32.49","31.2",,,,,,,,,,
"USC00203096","GAYLORD, MI US","45.0332","-84.7113","401.7","2007",,"458","458","       110","        85","      115","        55","        16","       160","        88","       131","         3","-13","27","9.0","2.03","91","7651",,,"7651",,,,,,,,,,,"34.61","163.0","44.6","54.6","34.7",,,,,,,
"USC00203099","GAYLORD 9 SSW, MI US","44.90715","-84.71891","447.4","2007",,"435","435","       178","        97","      127","        53","        14","       165","        95","       115","         3","-9","19","9.1","1.60","91","8048",,,"8048",,,,,,,,,,,"33.02","175.0","43.9","52.9","34.8",,,,,,,
"USW00014833","JACKSON REYNOLDS FIELD, MI US","42.26373","-84.45644","295.9","2007","7.4","680","680","       136","        61",,,"         8","       138","        62","       155","        11","-8",,,"1.72","96","6406",,,"6406",,,,,,,,,,,"30.11",,"49.0","58.8","39.1","       220","        60",,,"36.9","68.0",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2007","8.5","747","747","       135","        62","       74","        13","         5","       137","        61","       148","        12","-8","6","6.2","2.53","96","6605",,,"6605",,,,,,,,,,,"31.39","45.0","48.7","57.9","39.5","       240","       240",,,"40.9","57.9",
"USW00094898","PORT HOPE, MI US","44.021772","-82.792932","180.0","2007","7.4","547","547","       142","        73",,,"         4","       124","        72","       117","         4","-3",,,"1.50","92","6797",,,"6797",,,,,,,,,,,"37.02",,"47.6","54.4","40.8","        30","       290",,,"38.0","59.9",
"USC00207690","SOUTH HAVEN, MI US","42.4014","-86.2826","179.8","2007",,,,,,,,,,,,,,,,,,"5503",,,"5503",,,,,,,,,,,,,,,,,,,,,,
"USW00094899","COPPER HARBOR, MI US","47.467386","-87.875032","185.0","2007","9.8","214","214","       144","        58",,,"         3","       141","        89","        72","         1","-8",,,"1.31","93","7690",,,"7690",,,,,,,,,,,"25.57",,"43.2","50.0","36.5","        50","        40",,,"51.0","64.0",
"USC00202328","DURAND WWTP, MI US","42.9269","-83.9894","234.7","2007",,"725","725","       128","        69","       64","        18","         5","       137","        60","       153","        18","-8","6","3.0","1.75","98","6146",,,"6146",,,,,,,,,,,"34.33","36.8","48.3","58.9","37.6",,,,,,,
"USW00094893","IRON MOUNTAIN FORD AIRPORT, MI US","45.81339","-88.11292","343.2","2007","6.9","443","443","        72","        34",,,"        34","       178","        91","       127","        10","-19",,,"1.68","95","8313",,,"8313",,,,,,,,,,,"13.20",,"43.1","54.5","31.6","       210","       280",,,"36.9","51.0",
"USW00014838","MARQUETTE, MI US","46.5458","-87.3795","186.8","2007",,"359","359","       148","        74","      112","        32","         6","       135","        93","        95","         6","-10","20","11.7","2.07","95","7691",,,"7691",,,,,,,,,,,"29.30","109.5","44.0","51.1","37.0",,,,,,,
"USC00201476","CHARLOTTE, MI US","42.5499","-84.825","274.9","2007",,"631","631",,,,,"         6","       148","        66","       149","         8","-10",,,,"95","6553",,,"6553",,,,,,,,,,,,,"47.8","57.7","37.9",,,,,,,
"USC00200146","ALMA, MI US","43.38686","-84.64818","221.9","2007",,"750","750","       138","        68","       94","        15","         9","       139","        62","       152","        23","-8","10","6.5","1.28","98","6680",,,"6680",,,,,,,,,,,"30.17","42.2","48.7","59.3","38.1",,,,,,,
"USC00201238","CAPAC 2 N, MI US","43.048","-82.9238","248.4","2007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00202445","EAU CLAIRE 4 NE, MI US","42.0153","-86.243","256.0","2007",,,,,,,,,,,,,,,,,,"5737",,,"5737",,,,,,,,,,,,,,,,,,,,,,
"USC00206007","NORTHPORT 2 W, MI US","45.1322","-85.6472","227.4","2007",,"433","433","       159","        67",,"        37","         2","       122","        73","       114","         2","-1",,"7.5","1.13","90",,,,,,,,,,,,,,,"23.06","101.2","46.6","54.1","39.1",,,,,,,
"USR0000MSEN","SENEY MICHIGAN, MI US","46.2403","-85.9428","221.3","2007",,"274","274",,,,,"        17","       168","        87","       109","         4","-16",,,,"94","8143",,,"8143",,,,,,,,,,,,,"42.9","52.7","33.1",,,,,,,
"USC00204502","LAKE CITY EXPERIMENTAL FARM, MI US","44.3088","-85.205","374.9","2007",,"410","410","       156","        71","      118","        32","        20","       165","        79","       136","         7","-9","17","10.5","1.45","97","7710",,,"7710",,,,,,,,,,,"27.94","100.9","44.4","55.6","33.2",,,,,,,
"USC00206012","NW MICHIGAN RESEARCH FARM, MI US","44.883","-85.6752","249.9","2007",,"714","714","       167","        71","      124","        56","         2","       129","        77","       130","        11","-3","17","8.0","1.31","95","6835",,,"6835",,,,,,,,,,,"24.74","143.2","48.0","55.5","40.5",,,,,,,
"USC00207222","SAGINAW NUMBER 3, MI US","43.4122","-83.9561","182.9","2007",,"770","770","       113","        73",,"        16","         5","       137","        56","       160","        27","-18",,"5.2","2.03","97","6089",,,"6089",,,,,,,,,,,"30.89","35.7","48.8","60.0","37.6",,,,,,,
"USW00014840","MUSKEGON CO AIRPORT, MI US","43.17111","-86.23685","190.3","2007","9.4","645","645","       151","        71","       93","        29","         0","       129","        55","       140","         3","1","20","7.1","1.59","91","6389",,,"6389",,,,,,,,,,,"28.73","93.6","49.2","57.5","40.8","       180","       190",,,"55.9","78.1",
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","45.5644","-84.79291","215.3","2007","7.6","319","319","       131","        59",,,"        25","       183","        80","       126","         8","-20",,,"0.99","93","8044",,,"8044",,,,,,,,,,,"20.87",,"43.7","55.2","32.1","       310","       200",,,"45.0","66.9",
"USC00205168","MARLETTE, MI US","43.3308","-83.0663","249.9","2007",,"509","509","        90","        58","       81","        11","         8","       150","        77","       138","        10","-7","8","5.0","1.72","95","7051",,,"7051",,,,,,,,,,,"22.80","26.9","46.6","56.6","36.6",,,,,,,
"USC00203661","HASTINGS, MI US","42.64208","-85.28819","250.2","2007",,"637","637","       147","        81","       87","        29","         4","       140","        60","       153","        11","-15","11","6.0","3.00","96","6471",,,"6471",,,,,,,,,,,"40.80","71.0","48.3","58.7","37.8",,,,,,,
"USC00204078","IONIA 2 SSW, MI US","42.953","-85.0777","245.4","2007",,"670","670","       143","        74","       88","        20","         5","       141","        70","       142","         9","-10","10","5.8","1.31","94","6830",,,"6830",,,,,,,,,,,"32.04","54.4","47.9","57.4","38.4",,,,,,,
"USW00014845","SAGINAW MBS INTERNATIONAL AIRPORT, MI US","43.52808","-84.08133","201.7","2007","8.9","694","694","       126","        62",,"        19","         8","       134","        68","       150","        16","-7",,"7.0","2.42","95","6780",,,"6780",,,,,,,,,,,"28.69","51.1","48.1","57.7","38.4","       220","       220",,,"44.1","57.9",
"USC00201361","CASS CITY 1 SSW, MI US","43.5861","-83.1805","212.8","2007",,"506","506","       117","        76",,,"        12","       157","        73","       145","         7","-12",,,"1.21","93","7038",,,"7038",,,,,,,,,,,"29.25",,"46.6","57.1","36.0",,,,,,,
"USC00202691","FARMINGTON, MI US","42.4669","-83.3625","219.5","2007",,"726","726","       123","        66",,"        10","         5","       142","        64","       148","        13","-6",,"7.0","1.57","96","6592",,,"6592",,,,,,,,,,,"32.91","32.0","48.7","58.4","39.0",,,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","46.47998","-84.35809","219.8","2007","7.4","268","268","       171","        74","      129","        43","        26","       151","        93","        99","         3","-18","22","7.8","1.97","94","8424",,,"8424",,,,,,,,,,,"30.19","130.1","42.4","51.4","33.5","       230","       220",,,"33.1","47.0",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","42.22393","-83.73983","250.6","2007","7.6","570","570","       140","        54",,,"         8","       148","        60","       152","        13","-12",,,"1.24","96","6672",,,"6672",,,,,,,,,,,"25.18",,"48.0","58.9","37.0","       230","       220",,,"40.9","66.0",
"USC00200758","BEULAH 7 SSW, MI US","44.5316","-86.1311","235.6","2007",,"596","596","       165","        85","      101","        34","         2","       140","        66","       137","         6","-2","20","8.2","1.85","92","6924",,,"6924",,,,,,,,,,,"28.42","101.6","47.7","56.5","38.8",,,,,,,
"USW00004847","ADRIAN LENAWEE CO AIRPORT, MI US","41.86784","-84.07946","244.1","2007","7.4","794","794","       143","        62",,,"         6","       135","        58","       161","        17","-9",,,"2.06","96","6132",,,"6132",,,,,,,,,,,"34.09",,"49.7","59.4","40.0","       290","        90",,,"36.0","78.1",
"USC00202015","DEARBORN, MI US","42.31917","-83.23839","184.4","2007",,,,"       120","        70","       60","         7",,,"        45","       162","        21",,"7","7.0","1.71","98",,,,,,,,,,,,,,,"32.46","22.9",,"61.2",,,,,,,,
"USC00203585","HARBOR BEACH 1 SSE, MI US","43.8322","-82.6427","181.4","2007",,"348","348","       127","        72","       97","        17","         9","       149","        81","       108","         2","-7","11","4.5","1.88","92","7524",,,"7524",,,,,,,,,,,"29.76","39.6","45.0","53.0","37.1",,,,,,,
"USC00207820","STANDISH 4 NE, MI US","44.0126","-83.8977","187.5","2007",,"464","464","       109","        66","       92","        17","        21","       166","        67","       138","        17","-15","12","5.5","1.09","98","7028",,,"7028",,,,,,,,,,,"24.94","49.4","45.8","57.5","34.2",,,,,,,
"USC00202016","DEARBORN NUMBER 2, MI US","42.3469","-83.1736","184.4","2007",,"894","894","       129","        66","       52","         7","         3","       133","        47","       160","        24","-3","7","5.4","3.23","97",,,,,,,,,,,,,,,"36.11","27.8","50.6","60.7","40.6",,,,,,,
"USC00207277","ST JAMES 4 SSW BEAVER ISLAND, MI US","45.6911","-85.5463","204.8","2007",,,,"       102","        65","      107","        22",,,,,,,"14","8.6","1.50",,,,,,,,,,,,,,,,"29.14","69.0",,,,,,,,,,
"USC00202381","EAST JORDAN, MI US","45.15179","-85.1324","178.9","2007",,"573","573","       157","        69","      116","        46","        12","       155","        64","       149","        18","-12","18","8.3","1.26","97","6907",,,"6907",,,,,,,,,,,"24.94","142.0","47.1","58.8","35.4",,,,,,,
"USC00205097","MAPLE CITY 1 E, MI US","44.855","-85.8352","243.5","2007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00206982","RICHMOND 4 NNW, MI US","42.8783","-82.7958","233.2","2007",,"697","697","       131","        74","       74","        12","         8","       138","        69","       140","        17","-9","13","11.8","2.37","97",,,,,,,,,,,,,,,"33.78","49.0","47.9","57.3","38.6",,,,,,,
"USC00201052","BROWN CITY, MI US","43.2172","-82.9905","246.9","2007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00206184","ONAWAY 4 N, MI US","45.4108","-84.2233","227.1","2007",,"585","585","       153","        76","      111","        28","        19","       156","        75","       149","        15","-17","14","6.4","2.66","94","7334",,,"7334",,,,,,,,,,,"26.69","92.3","46.2","57.3","35.1",,,,,,,
"USC00204320","KENT CITY 2 SW, MI US","43.1994","-85.7717","256.0","2007",,,,,,,"        26",,,,,,,,"5.0",,,,,,,,,,,,,,,,,,"64.0",,,,,,,,,,
"USC00207274","ST IGNACE MACKINAC B, MI US","45.8488","-84.7227","181.4","2007",,"351","351",,,,,"         9","       127","        76","       110","         0","-7",,,,"87","7230",,,"7230",,,,,,,,,,,,,"45.2","53.2","37.3",,,,,,,
"USC00205892","NILES, MI US","41.8405","-86.2658","198.1","2007",,,,"       143","        82",,"        15",,,,,,,,"3.9","2.55",,,,,,,,,,,,,,,,"48.70","37.9",,,,,,,,,,
"USR0000MMIO","MIO MICHIGAN, MI US","44.6761","-84.1283","320.0","2007",,"395","395",,,,,"        27","       182","        80","       135","         9","-18",,,,"98","7910",,,"7910",,,,,,,,,,,,,"44.1","55.9","32.2",,,,,,,
"USW00004839","HOLLAND TULIP CITY AIRPORT, MI US","42.74634","-86.09677","206.5","2007","8.5","812","812","       157","        72",,,"         0","       123","        47","       151","        14","1",,,"1.97","94","5840",,,"5840",,,,,,,,,,,"27.80",,"50.6","59.6","41.7","       240","       210",,,"44.1","77.0",
"USC00203477","GROSSE POINTE FARMS, MI US","42.4077","-82.8891","186.8","2007",,,,"       103","        66",,"         7",,,"        59","       141","        10",,,"5.2","1.98","96",,,,,,,,,,,,,,,"31.43","23.1",,"58.1",,,,,,,,
"USR0000MBRR","BEAR MICHIGAN, MI US","44.8019","-86.0508","289.9","2007",,"581","581",,,,,"         2","       132","        67","       132","         3","-2",,,,"91","6756",,,"6756",,,,,,,,,,,,,"47.9","56.1","39.8",,,,,,,
"USC00205533","MIO WWTP, MI US","44.6466","-84.1158","316.1","2007",,"465","465","       152","        64","      120","        27","        21","       176","        77","       145","        12","-19","14","6.8","3.65","95",,,,,,,,,,,,,,,"30.13","73.0","44.7","56.6","32.9",,,,,,,
"USC00200089","ALBERTA FORD FOR CENTER, MI US","46.6448","-88.4812","399.3","2007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00201299","CARO WWTP, MI US","43.4838","-83.3919","210.3","2007",,"642","642","       121","        76",,"        17","         9","       145","        65","       143","        17","-10",,"10.5","1.40","96",,,,,,,,,,,,,,,"29.55","53.8","47.7","58.0","37.4",,,,,,,
"USC00206507","PETOSKEY, MI US","45.3725","-84.9766","182.6","2007",,"434","434","       158","        82",,"        51","         6","       134","        76","       108","         5","-6",,"13.0","1.24","93",,,,,,,,,,,,,,,"30.06","165.8","45.8","53.6","38.0",,,,,,,
"USC00208249","TRAVERSE CITY MUNSON, MI US","44.7607","-85.6443","193.5","2007",,"630","630","       178","        72","      112","        38","         3","       142","        70","       136","         8","-2","17","8.4","1.07","94","7106",,,"7106",,,,,,,,,,,"25.69","114.3","47.1","55.9","38.3",,,,,,,
"USC00208800","WEST BRANCH 3 SE, MI US","44.2541","-84.2011","269.7","2007",,"439","439","       133","        71","      110","        25","        19","       172","        79","       142","         9","-15","15","9.0","1.36","95","7696",,,"7696",,,,,,,,,,,"30.68","81.7","44.7","56.4","33.0",,,,,,,
"USC00208920","WHITEFISH POINT, MI US","46.7475","-84.9857","189.6","2007",,"224","224","       186","        90","      136","        53","        11","       157","        86","        93","         0","-11","28","8.1","2.20","88",,,,,,,,,,,,,,,"33.82","151.5","43.0","51.3","34.6",,,,,,,
"USC00206510","PETOSKEY NCMC, MI US","45.3613","-84.9512","228.0","2007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00202395","EAST LANSING 4 S, MI US","42.67417","-84.485","268.2","2007",,,,,,,"        11",,,,,,,,"6.0",,,,,,,,,,,,,,,,,,"26.7",,,,,,,,,,
"USC00205662","CENTRAL MICHIGAN UNIVERSITY, MI US","43.5859","-84.7694","242.3","2007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00207280","SAINT JOHNS, MI US","43.0113","-84.5541","226.5","2007",,"656","656","       128","        72","       72","        19","         4","       136","        65","       151","        13","-8","8","8.0","1.92","96","6580",,,"6580",,,,,,,,,,,"31.38","48.3","48.2","58.1","38.3",,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","42.8821","-85.52297","240.3","2007","9.2","935","935","       161","        77","       92","        27","         4","       133","        56","       153","        21","-12","15","11.3","2.34","97","6383",,,"6383",,,,,,,,,,,"32.84","97.4","50.2","59.3","41.0","       250","       200",,,"51.9","64.0",
"USC00204655","LAPEER WWTP, MI US","43.0608","-83.3074","249.9","2007",,,,,,,,,,,,,,,,,,"6823",,,"6823",,,,,,,,,,,,,,,,,,,,,,
"USC00201940","DAGGETT 4 W, MI US","45.468","-87.6836","234.7","2007",,,,,,,"         5",,,,,,,,"8.0",,,,,,,,,,,,,,,,,,"18.5",,,,,,,,,,
"USC00205073","MANISTIQUE WWTP, MI US","45.9512","-86.2513","182.9","2007",,"182","182",,,"      104","        33","        13","       138","        80","        76","         0","-13","26","10.0",,"86","8183",,,"8183",,,,,,,,,,,,"76.3","43.7","51.4","36.0",,,,,,,
"USC00201150","BURTON 4 N, MI US","43.0675","-83.5919","230.7","2007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000MRAC","RACO MICHIGAN, MI US","46.25","-84.5833","274.3","2007",,,,,,,,,,,,,,,,,,"8606",,,"8606",,,,,,,,,,,,,,,,,,,,,,
"USW00004854","GAYLORD OTSEGO CO AIRPORT, MI US","45.01657","-84.68942","405.9","2007","7.2","397","397","       160","        76",,,"        17","       163","        89","       118","         3","-15",,,"1.64","92","8042",,,"8042",,,,,,,,,,,"28.19",,"43.8","53.4","34.3","       230","       280",,,"40.0","51.0",
"USW00094850","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","46.5313","-87.5491","431.3","2007",,"370","370","       166","        82","      155","        54","        34","       175","       110","       104","         4","-17","33","24.0","4.29","92","8885",,,"8885",,,,,,,,,,,"38.68","253.9","41.3","50.8","31.7",,,,,,,
"USC00200864","BLOOMINGDALE, MI US","42.3838","-85.9626","224.3","2007",,,,"       149","        94",,"        44",,,"        52","       162","        25",,,"10.0","1.64","96",,,,,,,,,,,,,,,"38.25","164.5",,"60.5",,,,,,,,
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","45.0716","-83.56451","208.3","2007","7.2","424","424","       137","        75","      126","        29","        20","       160","        83","       134","         9","-17","18","5.8","2.59","95","7720",,,"7720",,,,,,,,,,,"26.93","96.8","44.7","55.1","34.2","        90","       100",,,"38.0","49.0",
"USC00200194","AMASA, MI US","46.22889","-88.44444","445.0","2007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00204793","LINDEN WWTP, MI US","42.8133","-83.8038","263.0","2007",,"625","625","       123","        67",,"         7","         6","       136","        66","       140","         9","-9",,"5.0","1.93","92","6578",,,"6578",,,,,,,,,,,"31.92","22.9","47.9","57.0","38.7",,,,,,,
"USC00202250","DOWAGIAC 1 W, MI US","41.9856","-86.132","225.6","2007",,"695","695","       127","        88",,"        24","         7","       144","        63","       157","         7","-5",,"8.0","3.07","94","6366",,,"6366",,,,,,,,,,,"44.95","69.5","49.0","58.7","39.4",,,,,,,
