"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","HN01","HN02","HTDD","HX01","HX02","LN01","LN02","LX01","LX02","MN01","MN02","MX01","MX02","PRCP","SNOW","TAVG","TMAX","TMIN","WDF2","WDF5","WDFG","WDMV","WSF2","WSF5","WSFG"
"USC00207103","ROMEO, MI US","42.7794","-82.9391","213.4","2006",,"585","585","       139","        87","       16","         6","         1","       123","        22","       124","        10","0","3","6.0","2.21","96",,,,,,,,,,,,,,,"41.75","17.1","50.0","60.1","40.0",,,,,,,
"USC00205168","MARLETTE, MI US","43.3308","-83.0663","249.9","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203661","HASTINGS, MI US","42.64208","-85.28819","250.2","2006",,"554","554","       155","        87","       42","        13","         2","       131","        22","       132","        11","0","6","6.5","1.62","96","6243",,,"6243",,,,,,,,,,,"43.65","41.3","49.4","59.3","39.6",,,,,,,
"USC00204078","IONIA 2 SSW, MI US","42.953","-85.0777","245.4","2006",,"567","567","       144","        77","       47","         8","         2","       130","        32","       128","        12","-2","6","6.4","2.19","94","6408",,,"6408",,,,,,,,,,,"38.11","33.2","48.9","57.9","39.9",,,,,,,
"USW00014845","SAGINAW MBS INTERNATIONAL AIRPORT, MI US","43.52808","-84.08133","201.7","2006",,"576","576","       134","        74",,"        11","         1","       131","        37","       123","         8","0",,"8.5","2.48","97","6430",,,"6430",,,,,,,,,,,"37.50","32.3","48.9","57.7","40.1",,,,,,,
"USC00207220","SAGINAW 9 W, MI US","43.4099","-84.1316","195.1","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00201361","CASS CITY 1 SSW, MI US","43.5861","-83.1805","212.8","2006",,"421","421","       144","        77",,,"         2","       145","        33","       127","         7","0",,,"1.52","95","6640",,,"6640",,,,,,,,,,,"37.46",,"47.6","57.4","37.8",,,,,,,
"USC00202691","FARMINGTON, MI US","42.4669","-83.3625","219.5","2006",,"607","607","       143","        89","       15","         6","         0","       136","        26","       129","         9","2","3","2.7","2.00","97","6171",,,"6171",,,,,,,,,,,"37.19","13.3","49.7","59.0","40.4",,,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","46.47998","-84.35809","219.8","2006","7.4","229","229","       148","        81","      113","        31","         7","       163","        68","       104","         3","-4","27","8.7","1.18","92","7872",,,"7872",,,,,,,,,,,"28.88","96.1","43.8","52.2","35.5","       240","       310",,,"34.9","46.1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","42.22393","-83.73983","250.6","2006","7.6","447","447","       156","        74",,,"         1","       142","        25","       129","         7","-1",,,"1.81","93","6236",,,"6236",,,,,,,,,,,"35.29",,"48.9","59.1","38.6","       230","       230",,,"53.0","64.0",
"USC00200758","BEULAH 7 SSW, MI US","44.5316","-86.1311","235.6","2006",,"414","414","       164","        89","       68","        19","         1","       133","        34","       117","         6","0","17","15.7","3.09","95","6568",,,"6568",,,,,,,,,,,"41.05","83.5","47.9","56.5","39.3",,,,,,,
"USW00004847","ADRIAN LENAWEE CO AIRPORT, MI US","41.86784","-84.07946","244.1","2006","7.4","686","686","       139","        68",,,"         0","       115","        16","       143","        12","4",,,"1.55","96",,,,,,,,,,,,,,,"35.04",,"51.5","60.7","42.3","       230","       280",,,"38.0","49.0",
"USC00200197","AMASA 1 W, MI US","46.2347","-88.4544","448.1","2006",,,,"       112","        53",,"        25",,,,,,,,"15.0","1.50",,,,,,,,,,,,,,,,"26.42","103.9",,,,,,,,,,
"USC00203585","HARBOR BEACH 1 SSE, MI US","43.8322","-82.6427","181.4","2006",,"335","335","       147","        82","       56","        13","         0","       141","        43","        85","         5","1","7","7.0","1.43","95","7123",,,"7123",,,,,,,,,,,"35.48","33.1","46.2","53.5","38.9",,,,,,,
"USC00207820","STANDISH 4 NE, MI US","44.0126","-83.8977","187.5","2006",,"421","421","       115","        86","       57","        10","         3","       150","        30","       124","        10","-2","11","9.0","2.78","96","6637",,,"6637",,,,,,,,,,,"37.57","33.0","47.3","57.7","36.9",,,,,,,
"USC00202016","DEARBORN NUMBER 2, MI US","42.3469","-83.1736","184.4","2006",,,,"       139","        87","       12","         4",,,,,,,"5","2.0","2.01",,,,,,,,,,,,,,,,"40.58","8.5",,,,,,,,,,
"USC00207277","ST JAMES 4 SSW BEAVER ISLAND, MI US","45.6911","-85.5463","204.8","2006",,"294","294","       108","        78","       97","        19","         0","       128","        46","       105","         0","1","18","6.9","2.25","87","6498",,,"6498",,,,,,,,,,,"35.47","54.6","46.7","54.2","39.3",,,,,,,
"USC00202381","EAST JORDAN, MI US","45.15179","-85.1324","178.9","2006",,"455","455","       145","        79","       88","        30","         6","       139","        28","       139","        14","-3","18","6.8","1.95","99","6297",,,"6297",,,,,,,,,,,"33.32","110.0","48.2","59.6","36.8",,,,,,,
"USC00205097","MAPLE CITY 1 E, MI US","44.855","-85.8352","243.5","2006",,,,,,"       81","        19",,,,,,,"16","9.7",,,,,,,,,,,,,,,,,,"79.8",,,,,,,,,,
"USC00206982","RICHMOND 4 NNW, MI US","42.8783","-82.7958","233.2","2006",,,,,,,,,,,,,,,,,,"6398",,,"6398",,,,,,,,,,,,,,,,,,,,,,
"USC00201052","BROWN CITY, MI US","43.2172","-82.9905","246.9","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00205531","MIO HYDRO PLANT, MI US","44.6613","-84.1316","292.6","2006",,"434","434",,,,,"         9","       148","        21","       126","        11","-5",,,,"97","6484",,,"6484",,,,,,,,,,,,,"47.4","58.2","36.6",,,,,,,
"USC00206184","ONAWAY 4 N, MI US","45.4108","-84.2233","227.1","2006",,"457","457","       152","        68","      107","        23","         6","       158","        42","       136","        14","-5","20","7.3","2.15","98","6929",,,"6929",,,,,,,,,,,"29.83","79.7","47.1","57.6","36.7",,,,,,,
"USC00204320","KENT CITY 2 SW, MI US","43.1994","-85.7717","256.0","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00207274","ST IGNACE MACKINAC B, MI US","45.8488","-84.7227","181.4","2006",,"346","346",,,,,"         1","       137","        44","       101","         0","-1",,,,"89","6713",,,"6713",,,,,,,,,,,,,"46.5","53.5","39.4",,,,,,,
"USC00205892","NILES, MI US","41.8405","-86.2658","198.1","2006",,,,"       144","        81","       10","         6",,,,,,,"5","5.0","2.47",,,,,,,,,,,,,,,,"44.64","19.9",,,,,,,,,,
"USR0000MMIO","MIO MICHIGAN, MI US","44.6761","-84.1283","320.0","2006",,"319","319",,,,,"        10","       173","        43","       122","         8","-7",,,,"96","7437",,,"7437",,,,,,,,,,,,,"45.2","56.0","34.4",,,,,,,
"USW00004839","HOLLAND TULIP CITY AIRPORT, MI US","42.74634","-86.09677","206.5","2006","8.1","657","657","       161","        77",,,"         0","       104","        24","       125","         9","2",,,"2.16","94","5899",,,"5899",,,,,,,,,,,"40.22",,"50.9","59.3","42.6","       260","       250",,,"40.0","51.0",
"USC00203913","HOPE 3 SW, MI US","43.73","-84.3702","199.6","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34.5",,,,,,,,,,
"USR0000MBRR","BEAR MICHIGAN, MI US","44.8019","-86.0508","289.9","2006",,"437","437",,,,,"         0","       124","        30","       113","         3","1",,,,"93","6225",,,"6225",,,,,,,,,,,,,"48.3","55.9","40.8",,,,,,,
"USC00200089","ALBERTA FORD FOR CENTER, MI US","46.6448","-88.4812","399.3","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00201299","CARO WWTP, MI US","43.4838","-83.3919","210.3","2006",,,,"       135","        84",,"        12",,,,,,,,"8.0","2.10",,"6093",,,"6093",,,,,,,,,,,"36.86","35.6",,,,,,,,,,
"USC00206507","PETOSKEY, MI US","45.3725","-84.9766","182.6","2006",,,,"       150","        83",,"        35",,,"        43","        98","         5",,,"9.0","1.89","97","6626",,,"6626",,,,,,,,,,,"34.79","101.9",,"54.3",,,,,,,,
"USC00208249","TRAVERSE CITY MUNSON, MI US","44.7607","-85.6443","193.5","2006",,"488","488","       167","        81","       63","        15","         1","       138","        38","       121","         8","0","10","9.8","2.14","99","6633",,,"6633",,,,,,,,,,,"33.80","54.6","47.9","56.2","39.6",,,,,,,
"USC00208800","WEST BRANCH 3 SE, MI US","44.2541","-84.2011","269.7","2006",,"357","357","       140","        77","       65","         9","         3","       172","        29","       126","        10","-2","7","5.8","1.62","97","6929",,,"6929",,,,,,,,,,,"34.62","32.2","46.4","57.3","35.4",,,,,,,
"USC00208920","WHITEFISH POINT, MI US","46.7475","-84.9857","189.6","2006",,,,"       168","        76","      122","        30","         0","       146","        56","        88","         0","1","30","6.6","0.96","88","7320",,,"7320",,,,,,,,,,,"23.45","92.8","44.0","51.8","36.2",,,,,,,
"USC00202395","EAST LANSING 4 S, MI US","42.67417","-84.485","268.2","2006",,,,"       105","        65",,"         4",,,,,,,,"4.0","1.72",,,,,,,,,,,,,,,,"32.39","20.0",,,,,,,,,,
"USC00200094","ALBION, MI US","42.24941","-84.7732","285.0","2006",,,,"       130","        86",,"         0",,,,,,,,"0.1","1.83",,,,,,,,,,,,,,,,"37.94","0.2",,,,,,,,,,
"USC00205662","CENTRAL MICHIGAN UNIVERSITY, MI US","43.5859","-84.7694","242.3","2006",,,,,,,,,,,,,,,,,,"6297",,,"6297",,,,,,,,,,,,,,,,,,,,,,
"USC00207280","SAINT JOHNS, MI US","43.0113","-84.5541","226.5","2006",,"571","571","       146","        76",,"        11","         2","       126","        27","       126","        11","-1",,"5.5","2.54","95",,,,,,,,,,,,,,,"36.94","25.8","49.4","58.5","40.2",,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","42.8821","-85.52297","240.3","2006","9.4","676","676","       147","        85","       36","        15","         0","       123","        29","       131","        11","1","5","4.4","2.96","95","6105",,,"6105",,,,,,,,,,,"44.41","37.2","50.2","58.9","41.4","       240","       220",,,"44.1","55.0",
"USC00204655","LAPEER WWTP, MI US","43.0608","-83.3074","249.9","2006",,"519","519","       149","        88","       33","         9","         2","       137","        30","       130","        10","0","7","6.0","2.39","97","6410",,,"6410",,,,,,,,,,,"41.73","25.6","48.8","58.1","39.5",,,,,,,
"USC00201940","DAGGETT 4 W, MI US","45.468","-87.6836","234.7","2006",,,,,,,"         6",,,,,,,,"6.0",,,,,,,,,,,,,,,,,,"18.3",,,,,,,,,,
"USC00204659","LAPEER 2 W, MI US","43.05733","-83.36032","255.1","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00205073","MANISTIQUE WWTP, MI US","45.9512","-86.2513","182.9","2006",,"178","178",,,,"        19","         3","       167","        51","        81","         1","-10",,"6.0",,"92","7737",,,"7737",,,,,,,,,,,,"49.6","43.8","51.8","35.9",,,,,,,
"USC00201150","BURTON 4 N, MI US","43.0675","-83.5919","230.7","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000MRAC","RACO MICHIGAN, MI US","46.25","-84.5833","274.3","2006",,"193","193",,,,,"        15","       182","        66","       104","         3","-14",,,,"94","8374",,,"8374",,,,,,,,,,,,,"42.3","52.4","32.1",,,,,,,
"USR0000MBAL","BALDWIN MICHIGAN, MI US","43.8933","-85.8506","253.6","2006",,"436","436",,,,,"         3","       158","        28","       130","        10","-2",,,,"97","6723",,,"6723",,,,,,,,,,,,,"47.5","58.2","36.8",,,,,,,
"USW00004854","GAYLORD OTSEGO CO AIRPORT, MI US","45.01657","-84.68942","405.9","2006","6.7","318","318","       177","        77",,,"         6","       173","        69","       115","         6","-7",,,"1.65","96","7621",,,"7621",,,,,,,,,,,"32.81",,"44.7","53.7","35.7","       220","        30",,,"36.9","176.0",
"USC00202804","FILION 5 NNW, MI US","43.9158","-83.083","193.5","2006",,,,,,"       46","         6","         1","       138",,,,"-2","9","5.5",,,,,,,,,,,,,,,,,,"25.4",,,"38.3",,,,,,,
"USW00094850","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","46.5313","-87.5491","431.3","2006",,"285","285","       158","        82","      137","        45","        10","       191","        82","        96","         7","-17","35","15.6","3.15","96","8460",,,"8460",,,,,,,,,,,"32.31","170.1","42.4","51.8","33.1",,,,,,,
"USC00200864","BLOOMINGDALE, MI US","42.3838","-85.9626","224.3","2006",,,,"       134","        88",,"        21",,,"        18","       134","        14",,,"12.0","2.70","98",,,,,,,,,,,,,,,"44.39","73.5",,"60.4",,,,,,,,
"USC00207812","STAMBAUGH 2 SSE, MI US","46.0555","-88.6275","442.0","2006",,"178","178","       125","        66","      116","        20","        30","       212","        84","       115","         6","-24","20","6.5","1.58","96","8867",,,"8867",,,,,,,,,,,"24.27","55.8","40.3","52.7","28.0",,,,,,,
