"STATION","NAME","DATE","AWND","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","HN01","HN02","HTDD","HX01","HX02","LN01","LN02","LX01","LX02","MN01","MN02","MX01","MX02","PRCP","PSUN","SNOW","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WDFG","WDMV","WSF2","WSF5","WSFG"
"USC00206583","PICKFORD 3 NE, MI US","2015",,,,,,,,,,,,,,,,,,"9359",,,"9359",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014814","ALPENA WASTEWATER PLANT, MI US","2015",,"505","505","       168","        67","       76","        13","        23","       120","        68","       109","         6","-16","15","8.0","1.26","94","8164",,,"8164",,,,,,,,,,,"25.41",,"37.7","46.3","53.9","38.6",,,,,,,,
"USC00204280","KEARSARGE, MI US","2015",,,,"       121","        94",,,,,,,,,,,"1.52",,,,,,,,,,,,,,,,"34.22",,,,,,,,,"       225",,,,"32.0"
"USC00208080","TECUMSEH, MI US","2015",,,,,,,,,,"        51","       141","        12",,,,,"93","6950",,,"6950",,,,,,,,,,,,,,,"60.4",,,,,,,,,
"USC00202308","DUNDEE, MI US","2015",,"634","634","       120","        69",,,"        21","       127","        56","       145","         5","-15",,,"2.02","91","7109",,,"7109",,,,,,,,,,,"33.51",,,"48.7","58.5","38.9",,,,,,,,
"USC00203518","GWINN SHAG LAKE, MI US","2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203639","HARVEY, MI US","2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.08",,,,,,,,,,,,,
"USC00205816","NEWBERRY CORRECTIONAL FACILITY, MI US","2015",,"245","245","       137","        84",,,"        39","       153","        84","        99","         0","-27",,,"1.18","89","9260",,,"9260",,,,,,,,,,,"29.83",,,"41.4","50.5","32.3",,,,,,,,
"USC00200925","BOYNE FALLS, MI US","2015",,"609","609","       134","        82","       82","        25","        28","       151","        74","       140","        12","-28","12","7.0","1.86","95","8110",,,"8110",,,,,,,,,,,"33.34",,"67.1","46.1","56.8","35.3",,,,,,,,
"USW00014815","BATTLE CREEK KELLOGG AIRPORT, MI US","2015","8.9",,,"       121","        69",,,,,,,,,,,"1.78",,"6860",,,"6860",,,,,,,,,,,"33.55",,,,,,,"       230","       230",,,"38.9","53.0",
"USC00203632","HART 3 WSW, MI US","2015",,"388","388","       151","        83","       78","        28","        17","       138","        62","       128","         1","-13","23","6.0","1.81","90",,,,,,,,,,,,,,,"37.15",,"74.7","46.6","56.3","36.9",,,,,,,,
"USW00014817","CADILLAC, MI US","2015",,"378","378","       164","        78",,,"        29","       154","        72","       122","         1","-27",,,"1.97","92","8636",,,"8636",,,,,,,,,,,"33.98",,,"44.1","54.2","34.1",,,,,,,,
"USC00202783","FIFE LAKE 2 WNW, MI US","2015",,"238","238","       147","        85","       84","        17","        37","       177","        80","       114","         1","-29","19","5.2","1.57","91","9208",,,"9208",,,,,,,,,,,"33.01",,"51.1","42.2","52.9","31.5",,,,,,,,
"USC00202423","EAST TAWAS, MI US","2015",,"298","298","       107","        63","       78","         7","        28","       158","        63","       119","         0","-22","11","5.8","2.08","89","8369",,,"8369",,,,,,,,,,,"28.83",,"35.2","44.4","54.9","33.9",,,,,,,,
"USC00207684","SOUTH BOARDMAN 2 W, MI US","2015",,,,"       131","        83","       89","        27",,,,,,,"20","7.4","1.48",,"8331",,,"8331",,,,,,,,,,,"35.09",,"85.6",,,,,,,,,,,
"USC00208774","WELLSTON 1 N, MI US","2015",,"412","412","       156","        91","       88","        31","        20","       160","        64","       135","         4","-30","22","14.2","2.01","95","8099",,,"8099",,,,,,,,,,,"36.98",,"103.6","45.7","56.8","34.7",,,,,,,,
"USR0000MDOE","DOE LAKE MICHIGAN, MI US","2015",,,,,,,,,,,,,,,,,,"10087",,,"10087",,,,,,,,,,,,,,,,,,,,,,,,
"US1MIKN0039","WYOMING 0.5 NNE, MI US","2015",,,,"       142","        79",,,,,,,,,,,"2.20",,,,,,,,,,,,,,,,"32.29",,,,,,,,,,,,,
"USC00209188","YALE 1 NNW, MI US","2015",,,,"       120","        69",,,,,"        60","       123","         3",,,,"2.72","93",,,,,,,,,,,,,,,"30.95",,,,"56.5",,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2015","8.3","785","785","       112","        57",,,"         6","       107","        47","       144","         5","-10",,,"1.55","91",,,,,,,,,,,,,,,"24.54",,,"50.5","59.1","42.0",,"       230","       280",,,"36.9","53.9",
"USC00208772","WELLSTON TIPPY DAM, MI US","2015",,,,"       138","        83",,,,,,,,,,,"2.21",,,,,,,,,,,,,,,,"35.81",,,,,,,,,,,,,
"USW00014824","ESCANABA, MI US","2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1MIHL0001","LITCHFIELD 0.3 ENE, MI US","2015",,,,"       140","        66",,,,,,,,,,,"1.90",,,,,,,,,,,,,,,,"31.11",,,,,,,,,,,,,
"USC00204258","KALKASKA 11 SE, MI US","2015",,"219","219","       152","        77","       88","        23","        36","       186","        81","       117","         0","-33","14","12.0","1.39","89","9223",,,"9223",,,,,,,,,,,"34.76",,"72.7","41.9","52.9","31.0",,,,,,,,
"USC00207407","SCOTTVILLE 2 SE, MI US","2015",,,,,,"       86","        23",,,,,,,"22","11.8",,,,,,,,,,,,,,,,,,,"77.3",,,,,,,,,,,
"US1MILN0007","ADRIAN 5.2 NE, MI US","2015",,,,"       135","        69",,,,,,,,,,,"3.04",,,,,,,,,,,,,,,,"36.10",,,,,,,,,,,,,
"US1MIMK0001","LAKE CITY 5.0 SSW, MI US","2015",,,,"       162","        70",,,,,,,,,,,"2.66",,,,,,,,,,,,,,,,"33.78",,,,,,,,,,,,,
"USC00204257","KALKASKA, MI US","2015",,"315","315","       145","        78","       89","        24","        37","       173","        78","       117","         2","-29","20","8.1","1.53","92","9049",,,"9049",,,,,,,,,,,"30.99",,"73.0","42.7","53.3","32.1",,,,,,,,
"US1MIMB0009","NEW BALTIMORE 0.4 SSE, MI US","2015",,,,"       139","        65",,,,,,,,,,,"2.31",,,,,,,,,,,,,,,,"30.28",,,,,,,,,,,,,
"US1MIMB0007","SHELBY 0.4 SSE, MI US","2015",,,,"       110","        65",,,,,,,,,,,"1.96",,,,,,,,,,,,,,,,"30.61",,,,,,,,,,,,,
"USC00205591","MORAN, MI US","2015",,"216","216","       149","        78","      115","        25","        48","       169","        79","       107","         1","-28","19","8.2","1.83","91","9551",,,"9551",,,,,,,,,,,"33.50",,"69.2","41.4","51.9","30.9",,,,,,,,
"USC00206680","PORT HURON, MI US","2015",,,,"       127","        72","       58","        15","         9","       107",,,,"-14","16","6.7","2.04",,,,,,,,,,,,,,,,"33.40",,"37.8",,,"41.0",,,,,,,,
"USC00203295","GRAND HAVEN WASTEWATER PLANT, MI US","2015",,"345","345","       103","        75","       72","        21","        12","       128","        57","       120","         0","-13","15","8.1","2.64","88","7401",,,"7401",,,,,,,,,,,"34.87",,"57.5","47.0","55.6","38.4",,,,,,,,
"USC00207891","STEVENSVILLE 1 SE, MI US","2015",,,,"       142","        80","       76","        26",,,,,,,"22","9.0","1.19",,,,,,,,,,,,,,,,"36.42",,"77.3",,,,,,,,,,,
"USC00208184","THREE RIVERS, MI US","2015",,"529","529","       143","        71","       67","        12","        21","       132","        56","       143","         4","-17","12","9.5","3.78","90","7256",,,"7256",,,,,,,,,,,"37.05",,"43.6","48.2","58.4","38.1",,,,,,,,
"USC00207096","ROGERS CITY HOEFT SP, MI US","2015",,"320","320",,,"       83","        22","        27","       150","        75","       108","         2","-17","13","8.0",,"93","8656",,,"8656",,,,,,,,,,,,,"48.3","43.9","53.0","34.8",,,,,,,,
"US1MIKN0008","GRAND RAPIDS 3.1 NNE, MI US","2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34.47",,,,,,,,,,,,,
"US1MIWS0031","DEXTER 2.2 SE, MI US","2015",,,,"       149","        74",,,,,,,,,,,"3.00",,,,,,,,,,,,,,,,"37.40",,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","2015",,"551","551","       162","        72",,,"        23","       138","        57","       147","         8","-18",,,"1.96","92","7290",,,"7290",,,,,,,,,,,"34.73",,,"48.0","59.0","37.0",,,,,,,,
"USR0000MWAT","WATERSMEET MICHIGAN, MI US","2015",,"252","252",,,,,"        39","       187","        80","       109","         2","-31",,,,"91","9425",,,"9425",,,,,,,,,,,,,,"41.4","52.4","30.5",,,,,,,,
"USC00203858","HOLLAND, MI US","2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00200342","ATLANTA, MI US","2015",,"262","262",,,"       78","        15","        41","       191","        74","       125","         6","-33","12","9.0",,"93","9312",,,"9312",,,,,,,,,,,,,"43.9","41.9","54.4","29.5",,,,,,,,
"USC00201675","COLDWATER ST SCHOOL, MI US","2015",,"528","528","       139","        75","       71","        19","        18","       131","        60","       145","         0","-15","13","13.0","1.67","89","7297",,,"7297",,,,,,,,,,,"36.22",,"52.8","48.3","58.0","38.6",,,,,,,,
"USC00204944","LOWELL, MI US","2015",,,,"       104","        74",,,,,,,,,,,"2.22",,,,,,,,,,,,,,,,"35.11",,,,,,,,,,,,,
"USC00201435","CLARKSBURG, MI US","2015",,"152","152","       146","        64","      129","        30","        49","       217","        87","       112","         4","-38","26","5.4","1.35","93","10595",,,"10595",,,,,,,,,,,"25.28",,"70.4","38.6","51.3","25.8",,,,,,,,
"USC00202094","DETOUR VILLAGE, MI US","2015",,"212","212","       124","        63","       95","        20","        36","       151","        85","        79","         1","-23","15","8.0","1.80","90","9429",,,"9429",,,,,,,,,,,"28.99",,"51.5","41.7","49.5","33.9",,,,,,,,
"US1MIHG0006","CALUMET 5.8 ENE, MI US","2015",,,,"       170","        83",,,,,,,,,,,"1.49",,,,,,,,,,,,,,,,"30.34",,,,,,,,,,,,,
"US1MIKN0014","GRANDVILLE 1.3 WSW, MI US","2015",,,,"       164","        85","       80","        19",,,,,,,"15","11.7","2.27",,,,,,,,,,,,,,,,"38.38",,"73.7",,,,,,,,,,,
"USC00203188","GLENNIE 2 SE, MI US","2015",,"192","192","        93","        60",,"        10","        37","       175","        68","       117","         0","-29",,"5.5","1.90","89","9069",,,"9069",,,,,,,,,,,"27.77",,"27.5","42.2","53.7","30.8",,,,,,,,
"US1MIKN0011","LOWELL 1.4 ESE, MI US","2015",,,,"       128","        71",,,,,,,,,,,"1.94",,,,,,,,,,,,,,,,"35.51",,,,,,,,,,,,,
