"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","HN01","HN02","HTDD","HX01","HX02","LN01","LN02","LX01","LX02","MN01","MN02","MX01","MX02","PRCP","SNOW","TAVG","TMAX","TMIN","WDF2","WDF5","WDFG","WDMV","WSF2","WSF5","WSFG"
"USC00208202","TIPTON 2 WNW, MI US","42.0283","-84.1108","295.7","2008",,"493","493","       151","        80","       86","        27","         6","       144","        56","       147","         4","-5","10","9.8","3.96","92","5952",,,"5952",,,,,,,,,,,"41.14","82.6","47.6","58.1","37.1",,,,,,,
"USW00014853","DETROIT WILLOW RUN AIRPORT, MI US","42.23666","-83.52638","215.7","2008",,"581","581","       155","        74",,,"         3","       149","        57","       145","         8","-2",,,"2.20","94","6592",,,"6592",,,,,,,,,,,"32.04",,"47.7","58.0","37.5",,,,,,,
"USC00201492","CHEBOYGAN, MI US","45.65225","-84.47239","177.4","2008",,"212","212","       173","        77","      131","        43","        14","       165","        76","       104","         0","-12","25","9.0","1.65","89","7831",,,"7831",,,,,,,,,,,"32.64","111.1","43.2","52.4","33.9",,,,,,,
"USC00207350","SANDUSKY, MI US","43.4194","-82.8191","235.9","2008",,"369","369","       145","        99","       85","        23","         3","       155","        70","       124","         1","-6","15","11.0","2.10","91","7137",,,"7137",,,,,,,,,,,"36.10","65.3","45.6","54.4","36.7",,,,,,,
"USW00014858","HANCOCK HOUGHTON CO AIRPORT, MI US","47.16594","-88.48076","323.9","2008","9.8","126","126","       170","        53",,,"        30","       185","       114","        76","         1","-18",,,"1.46","91","9338",,,"9338",,,,,,,,,,,"17.49",,"39.1","47.6","30.6","       300","       310",,,"42.9","53.9",
"USC00208680","WATERSMEET, MI US","46.2778","-89.1742","484.6","2008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00205050","MANCHESTER, MI US","42.1508","-84.0236","294.1","2008",,,,"       151","        84",,"        26",,,,,,,,"8.4","2.46",,,,,,,,,,,,,,,,"35.04","76.3",,,,,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","44.73895","-85.5679","185.2","2008","6.3","366","366","       164","        69",,,"         5","       158","        76","       123","         3","-7",,,"1.41","93","7341",,,"7341",,,,,,,,,,,"29.63",,"45.3","54.2","36.5","       260","       250",,,"36.0","49.0",
"USC00201818","CORUNNA 2 NE, MI US","42.9986","-84.0744","232.3","2008",,,,"       149","        86","       82","        26",,,,,,,"12","6.7","2.74",,"6829",,,"6829",,,,,,,,,,,"35.63","78.6",,,,,,,,,,
"USR0000MELK","ELKHORN MICHIGAN, MI US","45.9536","-86.4053","219.5","2008",,"162","162",,,,,"        32","       170","        76","        93","         0","-15",,,,"86","8181",,,"8181",,,,,,,,,,,,,"41.4","51.6","31.2",,,,,,,
"USW00094871","BENTON HARBOR, MI US","42.12894","-86.41518","195.4","2008",,,,"       162","        84",,,,,,,,,,,"4.78",,,,,,,,,,,,,,,,"42.74",,,,,,,,,,,
"USC00200166","ALPENA 10 NW, MI US","45.1627","-83.5905","225.6","2008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00200842","BLISSFIELD 1 NNE, MI US","41.84","-83.8608","210.3","2008",,"494","494","       145","        75","       61","        13","         4","       155","        62","       139","         6","-4","7","7.3","4.79","93","6760",,,"6760",,,,,,,,,,,"38.78","47.8","47.0","57.3","36.7",,,,,,,
"USC00205065","MANISTEE 3 SE, MI US","44.2113","-86.2938","204.2","2008",,,,,,,,,,,,,,,,,,"6653",,,"6653",,,,,,,,,,,,,,,,,,,,,,
"USC00206158","OLD MISSION 3 SSW, MI US","44.9215","-85.5161","199.9","2008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00207364","SAULT STE MARIE, MI US","46.4866","-84.4089","192.0","2008",,"128","128","       192","       104","      152","        59","        52","       180","        99","        84","         0","-17","25","7.9","1.14","89","9167",,,"9167",,,,,,,,,,,"37.07","175.1","39.3","49.5","29.2",,,,,,,
"USC00204090","IRON MTN KINGSFORD WWTP, MI US","45.7858","-88.0841","326.4","2008",,,,"       132","        63","      131","        26",,,,,,,"21","7.0","1.06",,,,,,,,,,,,,,,,"24.57","83.3",,,,,,,,,,
"USC00203529","HALE LOUD DAM, MI US","44.4633","-83.7216","221.9","2008",,"275","275",,,,"        27","        23","       184","        68","       114","         0","-16",,"5.3",,"89","7762",,,"7762",,,,,,,,,,,,"69.1","43.0","54.4","31.6",,,,,,,
"USC00203769","HESPERIA 4 WNW, MI US","43.5908","-86.1056","237.7","2008",,"317","317","       144","        91","      133","        39","        14","       180","        58","       137","         2","-13","25","11.0","2.69","92","7288",,,"7288",,,,,,,,,,,"38.39","144.4","45.0","56.5","33.5",,,,,,,
"USW00014826","FLINT FCWOS, MI US","42.96684","-83.74996","234.8","2008","8.9","525","525","       153","        82","       91","        29","         6","       152","        62","       140","         6","-6","11","12.4","2.63","93","6559",,,"6559",,,,,,,,,,,"34.40","98.5","47.5","57.5","37.4","       240","       300",,,"40.0","53.9",
"USC00200497","BARAGA 7 NW, MI US","46.8208","-88.6064","198.7","2008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014828","GLADWIN, MI US","43.9758","-84.4908","236.2","2008",,"330","330","       141","        93","      124","        35","        20","       167","        61","       133","         1","-9","20","8.0","2.35","90","7475",,,"7475",,,,,,,,,,,"37.69","102.0","44.6","55.7","33.5",,,,,,,
"USC00201343","CASEVILLE, MI US","43.9416","-83.2669","181.4","2008",,,,"       138","        86",,"        32",,,"        55","       128","         4",,,"10.0","1.72","93",,,,,,,,,,,,,,,"34.61","81.3",,"56.1",,,,,,,,
"USC00201225","CANTON, MI US","42.32","-83.4561","205.4","2008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00202437","EATON RAPIDS, MI US","42.518","-84.6521","265.2","2008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00201468","CHARLEVOIX, MI US","45.3172","-85.2672","180.7","2008",,"321","321","       163","        99","      133","        52","         5","       141","        77","       101","         2","-2","18","6.0","2.04","91","7440",,,"7440",,,,,,,,,,,"36.24","141.1","44.8","52.0","37.6",,,,,,,
"USC00205822","NEWPORT 4 SSE, MI US","41.9497","-83.28","176.2","2008",,,,"       140","        69","       65","        22",,,,,,,"9","6.5","2.45",,"6213",,,"6213",,,,,,,,,,,"33.07","70.7",,,,,,,,,,
"USC00208417","VANDERBILT 11 ENE, MI US","45.1702","-84.4397","275.8","2008",,"167","167",,,,,"        33","       199","        88","       113","         1","-19",,,,"90","8642",,,"8642",,,,,,,,,,,,,"40.5","52.4","28.7",,,,,,,
"USC00208779","WEST BLOOMFIELD, MI US","42.5413","-83.343","271.3","2008",,,,"       158","        92","       96","        27",,,,,,,"12","7.7","3.37",,,,,,,,,,,,,,,,"39.68","72.5",,,,,,,,,,
"USC00203096","GAYLORD, MI US","45.0332","-84.7113","401.7","2008",,"267","267","       185","        92","      146","        58","        22","       175","        99","       106","         1","-9","20","7.9","1.63","90","8055",,,"8055",,,,,,,,,,,"34.15","164.1","42.3","51.6","33.0",,,,,,,
"USC00203099","GAYLORD 9 SSW, MI US","44.90715","-84.71891","447.4","2008",,"220","220","       197","       110","      145","        62","        16","       174","       109","       102","         0","-6","23","8.8","1.67","89","8378",,,"8378",,,,,,,,,,,"41.92","201.5","41.8","50.6","33.0",,,,,,,
"USW00014833","JACKSON REYNOLDS FIELD, MI US","42.26373","-84.45644","295.9","2008","7.4","526","526","       154","        78",,,"         3","       147","        62","       146","         4","-8",,,"2.80","92","6529",,,"6529",,,,,,,,,,,"35.73",,"48.0","57.8","38.1","       280",,,,"38.9",,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2008","8.5","522","522","       155","        75","       87","        26","         4","       147","        69","       136","         3","-6","11","8.2","2.73","92","6758",,,"6758",,,,,,,,,,,"36.61","86.4","47.3","56.6","38.0","       260","       260",,,"49.0","63.1",
"USW00094898","PORT HOPE, MI US","44.021772","-82.792932","180.0","2008",,,,"       166","        83",,,,,,,,,,,"2.22",,,,,,,,,,,,,,,,"37.28",,,,,,,,,,,
"USW00094899","COPPER HARBOR, MI US","47.467386","-87.875032","185.0","2008",,"150","150","       157","        63",,,"         3","       162","        97","        60","         0","-4",,,"1.19","88","8678",,,"8678",,,,,,,,,,,"21.74",,"41.3","47.9","34.6","       350","        10",,,"48.1","59.9",
"USC00202328","DURAND WWTP, MI US","42.9269","-83.9894","234.7","2008",,"484","484","       146","        79","       82","        27","         5","       155","        56","       142","         6","-7","10","7.2","2.68","93","6581",,,"6581",,,,,,,,,,,"38.52","87.4","46.7","57.4","36.1",,,,,,,
"USW00094893","IRON MOUNTAIN FORD AIRPORT, MI US","45.81339","-88.11292","343.2","2008","6.7","211","211","        97","        32",,,"        45","       189","        96","       111","         2","-22",,,"0.93","91","8943",,,"8943",,,,,,,,,,,"10.98",,"40.3","51.6","29.0","       310","       330",,,"36.9","48.1",
"USC00201476","CHARLOTTE, MI US","42.5499","-84.825","274.9","2008",,"414","414",,,,"        30","         8","       155","        65","       134","         2","-6",,"7.0",,"90","7007",,,"7007",,,,,,,,,,,,"81.5","46.1","55.9","36.3",,,,,,,
"USC00201238","CAPAC 2 N, MI US","43.048","-82.9238","248.4","2008",,,,,,,"        39",,,,,,,,"16.0",,,,,,,,,,,,,,,,,,"111.9",,,,,,,,,,
"USC00202445","EAU CLAIRE 4 NE, MI US","42.0153","-86.243","256.0","2008",,"817","817","       171","       106","       97","        53","         2","       134","        47","       155","         9","-6","14","11.0","3.79","96",,,,,,,,,,,,,,,"48.68","166.0","50.0","59.5","40.5",,,,,,,
"USC00206007","NORTHPORT 2 W, MI US","45.1322","-85.6472","227.4","2008",,,,"       173","        81","      136","        41",,,"        76","        98","         0",,"16","8.3","2.15","89",,,,,,,,,,,,,,,"31.62","114.9",,"51.9",,,,,,,,
"USR0000MSEN","SENEY MICHIGAN, MI US","46.2403","-85.9428","221.3","2008",,"111","111",,,,,"        30","       171","        78","        90","         0","-18",,,,"86","8377",,,"8377",,,,,,,,,,,,,"41.0","50.6","31.4",,,,,,,
"USC00204502","LAKE CITY EXPERIMENTAL FARM, MI US","44.3088","-85.205","374.9","2008",,"229","229","       172","        93","      136",,"        31","       180","        74","       124","         0","-15","21",,"5.09","88","8125",,,"8125",,,,,,,,,,,"41.76",,"42.7","53.7","31.6",,,,,,,
"USC00206012","NW MICHIGAN RESEARCH FARM, MI US","44.883","-85.6752","249.9","2008",,"432","432","       170","        77","      139","        71","         4","       142","        84","       116","         3","-2","18","8.0","1.88","92","7184",,,"7184",,,,,,,,,,,"31.22","162.1","45.7","53.0","38.4",,,,,,,
"USC00207222","SAGINAW NUMBER 3, MI US","43.4122","-83.9561","182.9","2008",,"550","550","       137","        86","       93","        25","         5","       152","        56","       140","         4","-5","16","13.8","2.20","92","6685",,,"6685",,,,,,,,,,,"38.30","80.1","47.4","57.2","37.6",,,,,,,
"USW00014840","MUSKEGON CO AIRPORT, MI US","43.17111","-86.23685","190.3","2008","9.2","386","386","       169","       102","      101","        49","         5","       137","        64","       128","         0","-5","22","11.2","3.25","89","6711",,,"6711",,,,,,,,,,,"46.01","172.1","47.1","55.5","38.6","       230","       200",,,"47.0","61.1",
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","45.5644","-84.79291","215.3","2008","7.2","168","168","       151","        72",,,"        29","       188","        85","       111","         1","-23",,,"1.10","90","8304",,,"8304",,,,,,,,,,,"27.07",,"41.5","52.4","30.6","       240","       230",,,"38.9","55.0",
"USC00207225","SAGINAW 5 W, MI US","43.4172","-84.0641","179.8","2008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00205168","MARLETTE, MI US","43.3308","-83.0663","249.9","2008",,"328","328","       110","        75","       81","        19","         4","       155","        70","       119","         2","-7","12","7.5","2.05","90","6925",,,"6925",,,,,,,,,,,"35.74","51.5","45.2","54.8","35.6",,,,,,,
"USC00203661","HASTINGS, MI US","42.64208","-85.28819","250.2","2008",,"401","401","       166","        97","      100","        43","         7","       160","        60","       140","         2","-7","15","9.0","4.91","92","6994",,,"6994",,,,,,,,,,,"50.77","126.4","46.2","56.6","35.8",,,,,,,
"USC00204078","IONIA 2 SSW, MI US","42.953","-85.0777","245.4","2008",,"445","445","       148","        85","      101","        33","         7","       159","        70","       136","         1","-7","14","8.4","2.44","91","7085",,,"7085",,,,,,,,,,,"35.78","98.3","46.0","55.7","36.3",,,,,,,
"USW00014845","SAGINAW MBS INTERNATIONAL AIRPORT, MI US","43.52808","-84.08133","201.7","2008","8.7","468","468","       149","        78",,"        29","         3","       143","        69","       134","         2","-5",,"12.0","2.60","92","6895",,,"6895",,,,,,,,,,,"33.55","102.5","46.7","56.0","37.4","       260","       250",,,"46.1","59.9",
"USC00201361","CASS CITY 1 SSW, MI US","43.5861","-83.1805","212.8","2008",,"321","321","       144","        86",,"        24","        11","       157","        60","       129","         1","-6",,"11.5","2.43","91","7120",,,"7120",,,,,,,,,,,"37.73","74.9","45.3","55.6","34.9",,,,,,,
"USC00202691","FARMINGTON, MI US","42.4669","-83.3625","219.5","2008",,"540","540","       136","        85","       75","        24","         3","       149","        62","       136","         6","-2","10","5.4","3.15","93","6742",,,"6742",,,,,,,,,,,"36.55","64.1","47.2","57.1","37.3",,,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","46.47998","-84.35809","219.8","2008","7.2","111","111","       188","        98","      151","        53","        31","       168","       101","        81","         0","-12","25","8.5","1.19","87","8575",,,"8575",,,,,,,,,,,"34.95","174.4","40.8","49.3","32.3","       290","       280",,,"38.9","61.1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","42.22393","-83.73983","250.6","2008","7.8","444","444","       161","        77",,,"         4","       153","        52","       145","         8","-13",,,"2.28","93","6796",,,"6796",,,,,,,,,,,"30.32",,"46.9","58.0","35.8","       320","       250",,,"47.0","61.1",
"USC00200758","BEULAH 7 SSW, MI US","44.5316","-86.1311","235.6","2008",,"375","375","       179","        90","      129","        49","         4","       148","        68","       124","         2","-4","18","8.1","2.96","91","7061",,,"7061",,,,,,,,,,,"41.72","134.7","45.8","54.6","37.1",,,,,,,
"USW00004847","ADRIAN LENAWEE CO AIRPORT, MI US","41.86784","-84.07946","244.1","2008","7.8","585","585","       163","        83",,,"         3","       144","        55","       149","         5","-3",,,"4.36","93","6340",,,"6340",,,,,,,,,,,"40.28",,"48.0","57.8","38.3","       230","       240",,,"46.1","55.9",
"USC00202015","DEARBORN, MI US","42.31917","-83.23839","184.4","2008",,,,"       135","        82",,"        19","         2","       133",,,,"0",,"7.0","2.12",,,,,,,,,,,,,,,,"36.33","62.5",,,"39.1",,,,,,,
"USC00203585","HARBOR BEACH 1 SSE, MI US","43.8322","-82.6427","181.4","2008",,"241","241","       153","        99","      108","        24","         4","       151","        77","        93","         0","-5","12","12.0","2.22","87","7655",,,"7655",,,,,,,,,,,"43.26","65.9","43.9","51.6","36.2",,,,,,,
"USC00207820","STANDISH 4 NE, MI US","44.0126","-83.8977","187.5","2008",,"291","291","       128","        83","      106","        33","        20","       174","        66","       124","         0","-10","15","6.0","2.34","89","7505",,,"7505",,,,,,,,,,,"32.15","87.9","44.0","55.2","32.8",,,,,,,
"USC00205406","MICHIGAMME 3 WNW, MI US","46.5453","-88.18","521.2","2008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00202016","DEARBORN NUMBER 2, MI US","42.3469","-83.1736","184.4","2008",,"729","729","       159","        89","       65","        17","         0","       137","        41","       148","        14","3","9","7.4","2.39","95","6082",,,"6082",,,,,,,,,,,"40.94","58.2","49.4","59.4","39.3",,,,,,,
"USC00207277","ST JAMES 4 SSW BEAVER ISLAND, MI US","45.6911","-85.5463","204.8","2008",,"183","183","       116","        89","      135","        42","        11","       155","        80","        88","         0","-4","20","14.0","2.13","86","7653",,,"7653",,,,,,,,,,,"36.73","148.2","43.6","51.1","36.2",,,,,,,
"USC00202381","EAST JORDAN, MI US","45.15179","-85.1324","178.9","2008",,"321","321","       165","        92","      133","        55","        12","       157","        60","       133","         4","-13","18","11.2","1.65","92","7011",,,"7011",,,,,,,,,,,"33.26","186.5","45.4","56.3","34.5",,,,,,,
"USC00205097","MAPLE CITY 1 E, MI US","44.855","-85.8352","243.5","2008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00206982","RICHMOND 4 NNW, MI US","42.8783","-82.7958","233.2","2008",,"450","450","       146","        95","       86","        27","         5","       148","        63","       126","         5","-8","18","9.7","2.63","93","6930",,,"6930",,,,,,,,,,,"40.59","78.2","46.3","55.6","37.1",,,,,,,
"USC00201052","BROWN CITY, MI US","43.2172","-82.9905","246.9","2008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00206184","ONAWAY 4 N, MI US","45.4108","-84.2233","227.1","2008",,"313","313","       169","        80","      139","        43","        14","       170","        72","       125","         4","-15","17","6.0","1.57","92","7591",,,"7591",,,,,,,,,,,"32.73","126.0","44.2","54.5","33.8",,,,,,,
"USC00204320","KENT CITY 2 SW, MI US","43.1994","-85.7717","256.0","2008",,,,,,"       97","        43",,,,,,,"14","6.0",,,,,,,,,,,,,,,,,,"103.0",,,,,,,,,,
"USC00207274","ST IGNACE MACKINAC B, MI US","45.8488","-84.7227","181.4","2008",,"176","176",,,,,"        10","       156","        70","        85","         0","-5",,,,"84","7449",,,"7449",,,,,,,,,,,,,"43.2","50.9","35.4",,,,,,,
"USC00205892","NILES, MI US","41.8405","-86.2658","198.1","2008",,,,"       170","       117","       86","        35",,,,,,,"15","9.5","5.60",,,,,,,,,,,,,,,,"53.38","89.7",,,,,,,,,,
"USR0000MMIO","MIO MICHIGAN, MI US","44.6761","-84.1283","320.0","2008",,"222","222",,,,,"        26","       188","        75","       120","         0","-18",,,,"89","7993",,,"7993",,,,,,,,,,,,,"42.5","54.0","31.1",,,,,,,
"USC00206060","NUNICA 4 W, MI US","43.0975","-86.0894","192.0","2008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004839","HOLLAND TULIP CITY AIRPORT, MI US","42.74634","-86.09677","206.5","2008","8.1","540","540","       149","        95",,,"         1","       129","        54","       138","         3","-2",,,"4.03","91","6253",,,"6253",,,,,,,,,,,"48.76",,"48.6","57.2","40.1","        50","       290",,,"84.1","235.1",
"USC00203913","HOPE 3 SW, MI US","43.73","-84.3702","199.6","2008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203477","GROSSE POINTE FARMS, MI US","42.4077","-82.8891","186.8","2008",,,,"       119","        74","       63","        23",,,"        60","       125","         7",,"10","5.0","2.41","92",,,,,,,,,,,,,,,"36.56","60.0",,"56.1",,,,,,,,
"USC00205533","MIO WWTP, MI US","44.6466","-84.1158","316.1","2008",,"275","275","       181","        87","      131","        30","        31","       188","        71","       126","         1","-16","17","4.7","2.34","90","7967",,,"7967",,,,,,,,,,,"36.14","79.4","43.0","54.5","31.4",,,,,,,
"USC00200089","ALBERTA FORD FOR CENTER, MI US","46.6448","-88.4812","399.3","2008",,"175","175",,,,,"        43","       181","       111","        89","         0","-20",,,,"88",,,,,,,,,,,,,,,,,"38.8","48.6","29.1",,,,,,,
"USC00201299","CARO WWTP, MI US","43.4838","-83.3919","210.3","2008",,"397","397","       137","       104","       81","        26","        10","       155","        66","       129","         2","-7","15","5.0","2.65","92","6941",,,"6941",,,,,,,,,,,"44.54","67.2","45.8","55.9","35.6",,,,,,,
"USC00206507","PETOSKEY, MI US","45.3725","-84.9766","182.6","2008",,"260","260","       168","       100",,"        63","         6","       152","        82","        95","         0","-3",,"9.0","2.16","88","7548",,,"7548",,,,,,,,,,,"35.80","162.2","43.8","51.2","36.4",,,,,,,
"USC00208249","TRAVERSE CITY MUNSON, MI US","44.7607","-85.6443","193.5","2008",,"332","332","       185","        88","      128","        44","         4","       154","        77","       112","         1","-4","13","5.2","1.67","90","7261",,,"7261",,,,,,,,,,,"36.80","108.0","44.8","53.0","36.5",,,,,,,
"USC00208800","WEST BRANCH 3 SE, MI US","44.2541","-84.2011","269.7","2008",,"239","239","       148","        93","      124","        35","        27","       183","        77","       125","         0","-10","14","6.1","2.31","88","8014",,,"8014",,,,,,,,,,,"37.77","95.8","42.7","54.0","31.4",,,,,,,
"USC00208920","WHITEFISH POINT, MI US","46.7475","-84.9857","189.6","2008",,"28","28","       190","        94","      153","        51","        11","       176","        92","        53","         0","-12","39","8.0","3.00","87","8271",,,"8271",,,,,,,,,,,"32.13","159.4","39.8","48.0","31.6",,,,,,,
"USC00206510","PETOSKEY NCMC, MI US","45.3613","-84.9512","228.0","2008",,"227","227","       176","        93","      135","        48","        18","       165","        89","        97","         0","-12","12","8.6","1.95","88",,,,,,,,,,,,,,,"33.31","131.7","42.7","51.3","34.2",,,,,,,
"USC00202395","EAST LANSING 4 S, MI US","42.67417","-84.485","268.2","2008",,"546","546",,,,"        27","         3","       130","        51","       135","         3","-4",,"6.0",,"91",,,,,,,,,,,,,,,,"68.7","48.2","57.8","38.6",,,,,,,
"USC00205662","CENTRAL MICHIGAN UNIVERSITY, MI US","43.5859","-84.7694","242.3","2008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00207280","SAINT JOHNS, MI US","43.0113","-84.5541","226.5","2008",,"475","475","       146","        85",,"        33","         4","       150","        65","       139","         7","-5",,"12.0","2.73","92","6603",,,"6603",,,,,,,,,,,"37.74","89.9","46.8","56.8","36.8",,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","42.8821","-85.52297","240.3","2008","9.2","609","609","       168","       102","       90","        44","         5","       138","        62","       143","         3","-5","17","10.2","3.18","92","6443",,,"6443",,,,,,,,,,,"48.86","143.8","48.3","57.3","39.2","       250","       230",,,"48.1","61.1",
"USC00201940","DAGGETT 4 W, MI US","45.468","-87.6836","234.7","2008",,,,,,,"        21",,,,,,,,"9.0",,,,,,,,,,,,,,,,,,"52.0",,,,,,,,,,
"USC00204659","LAPEER 2 W, MI US","43.05733","-83.36032","255.1","2008",,,,"       150","        82","      101","        30",,,,,,,"20","12.3","6.24",,,,,,,,,,,,,,,,"44.69","94.3",,,,,,,,,,
"USC00205073","MANISTIQUE WWTP, MI US","45.9512","-86.2513","182.9","2008",,"116","116",,,"      136",,"        32","       164","        86","        70","         0","-10","38",,,"84","8278",,,"8278",,,,,,,,,,,,,"41.3","49.2","33.3",,,,,,,
"USC00206840","RAPID RIVER 4 SSE, MI US","45.8727","-86.9496","182.3","2008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000MBAL","BALDWIN MICHIGAN, MI US","43.8933","-85.8506","253.6","2008",,"319","319",,,,,"        15","       170","        59","       137","         3","-15",,,,"94",,,,,,,,,,,,,,,,,"45.0","56.3","33.8",,,,,,,
"USW00054854","GAYLORD 9 SSW, MI US","44.908","-84.7203","445.3","2008",,"184","184","       168","       106",,,"        10","       165","       104","        95","         0","-6",,,"1.62","88",,,,,,,,,,,,,,,"39.70",,"42.2","50.7","33.6",,,,,,,
"USW00004854","GAYLORD OTSEGO CO AIRPORT, MI US","45.01657","-84.68942","405.9","2008","6.9","191","191","       185","        79",,,"        16","       171","       102","       104","         0","-15",,,"1.38","89","8308",,,"8308",,,,,,,,,,,"31.31",,"42.0","51.2","32.7","       230","       220",,,"40.9","59.9",
"USC00202804","FILION 5 NNW, MI US","43.9158","-83.083","193.5","2008",,,,,,,"        28",,,,,,,,"7.0",,,"7147",,,"7147",,,,,,,,,,,,"77.6",,,,,,,,,,
"USW00094850","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","46.5313","-87.5491","431.3","2008",,"142","142","       169","        83","      161","        50","        45","       186","       114","        86","         2","-21","35","15.8","2.22","90","9499",,,"9499",,,,,,,,,,,"33.85","244.3","38.8","48.2","29.5",,,,,,,
"USC00200864","BLOOMINGDALE, MI US","42.3838","-85.9626","224.3","2008",,,,"       155","       115",,"        57",,,"        48","       144","         6",,,"12.0","4.67","94",,,,,,,,,,,,,,,"56.26","222.0",,"58.5",,,,,,,,
"USC00204668","CALUMET TAMARACK, MI US","47.24559","-88.46793","377.6","2008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
