HDD65,CDD65,MFHTBTU,MFCLBTU,MFVNBTU,MFWTBTU,MFLTBTU,MFCKBTU,MFRFBTU,MFOFBTU,MFPCBTU,MFOTBTU,ELHTBTU,ELCLBTU,ELVNBTU,ELWTBTU,ELLTBTU,ELCKBTU,ELRFBTU,ELOFBTU,ELPCBTU,ELOTBTU,NGHTBTU,NGCLBTU,NGWTBTU,NGCKBTU,NGOTBTU,FKHTBTU,FKCLBTU,FKWTBTU,FKCKBTU,FKOTBTU,DHHTBTU,DHCLBTU,DHWTBTU,DHCKBTU,DHOTBTU,MFUSED,DHUSED,DHHT1,DHHT2,DHCOOL,DHCOOK,DHWATR,DHMANU,DHOTH,PUBCLIM
6647,1100,5212.0,646.0,371.0,17.0,7259.0,0.0,579.0,1265.0,1471.0,10114.0,5212.0,646.0,371.0,17.0,7259.0,0.0,579.0,1265.0,1471.0,3928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6186.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3659,1634,515968.0,765271.0,1356496.0,212769.0,989247.0,112969.0,723187.0,251960.0,153876.0,807929.0,135096.0,765271.0,1356496.0,101743.0,989247.0,112969.0,723187.0,251960.0,153876.0,807929.0,380872.0,0.0,111026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
5079,899,0.0,0.0,0.0,1098.0,2171.0,0.0,28891.0,0.0,0.0,6733.0,0.0,0.0,0.0,1098.0,2171.0,0.0,28891.0,0.0,0.0,6733.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2399,2290,7690887.0,1709273.0,8981761.0,2199474.0,2889646.0,6139117.0,5009044.0,3404782.0,322992.0,10090238.0,1643887.0,1709273.0,8981761.0,0.0,2889646.0,4499351.0,5009044.0,3404782.0,322992.0,8840442.0,0.0,0.0,2199474.0,1639766.0,0.0,0.0,0.0,0.0,0.0,1249796.0,6047000.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
813,4144,322542.0,21305.0,532929.0,45458.0,414293.0,0.0,12696.0,61483.0,235894.0,270244.0,0.0,21305.0,532929.0,0.0,414293.0,0.0,12696.0,61483.0,235894.0,248110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22134.0,322542.0,0.0,45458.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3
2728,2515,56662.0,9520.0,9588.0,2505.0,19475.0,54812.0,129380.0,11400.0,9419.0,12688.0,1703.0,9520.0,9588.0,141.0,19475.0,0.0,129380.0,11400.0,9419.0,12688.0,54959.0,0.0,2364.0,54812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1318,3503,40560779.0,0.0,18991630.0,31347649.0,15485385.0,46529736.0,6654183.0,5603911.0,9062107.0,27758833.0,0.0,0.0,18991630.0,0.0,15485385.0,6007176.0,6654183.0,5603911.0,9062107.0,27518800.0,0.0,0.0,31347649.0,10123339.0,0.0,0.0,0.0,0.0,0.0,240033.0,40560779.0,0.0,0.0,30399221.0,0.0,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3
1156,3738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
1341,2878,651865.0,480164.0,660807.0,24954.0,349091.0,107004.0,265711.0,34226.0,138188.0,263835.0,18351.0,480164.0,660807.0,0.0,349091.0,18042.0,265711.0,34226.0,138188.0,263835.0,633514.0,0.0,24954.0,88962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
3471,1723,4472766.0,15637822.0,13019896.0,184111.0,8065974.0,359574.0,161434.0,519512.0,6475474.0,6476857.0,4472766.0,15637822.0,13019896.0,184111.0,8065974.0,359574.0,161434.0,519512.0,6475474.0,6178088.0,0.0,0.0,0.0,0.0,133660.0,0.0,0.0,0.0,0.0,165109.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
4023,1435,196249.0,25709.0,188205.0,12986.0,52483.0,0.0,6179.0,29132.0,51217.0,76847.0,0.0,25709.0,188205.0,1365.0,52483.0,0.0,6179.0,29132.0,51217.0,76847.0,196249.0,0.0,11621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2027,2216,0.0,50288.0,34955.0,1519.0,27890.0,65194.0,100655.0,306.0,938.0,17962.0,0.0,50288.0,34955.0,1519.0,27890.0,65194.0,100655.0,306.0,938.0,17962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2674,1863,48278.0,27526.0,15414.0,1047.0,72953.0,0.0,2608.0,21327.0,40648.0,63435.0,0.0,27526.0,15414.0,1047.0,72953.0,0.0,2608.0,21327.0,40648.0,63435.0,48278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2896,1757,1217.0,0.0,2744.0,140625.0,19574.0,0.0,596.0,1382.0,889.0,16252.0,1217.0,0.0,2744.0,140625.0,19574.0,0.0,596.0,1382.0,889.0,16252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1316,3548,3596040.0,11727116.0,1620697.0,2148266.0,1024129.0,662769.0,309085.0,164746.0,6031392.0,2036271.0,76060.0,11727116.0,1620697.0,0.0,1024129.0,0.0,309085.0,164746.0,6031392.0,2036271.0,3519980.0,0.0,2148266.0,662769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
3674,1894,2674363.0,901486.0,425465.0,846811.0,485361.0,231606.0,448006.0,1139146.0,793413.0,364641.0,0.0,901486.0,425465.0,0.0,485361.0,63702.0,448006.0,1139146.0,793413.0,364641.0,2674363.0,0.0,846811.0,167904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
7010,493,13162.0,0.0,960.0,667.0,3796.0,0.0,0.0,9655.0,835.0,17246.0,13162.0,0.0,960.0,667.0,3796.0,0.0,0.0,9655.0,835.0,17246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2617,2191,49098.0,8785.0,17827.0,128.0,10346.0,0.0,1149.0,563.0,7495.0,15007.0,0.0,8785.0,17827.0,128.0,10346.0,0.0,1149.0,563.0,7495.0,15007.0,49098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
5752,611,9781808.0,415852.0,588269.0,447375.0,1052268.0,0.0,4878472.0,40893.0,717198.0,1656406.0,65183.0,415852.0,588269.0,0.0,1052268.0,0.0,4878472.0,40893.0,717198.0,1406855.0,0.0,0.0,0.0,0.0,52685.0,0.0,0.0,0.0,0.0,196866.0,9716625.0,0.0,447375.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
5563,1131,1510793.0,174183.0,1033557.0,109322.0,373734.0,0.0,31853.0,94761.0,604442.0,519777.0,0.0,174183.0,1033557.0,0.0,373734.0,0.0,31853.0,94761.0,604442.0,341470.0,1510793.0,0.0,109322.0,0.0,0.0,0.0,0.0,0.0,0.0,178307.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1145,4059,981.0,1177478.0,118823.0,1192.0,178979.0,25358.0,28296.0,11485.0,6583.0,239034.0,981.0,1177478.0,118823.0,1192.0,178979.0,25358.0,28296.0,11485.0,6583.0,239034.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
1332,2680,1163.0,19089.0,11728.0,463.0,22573.0,0.0,1577.0,10755.0,1106.0,14683.0,1163.0,19089.0,11728.0,463.0,22573.0,0.0,1577.0,10755.0,1106.0,14683.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
4104,1344,368153.0,116005.0,115787.0,7276.0,109820.0,0.0,8547.0,15965.0,6960.0,218973.0,76231.0,116005.0,115787.0,0.0,109820.0,0.0,8547.0,15965.0,6960.0,218973.0,291922.0,0.0,7276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2881,1919,10815906.0,2037721.0,2217872.0,11934413.0,2128569.0,577701.0,1856244.0,776896.0,1045448.0,2743719.0,73746.0,2037721.0,2217872.0,0.0,2128569.0,577701.0,1856244.0,776896.0,1045448.0,2663699.0,10720035.0,0.0,11934413.0,0.0,0.0,22125.0,0.0,0.0,0.0,80020.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
768,1748,40385.0,13439.0,10896.0,870.0,63244.0,0.0,0.0,13386.0,45165.0,70187.0,0.0,13439.0,10896.0,870.0,63244.0,0.0,0.0,13386.0,45165.0,70187.0,40385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
6296,944,71340.0,16009.0,99891.0,538.0,72824.0,0.0,2099.0,3224.0,16453.0,45213.0,0.0,16009.0,99891.0,538.0,72824.0,0.0,2099.0,3224.0,16453.0,45213.0,71340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5731,543,82211.0,774.0,6033.0,104.0,22397.0,0.0,6047.0,1616.0,1046.0,8697.0,0.0,774.0,6033.0,104.0,22397.0,0.0,6047.0,1616.0,1046.0,8697.0,0.0,0.0,0.0,0.0,0.0,82211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2799,1974,2505115.0,11139489.0,6105169.0,110714.0,2847452.0,204550.0,826659.0,407622.0,4509133.0,3762559.0,2505115.0,11139489.0,6105169.0,110714.0,2847452.0,204550.0,826659.0,407622.0,4509133.0,3722278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40281.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
6965,468,44175099.0,2905689.0,4870111.0,645604.0,3762280.0,0.0,4182996.0,2440215.0,8570172.0,12486374.0,0.0,2905689.0,4870111.0,0.0,3762280.0,0.0,4182996.0,2440215.0,8570172.0,5144898.0,0.0,0.0,0.0,0.0,0.0,44175099.0,0.0,645604.0,0.0,7341476.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5569,178,1310033.0,27036.0,123375.0,141633.0,151754.0,33541.0,139583.0,24068.0,287604.0,176638.0,64864.0,27036.0,123375.0,0.0,151754.0,0.0,139583.0,24068.0,287604.0,176638.0,1245169.0,0.0,141633.0,33541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5090,1339,71506878.0,3323220.0,18020591.0,11416647.0,17216633.0,26987061.0,2387408.0,2586961.0,3923943.0,28624161.0,4858902.0,3323220.0,18020591.0,0.0,17216633.0,3936853.0,2387408.0,2586961.0,3923943.0,17555671.0,0.0,0.0,0.0,282831.0,347134.0,0.0,0.0,0.0,0.0,10721356.0,66647976.0,0.0,11416647.0,22767377.0,0.0,1,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,7
3173,1473,118433.0,16758.0,10175.0,1595.0,25010.0,0.0,8006.0,4037.0,2961.0,15480.0,0.0,16758.0,10175.0,0.0,25010.0,0.0,8006.0,4037.0,2961.0,15480.0,118433.0,0.0,1595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
842,3896,1825.0,48024.0,71115.0,6476.0,70524.0,0.0,5491.0,24816.0,4764.0,44480.0,1825.0,48024.0,71115.0,6476.0,70524.0,0.0,5491.0,24816.0,4764.0,44480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
6838,631,805105.0,31884.0,66443.0,62250.0,33973.0,24304.0,2937.0,20828.0,11762.0,161652.0,0.0,31884.0,66443.0,0.0,33973.0,24304.0,2937.0,20828.0,11762.0,161652.0,805105.0,0.0,62250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2867,1811,2695650.0,480777.0,179515.0,296890.0,249972.0,234739.0,211479.0,24397.0,247011.0,158911.0,96995.0,480777.0,179515.0,12409.0,249972.0,33445.0,211479.0,24397.0,247011.0,158911.0,2598655.0,0.0,284481.0,201294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
6087,829,696418.0,197015.0,1243491.0,88249.0,164103.0,0.0,35919.0,90756.0,468233.0,495239.0,21964.0,197015.0,1243491.0,0.0,164103.0,0.0,35919.0,90756.0,468233.0,495239.0,674454.0,0.0,88249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6015,861,112911.0,25357.0,3364.0,3734.0,21070.0,0.0,10563.0,16985.0,16868.0,35050.0,0.0,25357.0,3364.0,0.0,21070.0,0.0,10563.0,16985.0,16868.0,35050.0,112911.0,0.0,3734.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4320,1033,195114.0,0.0,7603.0,250.0,80650.0,0.0,879.0,3851.0,2484.0,94001.0,6206.0,0.0,7603.0,250.0,80650.0,0.0,879.0,3851.0,2484.0,94001.0,188908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
814,3824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
5535,1063,925874.0,269923.0,414632.0,2532777.0,560143.0,2402823.0,736835.0,540387.0,31038.0,865427.0,514799.0,269923.0,414632.0,80148.0,560143.0,449847.0,736835.0,540387.0,31038.0,865427.0,411075.0,0.0,2452629.0,1952976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1643,2563,7571.0,58017.0,14814.0,15972.0,48572.0,14517.0,27895.0,29039.0,4400.0,99746.0,7571.0,58017.0,14814.0,15972.0,48572.0,14517.0,27895.0,29039.0,4400.0,87098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12648.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
4984,1066,192803.0,1202.0,7614.0,0.0,9687.0,0.0,261.0,952.0,646.0,12949.0,0.0,1202.0,7614.0,0.0,9687.0,0.0,261.0,952.0,646.0,12949.0,192803.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5193,1118,5989666.0,387572.0,587139.0,192087.0,906450.0,0.0,6551220.0,9567.0,10362.0,568036.0,40670.0,387572.0,587139.0,0.0,906450.0,0.0,6551220.0,9567.0,10362.0,568036.0,5948996.0,0.0,192087.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2270,1882,487256.0,2225245.0,3800831.0,24129.0,2028998.0,0.0,330531.0,248627.0,1693649.0,2143834.0,487256.0,2225245.0,3800831.0,24129.0,2028998.0,0.0,330531.0,248627.0,1693649.0,1767562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376272.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2603,1256,70661.0,3220.0,5133.0,14566.0,17004.0,0.0,1661.0,6030.0,37147.0,26376.0,453.0,3220.0,5133.0,416.0,17004.0,0.0,1661.0,6030.0,37147.0,26376.0,70208.0,0.0,14150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
392,3432,33.0,14061.0,2494.0,587.0,8913.0,2401.0,1097.0,314.0,2784.0,15695.0,33.0,14061.0,2494.0,587.0,8913.0,2401.0,1097.0,314.0,2784.0,15695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2417,2550,4457207.0,0.0,4546798.0,8577793.0,3054031.0,6017718.0,816995.0,799284.0,1938539.0,3887692.0,0.0,0.0,4546798.0,0.0,3054031.0,869963.0,816995.0,799284.0,1938539.0,3887692.0,0.0,0.0,0.0,5147755.0,0.0,0.0,0.0,0.0,0.0,0.0,4457207.0,0.0,8577793.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2
4841,976,139775.0,110967.0,246835.0,1887.0,469608.0,66265.0,292990.0,69542.0,51216.0,272165.0,43159.0,110967.0,246835.0,0.0,469608.0,66265.0,292990.0,69542.0,51216.0,272165.0,96616.0,0.0,1887.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3863,1372,355376.0,214159.0,190003.0,450962.0,118435.0,1070847.0,685595.0,44767.0,26615.0,123829.0,0.0,214159.0,190003.0,0.0,118435.0,0.0,685595.0,44767.0,26615.0,123829.0,355376.0,0.0,450962.0,1070847.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1366,3563,7616.0,48521.0,29011.0,1506.0,70688.0,0.0,3390.0,25497.0,108449.0,31001.0,7616.0,48521.0,29011.0,1506.0,70688.0,0.0,3390.0,25497.0,108449.0,31001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
5334,851,3561190.0,603109.0,2379889.0,67330.0,1637442.0,0.0,0.0,41019.0,430230.0,3124470.0,144326.0,603109.0,2379889.0,0.0,1637442.0,0.0,0.0,41019.0,430230.0,1676056.0,3416864.0,0.0,67330.0,0.0,1448414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6107,1011,3559060.0,161380.0,338641.0,101933.0,1412244.0,0.0,110063.0,13749.0,95699.0,1185722.0,0.0,161380.0,338641.0,0.0,1412244.0,0.0,110063.0,13749.0,95699.0,1185722.0,3559060.0,0.0,101933.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2509,1575,183893.0,277139.0,111750.0,188810.0,134944.0,578087.0,673300.0,25508.0,12671.0,159640.0,0.0,277139.0,111750.0,0.0,134944.0,0.0,673300.0,25508.0,12671.0,159640.0,183893.0,0.0,188810.0,578087.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
99,4310,2102921.0,17872712.0,5888701.0,27771921.0,2764002.0,9757625.0,1493385.0,937900.0,652271.0,4800498.0,986.0,17872712.0,5888701.0,0.0,2764002.0,870696.0,1493385.0,937900.0,652271.0,4455020.0,2101935.0,0.0,27771921.0,8886929.0,0.0,0.0,0.0,0.0,0.0,345478.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
1122,931,246.0,0.0,7551.0,0.0,48135.0,0.0,2241.0,0.0,0.0,126102.0,246.0,0.0,7551.0,0.0,48135.0,0.0,2241.0,0.0,0.0,126102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
6297,308,1022993.0,92299.0,98742.0,48709.0,164414.0,369897.0,133979.0,9006.0,312387.0,1406974.0,146466.0,92299.0,98742.0,48709.0,164414.0,0.0,133979.0,9006.0,312387.0,143685.0,876527.0,0.0,0.0,369897.0,1263289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2664,2646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
4728,1111,984944.0,137296.0,58107.0,232195.0,209671.0,0.0,12168.0,39366.0,56388.0,298614.0,0.0,0.0,58107.0,0.0,209671.0,0.0,12168.0,39366.0,56388.0,298614.0,984944.0,137296.0,232195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6800,591,0.0,105308.0,40005.0,0.0,29936.0,0.0,59343.0,7987.0,406.0,89016.0,0.0,105308.0,40005.0,0.0,29936.0,0.0,59343.0,7987.0,406.0,89016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4824,775,22528.0,10658.0,25576.0,122093.0,27156.0,0.0,2975.0,9511.0,11321.0,26394.0,22528.0,10658.0,25576.0,323.0,27156.0,0.0,2975.0,9511.0,11321.0,26394.0,0.0,0.0,121770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5085,1038,186253.0,16695.0,66270.0,11961.0,70355.0,0.0,1772.0,16692.0,20794.0,49572.0,5821.0,16695.0,66270.0,0.0,70355.0,0.0,1772.0,16692.0,20794.0,49572.0,180432.0,0.0,11961.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
448,5123,254.0,21527.0,1877.0,0.0,4656.0,0.0,0.0,0.0,4358.0,3454.0,254.0,21527.0,1877.0,0.0,4656.0,0.0,0.0,0.0,4358.0,3454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2863,165,3601.0,16961.0,209034.0,8102.0,1603773.0,19785.0,840681.0,33697.0,127009.0,1254256.0,3601.0,16961.0,209034.0,8102.0,1603773.0,19785.0,840681.0,33697.0,127009.0,1254256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
4769,1007,2327476.0,160557.0,150822.0,11882.0,256857.0,0.0,0.0,13617.0,14268.0,338573.0,0.0,160557.0,150822.0,0.0,256857.0,0.0,0.0,13617.0,14268.0,338573.0,2327476.0,0.0,11882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6269,183,0.0,3498.0,12431.0,260.0,37462.0,0.0,276284.0,3514.0,0.0,17659.0,0.0,3498.0,12431.0,260.0,37462.0,0.0,276284.0,3514.0,0.0,17659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2656,1602,3479.0,2375.0,8919.0,42.0,15352.0,0.0,646.0,491.0,3370.0,25265.0,3479.0,2375.0,8919.0,42.0,15352.0,0.0,646.0,491.0,3370.0,25265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2211,2834,12664.0,105540.0,26493.0,2609.0,66276.0,19407.0,23352.0,11909.0,44709.0,72570.0,0.0,105540.0,26493.0,0.0,66276.0,17152.0,23352.0,11909.0,44709.0,72570.0,12664.0,0.0,2609.0,2255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
4929,1304,830064.0,287196.0,143875.0,65617.0,176151.0,104107.0,5863.0,54016.0,24299.0,500706.0,72368.0,287196.0,143875.0,0.0,176151.0,0.0,5863.0,54016.0,24299.0,500706.0,757696.0,0.0,65617.0,104107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
